recording_givid	survey	type_observed	classif_key	type_cover
IV2019010911142819	N2000meetnet_Moeras_BHM	rbbms	Habitatsleutel v5	NA
IV2019010911305760	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2019011412165950	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	80
IV2019011412165950	N2000meetnet_Grasland_BHM	rbbah	Habitatsleutel v5	20
IV2019011413085987	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2019011414090895	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	77
IV2019011414090895	N2000meetnet_Grasland_BHM	rbbzil	Habitatsleutel v5	23
IV2019011414294981	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2019011414351048	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	50
IV2019011414351048	N2000meetnet_Grasland_BHM	6430_mr	Habitatsleutel v5	NA
IV2019011414351048	N2000meetnet_Grasland_BHM	rbbkam	Habitatsleutel v5	NA
IV2019011414351048	N2000meetnet_Grasland_BHM	rbbzil	Habitatsleutel v5	NA
IV2019011415092985	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2019012509053642	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019012511170725	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019012513495405	N2000meetnet_Grasland_BHM	3130_na	Habitatsleutel v5	NA
IV2019012513495405	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	84
IV2019012513495405	N2000meetnet_Grasland_BHM	9120	Habitatsleutel v5	NA
IV2019012513495405	N2000meetnet_Grasland_BHM	rbbmr	Habitatsleutel v5	NA
IV2019012514311759	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019012515324710	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019012515495181	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019013112081884	N2000meetnet_Moeras_BHM	-9	Habitatsleutel v5	60
IV2019013112081884	N2000meetnet_Moeras_BHM	6410_mo	Habitatsleutel v5	15
IV2019013112081884	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	25
IV2019020110485762	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2019020111131657	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2019020119240586	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	99
IV2019020120070464	N2000meetnet_Moeras_BHM	-9	Habitatsleutel v5	50
IV2019020120070464	N2000meetnet_Moeras_BHM	6410_mo	Habitatsleutel v5	30
IV2019020120070464	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	20
IV2019020120260519	N2000meetnet_Moeras_BHM	-9	Habitatsleutel v5	50
IV2019020120260519	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	50
IV2019020415303598	N2000meetnet_Moeras_BHM	3110	Habitatsleutel v5	9
IV2019020415303598	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	91
IV2019020508032046	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2019020509150134	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	69
IV2019020509150134	N2000meetnet_Moeras_BHM	rbbmr	Habitatsleutel v5	5
IV2019020509150134	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	26
IV2019020510153108	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	90
IV2019020510153108	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	10
IV2019020510392459	N2000meetnet_Moeras_BHM	-9	Habitatsleutel v5	28
IV2019020510392459	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	72
IV2019020510571326	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2019020512391292	N2000meetnet_Moeras_BHM	-9	Habitatsleutel v5	64
IV2019020512391292	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	26
IV2019020512391292	N2000meetnet_Moeras_BHM	rbbhc	Habitatsleutel v5	10
IV2019020512553396	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2019020609412094	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	50
IV2019020609412094	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	50
IV2019020612275238	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	50
IV2019020612275238	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	50
IV2019020612581446	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	50
IV2019020612581446	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	50
IV2019020613402086	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	50
IV2019020613402086	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	50
IV2019020714420536	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	11
IV2019020714420536	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	89
IV2019020715455743	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019020716030884	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019020808585406	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019020809404178	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019020809510944	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019020810390261	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	16
IV2019020810390261	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	84
IV2019020811023605	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019020811552696	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	21
IV2019020811552696	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	40
IV2019020811552696	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	39
IV2019020812125743	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019020910455730	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	29
IV2019020910455730	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	71
IV2019020910570357	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	100
IV2019021214331564	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	78
IV2019021214331564	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	22
IV2019021214520710	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019021809433664	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019021809512830	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	50
IV2019021809512830	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	32
IV2019021809512830	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	18
IV2019021809593611	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021810361306	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	5
IV2019021810361306	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	95
IV2019021810403014	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2019021811115306	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021811185084	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021811453524	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019021811495237	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	60
IV2019021811495237	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	40
IV2019021812584035	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021813401634	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	22
IV2019021813401634	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	59
IV2019021813401634	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	19
IV2019021813445547	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021815154027	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021815265092	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021815483401	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	84
IV2019021815483401	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	16
IV2019021815521039	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021816153672	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	63
IV2019021816153672	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	37
IV2019021816195603	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021816464213	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	10
IV2019021816464213	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	32
IV2019021816464213	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	58
IV2019021816515851	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019021817083167	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021817150496	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019021818015534	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	29
IV2019021818015534	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	71
IV2019021818054897	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	30
IV2019021818054897	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	70
IV2019021909195430	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	20
IV2019021909195430	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	20
IV2019021909195430	N2000meetnet_Grasland_BHM	6510_hu	Habitatsleutel v5	60
IV2019021909560725	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019021912262072	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	100
IV2019021912454923	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	100
IV2019021913152687	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019021913332143	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019021914301511	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	14
IV2019021914301511	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	86
IV2019021914494248	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019022009260834	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	71
IV2019022009260834	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	29
IV2019022009580729	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	10
IV2019022009580729	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	70
IV2019022009580729	N2000meetnet_Grasland_BHM	rbbmr	Habitatsleutel v5	20
IV2019022010492413	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019022011203333	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	65
IV2019022011203333	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	35
IV2019022011461240	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019022011472738	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019022011550085	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019022012091414	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	51
IV2019022012091414	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	49
IV2019022012425367	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	76
IV2019022012425367	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	24
IV2019022012454117	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019022012591316	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019022013124861	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	35
IV2019022013124861	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	25
IV2019022013124861	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	40
IV2019022013161788	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019022013350210	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	75
IV2019022013350210	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	22
IV2019022013350210	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	3
IV2019022013365235	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019022013410657	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019022013422931	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019022015131506	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	83
IV2019022015131506	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	17
IV2019022015174602	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019022016562144	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	19
IV2019022016562144	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	66
IV2019022016562144	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	15
IV2019022016595035	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019022017090395	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	54
IV2019022017090395	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	29
IV2019022017090395	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	17
IV2019022017120928	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	60
IV2019022017120928	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	40
IV2019022017210446	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	60
IV2019022017210446	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	27
IV2019022017210446	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	13
IV2019022017234989	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2019022017323559	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	78
IV2019022017323559	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	7
IV2019022017323559	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	15
IV2019022017345169	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	40
IV2019022017345169	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	60
IV2019022017453613	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	90
IV2019022017453613	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	10
IV2019022017491986	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2019022019283436	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022019311405	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022019402585	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	30
IV2019022019402585	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	70
IV2019022019432327	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022111563297	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022112005848	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022112142789	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	39
IV2019022112142789	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	19
IV2019022112142789	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	14
IV2019022112142789	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	28
IV2019022112243061	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022112420450	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	2
IV2019022112420450	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	5
IV2019022112420450	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	93
IV2019022112451373	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019022114385849	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019022114510668	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2019022510115965	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	14
IV2019022510115965	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	86
IV2019022510234996	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019022514042696	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	76
IV2019022514042696	N2000meetnet_Grasland_BHM	rbbms	Habitatsleutel v5	24
IV2019022514294786	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019022610090643	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	16
IV2019022610090643	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	84
IV2019022612014191	N2000meetnet_Grasland_BHM	6410	Habitatsleutel v5	100
IV2019022714201370	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	9
IV2019022714201370	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	91
IV2019022715350593	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2019030506553128	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030507115159	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030507344542	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	78
IV2019030507344542	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	22
IV2019030507434490	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030509454267	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	16
IV2019030509454267	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	84
IV2019030509590498	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	50
IV2019030509590498	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	50
IV2019030510151254	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030510214992	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030510462717	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030510520410	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2019030512211555	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019030512341370	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019030514081723	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	74
IV2019030514081723	N2000meetnet_Grasland_BHM	6120	Habitatsleutel v5	26
IV2019030514375356	N2000meetnet_Grasland_BHM	6120	Habitatsleutel v5	100
IV2019030514525522	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	80
IV2019030514525522	N2000meetnet_Grasland_BHM	6120	Habitatsleutel v5	20
IV2019030515422067	N2000meetnet_Grasland_BHM	6120	Habitatsleutel v5	100
IV2019031107334255	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	45
IV2019031107334255	N2000meetnet_Grasland_BHM	6230_hnk	Habitatsleutel v5	55
IV2019031107520890	N2000meetnet_Grasland_BHM	6230_hnk	Habitatsleutel v5	100
IV2019031108122062	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019031108341174	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2019031509012165	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	40
IV2019031509012165	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	15
IV2019031509012165	N2000meetnet_Grasland_BHM	6410_ve	Habitatsleutel v5	30
IV2019032208302341	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019032208584087	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019032212064389	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019032212131981	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2019032212232276	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	20
IV2019032212232276	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	30
IV2019032212232276	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	50
IV2019032212340237	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2019032213402331	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	26
IV2019032213402331	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	28
IV2019032213402331	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	46
IV2019032213485629	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2020011710340726	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020011711012965	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	90
IV2020011711063610	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012410231093	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	50
IV2020012410375812	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012410572377	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012411033347	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012411390969	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012411395835	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012412015752	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012412084444	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012412465771	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012412563523	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012412583890	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012413090742	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012413384329	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012413392331	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012413464569	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012414033673	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012414105549	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012414155624	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012414262213	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012414320802	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012414500925	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012414540813	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012416322552	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	65
IV2020012416330647	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012419082386	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012419122924	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012813564777	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012814063245	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012814080569	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012814172329	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012814233378	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	70
IV2020012814555447	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012815145023	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012815254512	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012815444022	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	50
IV2020012816312713	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012816442000	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012817195262	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012909393596	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012909544249	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012909572276	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911021126	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911031651	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911103720	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911201078	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911203928	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012911332597	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	70
IV2020012911342308	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012911435425	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	60
IV2020012911474493	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012912032781	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	85
IV2020012912104900	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020012915123778	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	70
IV2020012915200438	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012915312392	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012915493219	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012915564077	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012916502262	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012916565743	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012917072420	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012918060644	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012918093439	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012920052709	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020012920205825	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020013010035320	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	50
IV2020013010191965	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020013010241239	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	85
IV2020013010401812	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	65
IV2020013010444945	N2000meetnet_Heide_BHM	4030	Habitatsleutel v5	100
IV2020013010544806	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020013010551612	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020013011015819	N2000meetnet_Heide_BHM	6230_hmo	Habitatsleutel v5	100
IV2020013011144822	N2000meetnet_Heide_BHM	6230_hmo	Habitatsleutel v5	100
IV2020013011334151	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020013011492727	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
IV2020013011563409	N2000meetnet_Heide_BHM	4010	Habitatsleutel v5	100
