survey	recording_givid	user_reference	structure_var_code	structure_var	cover	cover_code
N2000meetnet_Heide_BHM	IV2020013110151328	IV2014102216104268	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013110151328	IV2014102216104268	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013110151328	IV2014102216104268	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	calon	calluna_ontwikkelingsfase	62.5	HB
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	calpi	calluna_pioniersfase	15	B
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	dwerg	dwergstruiken	87.5	D
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	pioza	pioniersstadia_open_bodem	1	1
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	veenm	veenmoslaag_4010	0	00
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	gras	vergrassing_4030_2310	3	T
N2000meetnet_Heide_BHM	IV2020013110262224	IV2014102216101290	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	dwerg	dwergstruiken	37.5	KB
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	veenm	veenmoslaag_4010	1	S
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	gras	vergrassing_4030_2310	62.5	HB
N2000meetnet_Heide_BHM	IV2020013110455451	IV2014102216093922	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	dwerg	dwergstruiken	37.5	KB
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	gras	vergrassing_4030_2310	62.5	HB
N2000meetnet_Heide_BHM	IV2020013111031142	IV2014102216091441	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013111102627	IV2014090511032881	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013111102627	IV2014090511032881	veenm	veenmoslaag_4010	1.5	WT
N2000meetnet_Heide_BHM	IV2020013111102627	IV2014090511032881	bos	verbossing	5	5
N2000meetnet_Heide_BHM	IV2020013111102627	IV2014090511032881	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013111434134	IV2014090510572948	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013111434134	IV2014090510572948	bos	verbossing	10	10
N2000meetnet_Heide_BHM	IV2020013111434134	IV2014090510572948	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	calon	calluna_ontwikkelingsfase	87.5	D
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	calpi	calluna_pioniersfase	3	T
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	dwerg	dwergstruiken	87.5	D
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	inexo	grijs_kronkelsteeltje	3	T
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	pioza	pioniersstadia_open_bodem	3	T
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	pioli	pioniersstadie_korstmossen	3	T
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	piomo	pioniersstadie_mossen	15	B
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	bos	verbossing	20	20
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	gras	vergrassing_4030_2310	3	T
N2000meetnet_Heide_BHM	IV2020013111513595	IV2014090510431452	ruig	verruiging_4030_2310	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	calcl	calluna_climaxfase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	calon	calluna_ontwikkelingsfase	62.5	HB
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	calpi	calluna_pioniersfase	3	T
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	inexo	grijs_kronkelsteeltje	1.5	WT
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	pioza	pioniersstadia_open_bodem	1	S
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	pioli	pioniersstadie_korstmossen	1.1	T2
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	piomo	pioniersstadie_mossen	15	B
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013112472496	IV2014090510350527	ruig	verruiging_4030_2310	1.1	T2
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	calon	calluna_ontwikkelingsfase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	calpi	calluna_pioniersfase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	dwerg	dwergstruiken	1.5	WT
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	pioza	pioniersstadia_open_bodem	15	B
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	pioli	pioniersstadie_korstmossen	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013113130577	IV2014090416125423	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	calcl	calluna_climaxfase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	calde	calluna_degeneratiefase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	calon	calluna_ontwikkelingsfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	calpi	calluna_pioniersfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	inexo	grijs_kronkelsteeltje	15	B
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	pioza	pioniersstadia_open_bodem	15	B
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	pioli	pioniersstadie_korstmossen	3	T
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	piomo	pioniersstadie_mossen	15	B
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	bos	verbossing	4	4
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	gras	vergrassing_4030_2310	3	T
N2000meetnet_Heide_BHM	IV2020013113212187	IV2014090415562185	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	calcl	calluna_climaxfase	87.5	D
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	calde	calluna_degeneratiefase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	calon	calluna_ontwikkelingsfase	3	T
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	calpi	calluna_pioniersfase	3	T
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	inexo	grijs_kronkelsteeltje	3	T
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	pioza	pioniersstadia_open_bodem	0.9	B8
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	piomo	pioniersstadie_mossen	5	5
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	bos	verbossing	4	4
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013115042178	IV2012091711465337	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	dwerg	dwergstruiken	15	B
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	veenm	veenmoslaag_4010	1.5	WT
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020013115220017	IV2012091714412265	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	calde	calluna_degeneratiefase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	calon	calluna_ontwikkelingsfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	calpi	calluna_pioniersfase	1	S
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	dwerg	dwergstruiken	37.5	KB
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	inexo	grijs_kronkelsteeltje	1.5	WT
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	pioza	pioniersstadia_open_bodem	1.5	WT
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	pioli	pioniersstadie_korstmossen	0	00
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	bos	verbossing	1	1
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020013115390558	IV2014090415524693	ruig	verruiging_4030_2310	1	S
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	dwerg	dwergstruiken	15	B
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	veenm	veenmoslaag_4010	87.5	D
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	bos	verbossing	1	1
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	gras	vergrassing_4030_2310	3	T
N2000meetnet_Heide_BHM	IV2020013115431412	IV2012091714583446	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	calde	calluna_degeneratiefase	0	00
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	calpi	calluna_pioniersfase	0	00
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	dwerg	dwergstruiken	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	inexo	grijs_kronkelsteeltje	0	00
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	piobu	pioniersstadia_buntgras	0	00
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	piomo	pioniersstadie_mossen	0	00
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	veenm	veenmoslaag_4010	50	50
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	gras	vergrassing_4030_2310	40	40
N2000meetnet_Heide_BHM	IV2020013115480821	IV2013111213063004	ruig	verruiging_4030_2310	1	1
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	calcl	calluna_climaxfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	calde	calluna_degeneratiefase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	calon	calluna_ontwikkelingsfase	15	B
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	calpi	calluna_pioniersfase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	inexo	grijs_kronkelsteeltje	3	T
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	pioli	pioniersstadie_korstmossen	0	00
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	bos	verbossing	15	15
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020013116023518	IV2013111212372010	ruig	verruiging_4030_2310	1.5	WT
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	dwerg	dwergstruiken	1.5	WT
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	pioza	pioniersstadia_open_bodem	3	T
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	veenm	veenmoslaag_4010	87.5	D
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	bos	verbossing	0.5	ZS
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020013116352053	IV2013111210580086	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020013116482535	IV2013082112224758	dwerg	dwergstruiken	15	B
N2000meetnet_Heide_BHM	IV2020013116482535	IV2013082112224758	veenm	veenmoslaag_4010	37.5	KB
N2000meetnet_Heide_BHM	IV2020013116482535	IV2013082112224758	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	calcl	calluna_climaxfase	62.5	HB
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	calde	calluna_degeneratiefase	15	B
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	calon	calluna_ontwikkelingsfase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	calpi	calluna_pioniersfase	1.5	WT
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	inexo	grijs_kronkelsteeltje	1	S
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	pioza	pioniersstadia_open_bodem	1	S
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	pioli	pioniersstadie_korstmossen	1	S
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	piomo	pioniersstadie_mossen	1.5	WT
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	bos	verbossing	5	5
N2000meetnet_Heide_BHM	IV2020013117191738	IV2013082110143421	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	dwerg	dwergstruiken	11.7	HB4
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	inexo	grijs_kronkelsteeltje	3	T
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	pioza	pioniersstadia_open_bodem	1	S
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	piomo	pioniersstadie_mossen	62.5	HB
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	veenm	veenmoslaag_4010	0.9	B8
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	bos	verbossing	1	1
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	gras	vergrassing_4030_2310	87.5	D
N2000meetnet_Heide_BHM	IV2020020309452431	IV2013081215065475	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	veenm	veenmoslaag_4010	1.5	WT
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	bos	verbossing	25	25
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	gras	vergrassing_4030_2310	37.5	KB
N2000meetnet_Heide_BHM	IV2020020309564874	IV2013081213464317	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	dwerg	dwergstruiken	37.5	KB
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	pioza	pioniersstadia_open_bodem	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	veenm	veenmoslaag_4010	87.5	D
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	bos	verbossing	0	0
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	gras	vergrassing_4030_2310	3	T
N2000meetnet_Heide_BHM	IV2020020310074071	IV2013081213111428	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	calcl	calluna_climaxfase	15	B
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	calde	calluna_degeneratiefase	15	B
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	calon	calluna_ontwikkelingsfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	calpi	calluna_pioniersfase	15	B
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	dwerg	dwergstruiken	62.5	HB
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	pioza	pioniersstadia_open_bodem	1	S
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	bos	verbossing	1	1
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	gras	vergrassing_4030_2310	62.5	HB
N2000meetnet_Heide_BHM	IV2020020311033948	IV2013081212384426	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	calcl	calluna_climaxfase	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	calon	calluna_ontwikkelingsfase	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	calpi	calluna_pioniersfase	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	dwerg	dwergstruiken	1.5	WT
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	inexo	grijs_kronkelsteeltje	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	piobu	pioniersstadia_buntgras	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	pioza	pioniersstadia_open_bodem	62.5	HB
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	pioli	pioniersstadie_korstmossen	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	piomo	pioniersstadie_mossen	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	veenm	veenmoslaag_4010	0	0
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	bos	verbossing	5	5
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	gras	vergrassing_4030_2310	15	B
N2000meetnet_Heide_BHM	IV2020020311091732	IV2012091810572906	ruig	verruiging_4030_2310	0	0
N2000meetnet_Heide_BHM	IV2020020311363530	IV2012091810415646	calcl	calluna_climaxfase	0.5	ZS
N2000meetnet_Heide_BHM	IV2020020311363530	IV2012091810415646	calde	calluna_degeneratiefase	0	0
N2000meetnet_Heide_BHM	IV2020020311363530	IV2012091810415646	calon	calluna_ontwikkelingsfase	37.5	KB
N2000meetnet_Heide_BHM	IV2020020311363530	IV2012091810415646	calpi	calluna_pioniersfase	1.5	WT
N2000meetnet_Heide_BHM	IV2020020311363530	IV2012091810415646	dwerg	dwergstruiken	62.5	HB
