ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype	link_mhq
1240881_2170_2018-09-18	N2000meetnet_Duinen_BHM	IV2019021815521039	IV2019021815483401	17792	2170	1	100	100% 2170	1	1	1	1	100	2170	1240881_2170
12431153_2190_mp_2018-08-21	N2000meetnet_Duinen_BHM	IV2019022019432327	IV2019022019402585	17764	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	12431153_2190_mp
12545841_2023-11-06	N2000_Duinen_fieldapp	IV2023110621345656	NA	19667	2130_hd	1	70	70% 2130_hd; 30% 2170	1	1	1	2	100	2130_hd	12545841
12545841_2023-11-06	N2000_Duinen_fieldapp	IV2023110621345656	NA	19667	2170	1	30	70% 2130_hd; 30% 2170	1	1	1	2	100	2170	12545841
12545841_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019022017120928	IV2019022017090395	17794	2160	1	60	60% 2160; 40% 2170	1	1	1	2	100	2160	12545841_2170
12545841_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019022017120928	IV2019022017090395	17794	2170	1	40	60% 2160; 40% 2170	1	1	1	2	100	2170	12545841_2170
1264241_2024-08-07	N2000_Duinen_fieldapp	IV2024082122132473	NA	19942	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	1264241
12644145_2023-10-31	N2000_Duinen_fieldapp	IV2023110621344900	NA	19661	2170	1	100	100% 2170	1	1	1	1	100	2170	12644145
12644145_2170_2018-08-24	N2000meetnet_Duinen_BHM	IV2019021816515851	IV2019021816464213	17767	2170	1	100	100% 2170	1	1	1	1	100	2170	12644145_2170
126769_2024-08-23	N2000_Duinen_fieldapp	IV2024082622132273	NA	19958	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	126769
1276081_2020-08-21	N2000meetnet_Duinen_BHM	IV2021031016231178	IV2021031016210081	18495	2130	0	100	100% 2130	0	1	0	0	0	2130_had	1276081
1276081_2020-08-21	N2000meetnet_Duinen_BHM	IV2021031016231178	IV2021031016210081	18495	2130	0	100	100% 2130	0	1	0	0	0	2130_hd	1276081
1298609_2020-09-01	N2000meetnet_Duinen_BHM	IV2021020911210746	IV2021020911184688	18506	2180	1	100	100% 2180	1	1	1	1	100	2180	1298609
1303729_2022-08-30	N2000_Duinen_fieldapp	IV2023010321145173	NA	19234	2180	1	100	100% 2180	1	1	1	1	100	2180	1303729
1306417_2024-08-02	N2000_Duinen_fieldapp	IV2024082122132586	NA	19937	2170	1	100	100% 2170	1	1	1	1	100	2170	1306417
13070129_2024-07-04	N2000_Duinen_fieldapp	IV2024070821532631	NA	19908	2130_hd	1	30	70% gh; 30% 2130_hd	1	1	1	1	30	2130_hd	13070129
13070129_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019022017234989	IV2019022017210446	17794	2170	1	100	100% 2170	1	1	1	1	100	2170	13070129_2170
130865_2021-08-10	N2000meetnet_Duinen_BHM	IV2022031620295649	IV2022031620244735	18849	2160	1	100	100% 2160	1	1	1	1	100	2160	130865
1322293_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721094272	IV2022092721073439	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	1322293
1354545_2023-08-18	N2000_Duinen_fieldapp	IV2023090510343692	NA	19587	2170	1	100	100% 2170	1	1	1	1	100	2170	1354545
13561649_2170_2018-08-24	N2000meetnet_Duinen_BHM	IV2019021813445547	IV2019021813401634	17767	2170	1	100	100% 2170	1	1	1	1	100	2170	13561649_2170
13594417_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019021809593611	IV2019021809512830	17794	2170	1	100	100% 2170	1	1	1	1	100	2170	13594417_2170
136885_2021-08-09	N2000meetnet_Duinen_BHM	IV2022030213233916	IV2022030213183192	18848	2120	1	100	100% 2120	1	1	1	1	100	2120	136885
1371953_2020-07-15	N2000meetnet_Duinen_BHM	IV2021011412380930	IV2021011411563611	18458	2190	0	80	80% 2190	0	1	0	0	0	2190_mp	1371953
137393_2160_2020-08-19	N2000meetnet_Duinen_BHM	IV2020120211422533	IV2020120210211261	18493	2160	1	100	100% 2160	1	1	1	1	100	2160	137393_2160
1375541_2020-07-01	N2000meetnet_Duinen_BHM	IV2021011114203839	IV2021011114133629	18444	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	1375541
13823793_2170_2018-09-18	N2000meetnet_Duinen_BHM	IV2019021816195603	IV2019021816153672	17792	2170	1	100	100% 2170	1	1	1	1	100	2170	13823793_2170
13889329_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019022013161788	IV2019022013124861	17794	2170	1	100	100% 2170	1	1	1	1	100	2170	13889329_2170
1391925_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721073759	IV2022092721054491	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	1391925
1418417_2022-08-11	N2000_Duinen_fieldapp	IV2023010321143202	NA	19215	2180	1	100	100% 2180	1	1	1	1	100	2180	1418417
1421105_2020-07-15	N2000meetnet_Duinen_BHM	IV2021011414113050	IV2021011414082974	18458	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1421105
143153_2020-07-29	N2000meetnet_Duinen_BHM	IV2021012513551835	IV2021012513463321	18472	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	143153
1434801_2022-08-30	N2000_Duinen_fieldapp	IV2023010321143943	NA	19234	2180	1	100	100% 2180	1	1	1	1	100	2180	1434801
143797_2020-07-09	N2000meetnet_Duinen_BHM	IV2021011312154589	IV2021011312123392	18452	2120	1	100	100% 2120	1	1	1	1	100	2120	143797
1462325_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721074657	IV2022092721053652	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	1462325
1484977_2022-09-02	N2000_Duinen_fieldapp	IV2023010321142600	NA	19237	2180	1	100	100% 2180	1	1	1	1	100	2180	1484977
1506613_2022-08-04	N2000meetnet_Duinen_BHM	IV2022092721074543	IV2022092721054248	19208	2180	1	100	100% 2180	1	1	1	1	100	2180	1506613
152753_2022-09-06	N2000_Duinen_fieldapp	IV2023010321144893	NA	19241	2160	1	100	100% 2160	1	1	1	1	100	2160	152753
1550513_2022-09-08	N2000_Duinen_fieldapp	IV2023010321144453	NA	19243	2180	1	100	100% 2180	1	1	1	1	100	2180	1550513
1565873_2022-08-31	N2000_Duinen_fieldapp	IV2023010321145474	NA	19235	2180	1	100	100% 2180	1	1	1	1	100	2180	1565873
1566897_2022-09-02	N2000_Duinen_fieldapp	IV2023010321144390	NA	19237	2180	1	100	100% 2180	1	1	1	1	100	2180	1566897
159537_2021-08-09	N2000meetnet_Duinen_BHM	IV2022031619525464	IV2022031619475662	18848	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	159537
1630385_2022-09-30	N2000meetnet_Duinen_BHM	IV2022101501181245	IV2022093016593511	19265	2180	1	100	100% 2180	1	1	1	1	100	2180	1630385
163633_2023-08-31	N2000_Duinen_fieldapp	IV2023090510342363	NA	19600	2120	1	100	100% 2120	1	1	1	1	100	2120	163633
1660081_2020-09-02	N2000meetnet_Duinen_BHM	IV2021012918061488	IV2021012918041681	18507	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1660081
1670453_2022-08-04	N2000meetnet_Duinen_BHM	IV2022092721073635	IV2022092721054382	19208	2180	1	100	100% 2180	1	1	1	1	100	2180	1670453
1676465_1_2021-09-16	N2000_Duinen_fieldapp	IV2021091710581912	NA	18886	2170	1	100	100% 2170	1	1	1	1	100	2170	1676465_1
16772913_2024-08-21	N2000_Duinen_fieldapp	IV2024082122133333	NA	19956	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	16772913
16772913_2190_mp_2018-08-20	N2000meetnet_Duinen_BHM	IV2019022112243061	IV2019022112142789	17763	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	16772913_2190_mp
1680561_2022-08-11	N2000_Duinen_fieldapp	IV2023010321143662	NA	19215	2180	1	100	100% 2180	1	1	1	1	100	2180	1680561
169137_2021-08-24	N2000meetnet_Duinen_BHM	IV2022051221392184	IV2022051221331057	18863	2160	1	100	100% 2160	1	1	1	1	100	2160	169137
169137_2024-07-03	N2000_Duinen_fieldapp	IV2024070821532853	NA	19907	2130_hd	1	90	90% 2130_hd; 10% 2160	1	1	1	2	100	2130_hd	169137
169137_2024-07-03	N2000_Duinen_fieldapp	IV2024070821532853	NA	19907	2160	1	10	90% 2130_hd; 10% 2160	1	1	1	2	100	2160	169137
1696945_2022-08-30	N2000_Duinen_fieldapp	IV2023010321145220	NA	19234	2180	1	100	100% 2180	1	1	1	1	100	2180	1696945
1700017_2024-08-08	N2000_Duinen_fieldapp	IV2024082122133521	NA	19943	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	1700017
1710001_2020-08-24	N2000meetnet_Duinen_BHM	IV2021020816253345	IV2021020816225981	18498	2160	1	100	100% 2160	1	1	1	1	100	2160	1710001
1748785_2024-08-22	N2000_Duinen_fieldapp	IV2024082622132513	NA	19957	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1748785
174897_2020-07-28	N2000meetnet_Duinen_BHM	IV2021011914253938	IV2021011914214175	18471	2120	1	100	100% 2120	1	1	1	1	100	2120	174897
175921_2020-08-13	N2000meetnet_Duinen_BHM	IV2021012815174568	IV2021012815152551	18487	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	175921
1792053_2022-08-04	N2000meetnet_Duinen_BHM	IV2022092721074006	IV2022092721054068	19208	2160	1	100	100% 2160	1	1	1	1	100	2160	1792053
1797937_2024-08-02	N2000_Duinen_fieldapp	IV2024082122133768	NA	19937	2170	1	100	100% 2170	1	1	1	1	100	2170	1797937
180017_2020-07-30	N2000meetnet_Duinen_BHM	IV2021021220114269	IV2021021220084770	18473	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	180017
1812657_2022-09-08	N2000_Duinen_fieldapp	IV2023010321150183	NA	19243	2180	1	100	100% 2180	1	1	1	1	100	2180	1812657
1830705_2020-08-17	N2000meetnet_Duinen_BHM	IV2021030416074050	IV2021030416045344	18491	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1830705
188593_2021-08-04	N2000meetnet_Duinen_BHM	IV2022022818522286	IV2022022818481202	18843	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	188593
1892529_2022-09-30	N2000meetnet_Duinen_BHM	IV2022093017003811	IV2022093016593283	19265	2180	1	100	100% 2180	1	1	1	1	100	2180	1892529
1896241_2021-08-13	N2000meetnet_Duinen_BHM	IV2022032114004370	IV2022032113550270	18852	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1896241
1898673_2024-08-23	N2000_Duinen_fieldapp	IV2024082622132455	NA	19958	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1898673
1922225_2024-09-04	N2000_Duinen_fieldapp	IV2024091815482673	NA	19970	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	1922225
192305_2021-08-03	N2000meetnet_Duinen_BHM	IV2022031611594417	IV2022031611480796	18842	2160	1	100	100% 2160	1	1	1	1	100	2160	192305
192625_2020-07-14	N2000meetnet_Duinen_BHM	IV2021011321561657	IV2021011321523331	18457	2120	1	100	100% 2120	1	1	1	1	100	2120	192625
1938609_2021-08-27	N2000meetnet_Duinen_BHM	IV2022051311213579	IV2022051311180812	18866	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	1938609
1945393_2020-07-15	N2000meetnet_Duinen_BHM	IV2021011415190633	IV2021011415163965	18458	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1945393
1953969_2022-09-30	N2000meetnet_Duinen_BHM	IV2022093017003798	IV2022093016593450	19265	2180	1	100	100% 2180	1	1	1	1	100	2180	1953969
196021_2020-07-09	N2000meetnet_Duinen_BHM	IV2021011314105671	IV2021011313511379	18452	2120	1	100	100% 2120	1	1	1	1	100	2120	196021
1986613_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721074597	IV2022092721053236	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	1986613
1992497_2024-08-05	N2000_Duinen_fieldapp	IV2024082122133256	NA	19940	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	1992497
2003969_2022-08-01	N2000meetnet_Duinen_BHM	IV2022092721094103	IV2022092721073360	19205	2180	1	100	100% 2180	1	1	1	1	100	2180	2003969
2003969_2023-06-06	N2000_Duinen_fieldapp	IV2023090510341181	NA	19514	2180	1	100	100% 2180	1	1	1	1	100	2180	2003969
20081_2023-08-08	N2000_Duinen_fieldapp	IV2023090510341663	NA	19577	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	20081
2027313_2020-08-17	N2000meetnet_Duinen_BHM	IV2021030415431720	IV2021030415412295	18491	2130	0	100	100% 2130	0	1	0	0	0	2130_had	2027313
2027313_2020-08-17	N2000meetnet_Duinen_BHM	IV2021030415431720	IV2021030415412295	18491	2130	0	100	100% 2130	0	1	0	0	0	2130_hd	2027313
2057585_2020-07-20	N2000meetnet_Duinen_BHM	IV2021011511595068	IV2021011511574673	18463	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	2057585
2085041_2024-08-08	N2000_Duinen_fieldapp	IV2024082122132960	NA	19943	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	2085041
2090161_2022-08-30	N2000_Duinen_fieldapp	IV2023010321145991	NA	19234	2180	1	100	100% 2180	1	1	1	1	100	2180	2090161
2108725_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721094321	IV2022092721073659	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	2108725
2135217_2024-09-03	N2000_Duinen_fieldapp	IV2024090407102547	NA	19969	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	2135217
2139313_2022-08-30	N2000_Duinen_fieldapp	IV2023010321145091	NA	19234	2180	1	100	100% 2180	1	1	1	1	100	2180	2139313
2145589_2022-08-04	N2000meetnet_Duinen_BHM	IV2022092721074131	IV2022092721054044	19208	2180	1	100	100% 2180	1	1	1	1	100	2180	2145589
2151425_2022-08-01	N2000meetnet_Duinen_BHM	IV2022092721093900	IV2022092721073344	19205	2180	1	100	100% 2180	1	1	1	1	100	2180	2151425
2161_2020-07-10	N2000meetnet_Duinen_BHM	IV2021011320162379	IV2021011320130918	18453	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	2161
2178357_2022-08-02	N2000meetnet_Duinen_BHM	IV2022092721074393	IV2022092721053763	19206	2180	1	100	100% 2180	1	1	1	1	100	2180	2178357
2178865_2020-08-24	N2000meetnet_Duinen_BHM	IV2021020910185430	IV2021020910155441	18498	2160	1	100	100% 2160	1	1	1	1	100	2160	2178865
2205109_2022-08-01	N2000meetnet_Duinen_BHM	IV2022092721104462	IV2022092721093754	19205	2180	1	100	100% 2180	1	1	1	1	100	2180	2205109
2207537_2022-09-27	N2000meetnet_Duinen_BHM	IV2022092720553570	IV2022092720533546	19262	2180	1	100	100% 2180	1	1	1	1	100	2180	2207537
2221233_2022-08-11	N2000_Duinen_fieldapp	IV2023010321143811	NA	19215	2180	1	100	100% 2180	1	1	1	1	100	2180	2221233
228977_2020-07-23	N2000meetnet_Duinen_BHM	IV2021011523051835	IV2021011523012885	18466	2160	1	100	100% 2160	1	1	1	1	100	2160	228977
2314293_2023-08-25	N2000_Duinen_fieldapp	IV2023090510341228	NA	19594	2180	1	100	100% 2180	1	1	1	1	100	2180	2314293
23221_2020-07-03	N2000meetnet_Duinen_BHM	IV2021011211591816	IV2021011211541635	18446	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	23221
2352305_2023-08-21	N2000_Duinen_fieldapp	IV2023090510340108	NA	19590	2180	1	100	100% 2180	1	1	1	1	100	2180	2352305
2358709_2023-09-04	N2000_Duinen_fieldapp	IV2023090510335850	NA	19604	2180	1	100	100% 2180	1	1	1	1	100	2180	2358709
2390193_2020-08-24	N2000meetnet_Duinen_BHM	IV2021020816390743	IV2021020816370382	18498	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	2390193
2401457_2023-08-21	N2000_Duinen_fieldapp	IV2023090510341018	NA	19590	2180	1	100	100% 2180	1	1	1	1	100	2180	2401457
240433_2180_2020-09-16	N2000meetnet_Duinen_BHM	IV2020122315100049	IV2020122314440629	18521	2180	1	100	100% 2180	1	1	1	1	100	2180	240433_2180
2420529_2020-07-15	N2000meetnet_Duinen_BHM	IV2021011413414322	IV2021011413392661	18458	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	2420529
2430129_2024-09-17	N2000_Duinen_fieldapp	IV2024091815482907	NA	19983	2170	1	100	100% 2170	1	1	1	1	100	2170	2430129
2456885_1_2023-08-25	N2000_Duinen_fieldapp	IV2023090510342981	NA	19594	2180	1	100	100% 2180	1	1	1	1	100	2180	2456885_1
2466993_2023-08-21	N2000_Duinen_fieldapp	IV2023090510343777	NA	19590	2180	1	100	100% 2180	1	1	1	1	100	2180	2466993
255153_2180_2020-09-21	N2000meetnet_Duinen_BHM	IV2020113016571783	IV2020113016470340	18526	2180	1	100	100% 2180	1	1	1	1	100	2180	255153_2180
256177_2022-09-07	N2000_Duinen_fieldapp	IV2023010321144081	NA	19242	2180	1	100	100% 2180	1	1	1	1	100	2180	256177
25777_2021-08-24	N2000meetnet_Duinen_BHM	IV2022051121463601	IV2022051121423253	18863	2120	1	100	100% 2120	1	1	1	1	100	2120	25777
2593969_2020-08-27	N2000meetnet_Duinen_BHM	IV2021020812040795	IV2021020812015021	18501	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	2593969
259889_2021-08-06	N2000meetnet_Duinen_BHM	IV2022031616040407	IV2022031615394807	18845	2120	1	100	100% 2120	1	1	1	1	100	2120	259889
268341_2180_2020-09-14	N2000meetnet_Duinen_BHM	IV2020120410471019	IV2020120410244162	18519	2180	1	100	100% 2180	1	1	1	1	100	2180	268341_2180
273717_2180_2020-09-07	N2000meetnet_Duinen_BHM	IV2020120215103764	IV2020120215071324	18512	2180	1	100	100% 2180	1	1	1	1	100	2180	273717_2180
2741_2021-08-09	N2000meetnet_Duinen_BHM	IV2022030210245061	IV2022030210174364	18848	2120	1	100	100% 2120	1	1	1	1	100	2120	2741
2780977_2020-07-29	N2000meetnet_Duinen_BHM	IV2021020122134201	IV2021020122084267	18472	2170	1	100	100% 2170	1	1	1	1	100	2170	2780977
293041_2020-08-24	N2000meetnet_Duinen_BHM	IV2021020816583704	IV2021020816560097	18498	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	293041
2987185_2021-08-27	N2000meetnet_Duinen_BHM	IV2022051310440081	IV2022051310401715	18866	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	2987185
2993969_2021-08-13	N2000meetnet_Duinen_BHM	IV2022032112422059	IV2022032112371561	18852	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	2993969
3026229_2020-07-02	N2000meetnet_Duinen_BHM	IV2021011210164709	IV2021011210111773	18445	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	3026229
3036337_2020-09-02	N2000meetnet_Duinen_BHM	IV2021012912164517	IV2021012912113932	18507	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	3036337
304305_2021-08-26	N2000meetnet_Duinen_BHM	IV2022051310132901	IV2022051310093946	18865	2160	1	100	100% 2160	1	1	1	1	100	2160	304305
3043121_2020-07-29	N2000meetnet_Duinen_BHM	IV2021020122272226	IV2021020122244119	18472	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	3043121
305329_2021-08-26	N2000meetnet_Duinen_BHM	IV2022051309502084	IV2022051309464011	18865	2120	1	100	100% 2120	1	1	1	1	100	2120	305329
3069105_1_2021-07-20	N2000_Duinen_fieldapp	IV2021091710581586	NA	18828	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	3069105_1
3141425_2020-07-08	N2000meetnet_Duinen_BHM	IV2021011309304029	IV2021011309283422	18451	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	3141425
3168949_2020-07-03	N2000meetnet_Duinen_BHM	IV2021011213354985	IV2021011213305234	18446	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	3168949
319665_2021-08-04	N2000meetnet_Duinen_BHM	IV2022031614215349	IV2022031614182104	18843	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	319665
32053_2020-07-06	N2000meetnet_Duinen_BHM	IV2021011216244401	IV2021011216211239	18449	2160	1	100	100% 2160	1	1	1	1	100	2160	32053
326965_2020-07-01	N2000meetnet_Duinen_BHM	IV2021011113420517	IV2021011113353756	18444	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	326965
329841_2021-08-10	N2000meetnet_Duinen_BHM	IV2022042710353128	IV2022042710222638	18849	2160	1	100	100% 2160	1	1	1	1	100	2160	329841
337073_2021-08-26	N2000meetnet_Duinen_BHM	IV2022051310304406	IV2022051310245008	18865	2160	1	100	100% 2160	1	1	1	1	100	2160	337073
338033_2021-08-02	N2000meetnet_Duinen_BHM	IV2022031609232606	IV2022031609191480	18841	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	338033
339505_2021-08-16	N2000meetnet_Duinen_BHM	IV2022042911232605	IV2022042911172217	18855	2120	1	100	100% 2120	1	1	1	1	100	2120	339505
3403569_2020-07-30	N2000meetnet_Duinen_BHM	IV2021021616150916	IV2021021616114876	18473	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	3403569
3495089_1_2021-09-03	N2000_Duinen_fieldapp	IV2021091710581298	NA	18873	2170	1	100	100% 2170	1	1	1	1	100	2170	3495089_1
3550769_2021-08-18	N2000meetnet_Duinen_BHM	IV2022051014161036	IV2022051014092363	18857	2170	1	100	100% 2170	1	1	1	1	100	2170	3550769
358577_2020-08-21	N2000meetnet_Duinen_BHM	IV2021030414080835	IV2021030414004295	18495	2130	0	100	100% 2130	0	1	0	0	0	2130_had	358577
358577_2020-08-21	N2000meetnet_Duinen_BHM	IV2021030414080835	IV2021030414004295	18495	2130	0	100	100% 2130	0	1	0	0	0	2130_hd	358577
3587889_2020-07-30	N2000meetnet_Duinen_BHM	IV2021021616014407	IV2021021615585106	18473	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	3587889
3600177_2020-08-13	N2000meetnet_Duinen_BHM	IV2021012814220819	IV2021012814205997	18487	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	3600177
360241_2021-08-16	N2000meetnet_Duinen_BHM	IV2022042816375226	IV2022042816324163	18855	2120	1	100	100% 2120	1	1	1	1	100	2120	360241
363313_2023-08-18	N2000_Duinen_fieldapp	IV2023090510342143	NA	19587	2120	1	100	100% 2120	1	1	1	1	100	2120	363313
3637_2020-09-01	N2000meetnet_Duinen_BHM	IV2021020911020461	IV2021020911000800	18506	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	3637
3642545_2020-08-27	N2000meetnet_Duinen_BHM	IV2021020812520105	IV2021020812481017	18501	2170	1	100	100% 2170	1	1	1	1	100	2170	3642545
365745_2022-10-14	N2000_Duinen_fieldapp	IV2023010321143789	NA	19279	2160	1	100	100% 2160	1	1	1	1	100	2160	365745
3665713_2020-07-30	N2000meetnet_Duinen_BHM	IV2021021219574997	IV2021021219501413	18473	2160	1	100	100% 2160	1	1	1	1	100	2160	3665713
369841_2022-08-12	N2000_Duinen_fieldapp	IV2023010321143434	NA	19216	2180	1	100	100% 2180	1	1	1	1	100	2180	369841
370101_2021-08-10	N2000meetnet_Duinen_BHM	IV2022030320395951	IV2022030320363678	18849	2160	1	100	100% 2160	1	1	1	1	100	2160	370101
371505_2020-07-28	N2000meetnet_Duinen_BHM	IV2021011911441348	IV2021011911345110	18471	2120	1	100	100% 2120	1	1	1	1	100	2120	371505
3740849_1_2021-09-09	N2000_Duinen_fieldapp	IV2021091710580945	NA	18879	2170	1	100	100% 2170	1	1	1	1	100	2170	3740849_1
37889_2024-08-19	N2000_Duinen_fieldapp	IV2024082122132216	NA	19954	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	37889
3796785_2020-07-08	N2000meetnet_Duinen_BHM	IV2021011310410273	IV2021011310273149	18451	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	3796785
380529_2020-07-20	N2000meetnet_Duinen_BHM	IV2021011512133850	IV2021011512105237	18463	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	380529
3807153_2120_2020-08-24	N2000meetnet_Duinen_BHM	IV2020120213552765	IV2020120213531385	18498	2120	1	100	100% 2120	1	1	1	1	100	2120	3807153_2120
3812913_2021-08-18	N2000meetnet_Duinen_BHM	IV2022051016511978	IV2022051016460269	18857	2170	1	100	100% 2170	1	1	1	1	100	2170	3812913
385201_2020-07-16	N2000meetnet_Duinen_BHM	IV2021011417592603	IV2021011417560923	18459	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	385201
388405_2020-07-02	N2000meetnet_Duinen_BHM	IV2021011122484812	IV2021011122432466	18445	2160	1	100	100% 2160	1	1	1	1	100	2160	388405
388913_2021-08-03	N2000meetnet_Duinen_BHM	IV2022022623030182	IV2022022622544515	18842	2120	1	100	100% 2120	1	1	1	1	100	2120	388913
395957_2120_2020-09-29	N2000meetnet_Duinen_BHM	IV2020122317102738	IV2020122317032853	18534	2120	1	100	100% 2120	1	1	1	1	100	2120	395957_2120
3963057_2020-08-21	N2000meetnet_Duinen_BHM	IV2021012116502705	IV2021012116471966	18495	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	3963057
396597_2020-07-06	N2000meetnet_Duinen_BHM	IV2021011308582384	IV2021011216341755	18449	2120	1	100	100% 2120	1	1	1	1	100	2120	396597
399281_2021-08-23	N2000meetnet_Duinen_BHM	IV2022051115283439	IV2022051115250806	18862	2120	1	100	100% 2120	1	1	1	1	100	2120	399281
4013365_2021-08-12	N2000meetnet_Duinen_BHM	IV2022042809370928	IV2022042809325082	18851	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	4013365
402609_2021-08-24	N2000meetnet_Duinen_BHM	IV2022051221522888	IV2022051221495105	18863	2160	1	100	100% 2160	1	1	1	1	100	2160	402609
405041_2021-08-20	N2000meetnet_Duinen_BHM	IV2022051114342732	IV2022051114301465	18859	2160	1	100	100% 2160	1	1	1	1	100	2160	405041
413749_2180_2020-09-09	N2000meetnet_Duinen_BHM	IV2020120215384647	IV2020120215370449	18514	2180	1	100	100% 2180	1	1	1	1	100	2180	413749_2180
414897_1_2021-07-26	N2000_Duinen_fieldapp	IV2021091710581356	NA	18834	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	414897_1
415921_2021-08-25	N2000meetnet_Duinen_BHM	IV2022051309203778	IV2022051309175981	18864	2160	1	100	100% 2160	1	1	1	1	100	2160	415921
425269_2020-07-07	N2000meetnet_Duinen_BHM	IV2021011309183055	IV2021011309125223	18450	2120	1	100	100% 2120	1	1	1	1	100	2120	425269
4255537_2020-08-13	N2000meetnet_Duinen_BHM	IV2021012814423067	IV2021012814405758	18487	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	4255537
431281_2021-08-24	N2000meetnet_Duinen_BHM	IV2022051121553852	IV2022051121522097	18863	2120	1	100	100% 2120	1	1	1	1	100	2120	431281
435377_2023-08-21	N2000_Duinen_fieldapp	IV2023090510341997	NA	19590	2180	1	100	100% 2180	1	1	1	1	100	2180	435377
435377_2024-09-12	N2000_Duinen_fieldapp	IV2024091815482492	NA	19978	2160	1	100	100% 2160	1	1	1	1	100	2160	435377
