ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype	link_mhq
213942_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920553614	IV2022111920542858	19278	2310	1	100	100% 2310	1	1	1	1	100	2310	213942
21430_2014-09-09	anb	21430_2014-09-09	21430_2014-09-09	16322	4030	1	NA	NA	1	1	1	1	NA	4030	21430
21430_2022-10-07	N2000meetnet_Heide_BHM_2022	IV2022111920553325	IV2022111920542734	19272	4030	1	100	100% 4030	1	1	1	1	100	4030	21430
216018_2018-08-02	anb	216018_2018-08-02	216018_2018-08-02	17745	4010	1	NA	NA	1	1	1	1	NA	4010	216018
216018_2024-06-21	anb	216018_2024-06-21	216018_2024-06-21	19895	4010	1	NA	NA	1	1	1	1	NA	4010	216018
216786_2018-07-30	anb	216786_2018-07-30	216786_2018-07-30	17742	2310	1	NA	NA	1	1	1	1	NA	2310	216786
217014_2018-08-07	anb	217014_2018-08-07	217014_2018-08-07	17750	4030	1	NA	NA	1	1	1	1	NA	4030	217014
21714_2014-09-19	anb	21714_2014-09-19	21714_2014-09-19	16332	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	21714
21714_2022-09-09	N2000meetnet_Heide_BHM_2022	IV2022090915345718	IV2022090915315574	19244	2330_bu	1	100	100% 2330_bu	1	1	1	1	100	2330_bu	21714
218322_2014-09-19	anb	218322_2014-09-19	218322_2014-09-19	16332	4030	1	NA	NA	1	1	1	1	NA	4030	218322
218322_2019-08-23	N2000meetnet_Heide_BHM	IV2020012911103720	IV2020012911031651	18131	4030	1	100	100% 4030	1	1	1	1	100	4030	218322
219446_2018-09-14	anb	219446_2018-09-14	219446_2018-09-14	17788	4030	1	NA	NA	1	1	1	1	NA	4030	219446
222194_2017-07-14	anb	222194_2017-07-14	222194_2017-07-14	17361	4030	1	NA	NA	1	1	1	1	NA	4030	222194
222418_2023-07-06	anb	222418_2023-07-06	222418_2023-07-06	19544	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	222418
224850_2017-07-25	anb	224850_2017-07-25	224850_2017-07-25	17372	4030	1	NA	NA	1	1	1	1	NA	4030	224850
224850_2024-07-02	anb	224850_2024-07-02	224850_2024-07-02	19906	4030	1	NA	NA	1	1	1	1	NA	4030	224850
225334_2024-06-24	anb	225334_2024-06-24	225334_2024-06-24	19898	2310	1	NA	NA	1	1	1	1	NA	2310	225334
225910_2014-09-23	anb	225910_2014-09-23	225910_2014-09-23	16336	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	225910
225910_2022-09-09	N2000meetnet_Heide_BHM_2022	IV2022091211103221	IV2022090915315841	19244	2330_bu	1	100	100% 2330_bu	1	1	1	1	100	2330_bu	225910
226014_2019-06-24	anb	226014_2019-06-24	226014_2019-06-24	18071	4030	1	NA	NA	1	1	1	1	NA	4030	226014
226230_2014-09-08	anb	226230_2014-09-08	226230_2014-09-08	16321	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	226230
226606_2018-09-24	anb	226606_2018-09-24	226606_2018-09-24	17798	4030	1	NA	NA	1	1	1	1	NA	4030	226606
229074_2018-08-01	anb	229074_2018-08-01	229074_2018-08-01	17744	4010	1	NA	NA	1	1	1	1	NA	4010	229074
229362_2022-09-28	anb	229362_2022-09-28	229362_2022-09-28	19263	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	229362
230110_2018-08-14	anb	230110_2018-08-14	230110_2018-08-14	17757	4010	1	NA	NA	1	1	1	1	NA	4010	230110
233398_2018-08-08	anb	233398_2018-08-08	233398_2018-08-08	17751	4010	1	NA	NA	1	1	1	1	NA	4010	233398
234974_2018-09-21	anb	234974_2018-09-21	234974_2018-09-21	17795	4030	1	NA	NA	1	1	1	1	NA	4030	234974
23538_2014-08-25	anb	23538_2014-08-25	23538_2014-08-25	16307	4010	1	NA	NA	1	1	1	1	NA	4010	23538
23538_2022-09-01	anb	23538_2022-09-01	23538_2022-09-01	19236	4010	1	NA	NA	1	1	1	1	NA	4010	23538
236370_2014-08-27	anb	236370_2014-08-27	236370_2014-08-27	16309	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	236370
236370_2022-09-02	anb	236370_2022-09-02	236370_2022-09-02	19237	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	236370
236530_2017-07-03	anb	236530_2017-07-03	236530_2017-07-03	17350	4010	1	NA	NA	1	1	1	1	NA	4010	236530
236530_2024-07-04	anb	236530_2024-07-04	236530_2024-07-04	19908	4010	1	NA	NA	1	1	1	1	NA	4010	236530
236754_2018-07-31	anb	236754_2018-07-31	236754_2018-07-31	17743	2310	1	NA	NA	1	1	1	1	NA	2310	236754
23762_2014-09-11	anb	23762_2014-09-11	23762_2014-09-11	16324	2310	1	NA	NA	1	1	1	1	NA	2310	23762
23762_2022-09-07	anb	23762_2022-09-07	23762_2022-09-07	19242	4030	1	NA	NA	1	1	1	1	NA	4030	23762
238578_2022-09-28	anb	238578_2022-09-28	238578_2022-09-28	19263	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	238578
239838_2017-09-07	anb	239838_2017-09-07	239838_2017-09-07	17416	4030	1	NA	NA	1	1	1	1	NA	4030	239838
240466_2017-07-10	anb	240466_2017-07-10	240466_2017-07-10	17357	2310	1	NA	NA	1	1	1	1	NA	2310	240466
240466_2024-07-01	anb	240466_2024-07-01	240466_2024-07-01	19905	2310	1	NA	NA	1	1	1	1	NA	2310	240466
241234_2017-07-25	anb	241234_2017-07-25	241234_2017-07-25	17372	4030	1	NA	NA	1	1	1	1	NA	4030	241234
241650_2017-07-26	anb	241650_2017-07-26	241650_2017-07-26	17373	4030	1	NA	NA	1	1	1	1	NA	4030	241650
242398_2017-08-21	anb	242398_2017-08-21	242398_2017-08-21	17399	2310	1	NA	NA	1	1	1	1	NA	2310	242398
242398_2024-06-20	anb	242398_2024-06-20	242398_2024-06-20	19894	2310	1	NA	NA	1	1	1	1	NA	2310	242398
243698_2017-07-04	anb	243698_2017-07-04	243698_2017-07-04	17351	4010	1	NA	NA	1	1	1	1	NA	4010	243698
243698_2024-07-04	anb	243698_2024-07-04	243698_2024-07-04	19908	4010	1	NA	NA	1	1	1	1	NA	4010	243698
245458_2018-08-01	anb	245458_2018-08-01	245458_2018-08-01	17744	2310	1	NA	NA	1	1	1	1	NA	2310	245458
251090_2018-09-11	anb	251090_2018-09-11	251090_2018-09-11	17785	4010	1	NA	NA	1	1	1	1	NA	4010	251090
255350_2023-08-28	anb	255350_2023-08-28	255350_2023-08-28	19597	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	255350
256978_2018-08-06	anb	256978_2018-08-06	256978_2018-08-06	17749	2310	1	NA	NA	1	1	1	1	NA	2310	256978
258782_2018-08-13	anb	258782_2018-08-13	258782_2018-08-13	17756	2310	1	NA	NA	1	1	1	1	NA	2310	258782
25974_2023-08-28	anb	25974_2023-08-28	25974_2023-08-28	19597	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	25974
260306_2018-07-27	anb	260306_2018-07-27	260306_2018-07-27	17739	4030	1	NA	NA	1	1	1	1	NA	4030	260306
2610_2014-08-25	anb	2610_2014-08-25	2610_2014-08-25	16307	4030	1	NA	NA	1	1	1	1	NA	4030	2610
2610_2022-08-31	anb	2610_2022-08-31	2610_2022-08-31	19235	4030	1	NA	NA	1	1	1	1	NA	4030	2610
261854_2019-08-05	anb	261854_2019-08-05	261854_2019-08-05	18113	4010	1	NA	NA	1	1	1	1	NA	4010	261854
26322_2014-09-02	anb	26322_2014-09-02	26322_2014-09-02	16315	4030	1	NA	NA	1	1	1	1	NA	4030	26322
26322_2022-08-24	anb	26322_2022-08-24	26322_2022-08-24	19228	4030	1	NA	NA	1	1	1	1	NA	4030	26322
265170_2018-08-06	anb	265170_2018-08-06	265170_2018-08-06	17749	4010	1	NA	NA	1	1	1	1	NA	4010	265170
266294_2018-09-12	anb	266294_2018-09-12	266294_2018-09-12	17786	2310	1	NA	NA	1	1	1	1	NA	2310	266294
266834_2017-07-14	anb	266834_2017-07-14	266834_2017-07-14	17361	4030	1	NA	NA	1	1	1	1	NA	4030	266834
267190_2014-09-08	anb	267190_2014-09-08	267190_2014-09-08	16321	4030	1	NA	NA	1	1	1	1	NA	4030	267190
267190_2019-08-22	N2000meetnet_Heide_BHM	IV2020012911203928	IV2020012911201078	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	267190
267474_2018-08-01	anb	267474_2018-08-01	267474_2018-08-01	17744	4030	1	NA	NA	1	1	1	1	NA	4030	267474
269298_2017-07-04	anb	269298_2017-07-04	269298_2017-07-04	17351	4010	1	NA	NA	1	1	1	1	NA	4010	269298
269298_2024-07-04	anb	269298_2024-07-04	269298_2024-07-04	19908	4010	1	NA	NA	1	1	1	1	NA	4010	269298
27090_2015-06-01	anb	27090_2015-06-01	27090_2015-06-01	16587	2310	1	NA	NA	1	1	1	1	NA	2310	27090
27090_2023-09-07	anb	27090_2023-09-07	27090_2023-09-07	19607	4030	1	NA	NA	1	1	1	1	NA	4030	27090
272630_2023-08-30	anb	272630_2023-08-30	272630_2023-08-30	19599	4030	1	NA	NA	1	1	1	1	NA	4030	272630
272850_2018-08-02	anb	272850_2018-08-02	272850_2018-08-02	17745	4030	1	NA	NA	1	1	1	1	NA	4030	272850
274002_2022-09-29	anb	274002_2022-09-29	274002_2022-09-29	19264	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	274002
275382_2018-08-09	anb	275382_2018-08-09	275382_2018-08-09	17752	2310	1	NA	NA	1	1	1	1	NA	2310	275382
275830_2017-07-13	anb	275830_2017-07-13	275830_2017-07-13	17360	4030	1	NA	NA	1	1	1	1	NA	4030	275830
27602_2014-09-09	anb	27602_2014-09-09	27602_2014-09-09	16322	4030	1	NA	NA	1	1	1	1	NA	4030	27602
27602_2019-08-19	N2000meetnet_Heide_BHM	IV2020012410375812	IV2020012410231093	18127	4030	1	100	100% 4030	1	1	1	1	100	4030	27602
276438_2023-08-24	anb	276438_2023-08-24	276438_2023-08-24	19593	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	276438
277214_2018-08-20	anb	277214_2018-08-20	277214_2018-08-20	17763	4010	1	NA	NA	1	1	1	1	NA	4010	277214
279146_2024-06-20	anb	279146_2024-06-20	279146_2024-06-20	19894	2310	1	NA	NA	1	1	1	1	NA	2310	279146
279478_2014-09-03	anb	279478_2014-09-03	279478_2014-09-03	16316	4030	1	NA	NA	1	1	1	1	NA	4030	279478
279478_2019-08-22	N2000meetnet_Heide_BHM	IV2020012911342308	IV2020012911332597	18130	4010	1	100	100% 4010	1	1	1	1	100	4010	279478
28126_2016-10-11	anb	28126_2016-10-11	28126_2016-10-11	17085	4010	1	NA	NA	1	1	1	1	NA	4010	28126
28126_2023-06-28	anb	28126_2023-06-28	28126_2023-06-28	19536	4010	1	NA	NA	1	1	1	1	NA	4010	28126
281554_2018-08-02	anb	281554_2018-08-02	281554_2018-08-02	17745	2310	1	NA	NA	1	1	1	1	NA	2310	281554
282322_2017-07-28	anb	282322_2017-07-28	282322_2017-07-28	17375	4030	1	NA	NA	1	1	1	1	NA	4030	282322
282678_2018-09-12	anb	282678_2018-09-12	282678_2018-09-12	17786	2310	1	NA	NA	1	1	1	1	NA	2310	282678
28370_2014-08-28	anb	28370_2014-08-28	28370_2014-08-28	16310	2310	1	NA	NA	1	1	1	1	NA	2310	28370
28370_2022-08-30	anb	28370_2022-08-30	28370_2022-08-30	19234	4030	1	NA	NA	1	1	1	1	NA	4030	28370
285906_2018-07-31	anb	285906_2018-07-31	285906_2018-07-31	17743	2310	1	NA	NA	1	1	1	1	NA	2310	285906
28658_2014-08-21	anb	28658_2014-08-21	28658_2014-08-21	16303	4030	1	NA	NA	1	1	1	1	NA	4030	28658
28658_2022-08-31	anb	28658_2022-08-31	28658_2022-08-31	19235	4030	1	NA	NA	1	1	1	1	NA	4030	28658
287094_2024-07-10	anb	287094_2024-07-10	287094_2024-07-10	19914	2310	1	NA	NA	1	1	1	1	NA	2310	287094
289078_2018-09-14	anb	289078_2018-09-14	289078_2018-09-14	17788	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	289078
289234_2018-08-03	anb	289234_2018-08-03	289234_2018-08-03	17746	2310	1	NA	NA	1	1	1	1	NA	2310	289234
289746_2018-08-06	anb	289746_2018-08-06	289746_2018-08-06	17749	2310	1	NA	NA	1	1	1	1	NA	2310	289746
290870_2018-09-14	anb	290870_2018-09-14	290870_2018-09-14	17788	2310	1	NA	NA	1	1	1	1	NA	2310	290870
291550_2024-06-19	anb	291550_2024-06-19	291550_2024-06-19	19893	2310	1	NA	NA	1	1	1	1	NA	2310	291550
293598_2019-08-12	anb	293598_2019-08-12	293598_2019-08-12	18120	4010	1	NA	NA	1	1	1	1	NA	4010	293598
29406_2014-08-21	anb	29406_2014-08-21	29406_2014-08-21	16303	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	29406
29406_2022-09-14	anb	29406_2022-09-14	29406_2022-09-14	19249	2310	1	NA	NA	1	1	1	1	NA	2310	29406
294610_2018-07-30	anb	294610_2018-07-30	294610_2018-07-30	17742	2310	1	NA	NA	1	1	1	1	NA	2310	294610
295862_2014-09-03	anb	295862_2014-09-03	295862_2014-09-03	16316	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	295862
295862_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920553012	IV2022111920543091	19278	2330_bu	1	100	100% 2330_bu	1	1	1	1	100	2330_bu	295862
29622_2014-09-08	anb	29622_2014-09-08	29622_2014-09-08	16321	2310	1	NA	NA	1	1	1	1	NA	2310	29622
29622_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920552627	IV2022111920543357	19278	4030	1	100	100% 4030	1	1	1	1	100	4030	29622
29654_2023-08-24	anb	29654_2023-08-24	29654_2023-08-24	19593	4030	1	NA	NA	1	1	1	1	NA	4030	29654
296658_2018-08-08	anb	296658_2018-08-08	296658_2018-08-08	17751	4010	1	NA	NA	1	1	1	1	NA	4010	296658
297234_2017-07-06	anb	297234_2017-07-06	297234_2017-07-06	17353	2310	1	NA	NA	1	1	1	1	NA	2310	297234
297234_2024-06-19	anb	297234_2024-06-19	297234_2024-06-19	19893	2310	1	NA	NA	1	1	1	1	NA	2310	297234
299310_2023-08-23	anb	299310_2023-08-23	299310_2023-08-23	19592	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	299310
300242_2018-08-03	anb	300242_2018-08-03	300242_2018-08-03	17746	2310	1	NA	NA	1	1	1	1	NA	2310	300242
302290_2018-07-31	anb	302290_2018-07-31	302290_2018-07-31	17743	2310	1	NA	NA	1	1	1	1	NA	2310	302290
3026_2014-09-09	anb	3026_2014-09-09	3026_2014-09-09	16322	4030	1	NA	NA	1	1	1	1	NA	4030	3026
3026_2019-08-19	N2000meetnet_Heide_BHM	IV2020011711063610	IV2020011711012965	18127	4010	1	100	100% 4010	1	1	1	1	100	4010	3026
30290_2022-09-29	anb	30290_2022-09-29	30290_2022-09-29	19264	4030	1	NA	NA	1	1	1	1	NA	4030	30290
304338_2014-09-22	anb	304338_2014-09-22	304338_2014-09-22	16335	2310	1	NA	NA	1	1	1	1	NA	2310	304338
304338_2022-09-22	N2000meetnet_Heide_BHM_2022	IV2022100611453657	IV2022100611443213	19257	2310	1	100	100% 2310	1	1	1	1	100	2310	304338
304850_2017-07-27	anb	304850_2017-07-27	304850_2017-07-27	17374	4010	1	NA	NA	1	1	1	1	NA	4010	304850
304850_2024-07-05	anb	304850_2024-07-05	304850_2024-07-05	19909	4010	1	NA	NA	1	1	1	1	NA	4010	304850
306130_2014-09-10	anb	306130_2014-09-10	306130_2014-09-10	16323	2310	1	NA	NA	1	1	1	1	NA	2310	306130
306130_2022-09-16	anb	306130_2022-09-16	306130_2022-09-16	19251	2310	1	NA	NA	1	1	1	1	NA	2310	306130
310994_2018-08-01	anb	310994_2018-08-01	310994_2018-08-01	17744	2310	1	NA	NA	1	1	1	1	NA	2310	310994
315318_2018-09-11	anb	315318_2018-09-11	315318_2018-09-11	17785	2310	1	NA	NA	1	1	1	1	NA	2310	315318
316626_2018-08-08	anb	316626_2018-08-08	316626_2018-08-08	17751	4030	1	NA	NA	1	1	1	1	NA	4030	316626
317202_2018-07-24	anb	317202_2018-07-24	317202_2018-07-24	17736	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	317202
322002_2018-08-02	anb	322002_2018-08-02	322002_2018-08-02	17745	4010	1	NA	NA	1	1	1	1	NA	4010	322002
324318_2017-08-18	anb	324318_2017-08-18	324318_2017-08-18	17396	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	324318
324318_2024-06-24	anb	324318_2024-06-24	324318_2024-06-24	19898	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	324318
32466_2014-09-11	anb	32466_2014-09-11	32466_2014-09-11	16324	2310	1	NA	NA	1	1	1	1	NA	2310	32466
32466_2022-09-06	anb	32466_2022-09-06	32466_2022-09-06	19241	2310	1	NA	NA	1	1	1	1	NA	2310	32466
330194_2018-08-06	anb	330194_2018-08-06	330194_2018-08-06	17749	4010	1	NA	NA	1	1	1	1	NA	4010	330194
330706_2018-08-02	anb	330706_2018-08-02	330706_2018-08-02	17745	2310	1	NA	NA	1	1	1	1	NA	2310	330706
331702_2014-09-16	anb	331702_2014-09-16	331702_2014-09-16	16329	2310	1	NA	NA	1	1	1	1	NA	2310	331702
332726_2014-09-05	anb	332726_2014-09-05	332726_2014-09-05	16318	4030	1	NA	NA	1	1	1	1	NA	4030	332726
333010_2018-08-01	anb	333010_2018-08-01	333010_2018-08-01	17744	4030	1	NA	NA	1	1	1	1	NA	4030	333010
33502_2016-10-20	anb	33502_2016-10-20	33502_2016-10-20	17094	4030	1	NA	NA	1	1	1	1	NA	4030	33502
33502_2019-08-20	N2000meetnet_Heide_BHM	IV2020012411033347	IV2020012410572377	18128	4010	1	100	100% 4010	1	1	1	1	100	4010	33502
33718_2014-09-02	anb	33718_2014-09-02	33718_2014-09-02	16315	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	33718
33718_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920553174	IV2022111920543645	19278	2310	1	100	100% 2310	1	1	1	1	100	2310	33718
338386_2018-08-03	anb	338386_2018-08-03	338386_2018-08-03	17746	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	338386
338898_2018-08-07	anb	338898_2018-08-07	338898_2018-08-07	17750	4010	1	NA	NA	1	1	1	1	NA	4010	338898
340702_2017-08-21	anb	340702_2017-08-21	340702_2017-08-21	17399	2310	1	NA	NA	1	1	1	1	NA	2310	340702
342750_2019-08-09	anb	342750_2019-08-09	342750_2019-08-09	18117	4010	1	NA	NA	1	1	1	1	NA	4010	342750
344798_2019-08-01	anb	344798_2019-08-01	344798_2019-08-01	18109	4010	1	NA	NA	1	1	1	1	NA	4010	344798
345014_2017-08-30	anb	345014_2017-08-30	345014_2017-08-30	17408	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	345014
34514_2014-08-28	anb	34514_2014-08-28	34514_2014-08-28	16310	2310	1	NA	NA	1	1	1	1	NA	2310	34514
34514_2022-08-30	anb	34514_2022-08-30	34514_2022-08-30	19234	2310	1	NA	NA	1	1	1	1	NA	2310	34514
347090_2018-08-02	anb	347090_2018-08-02	347090_2018-08-02	17745	2310	1	NA	NA	1	1	1	1	NA	2310	347090
347858_2018-07-30	anb	347858_2018-07-30	347858_2018-07-30	17742	4010	1	NA	NA	1	1	1	1	NA	4010	347858
35090_2015-09-24	anb	35090_2015-09-24	35090_2015-09-24	16702	4010	1	NA	NA	1	1	1	1	NA	4010	35090
35090_2019-08-21	N2000meetnet_Heide_BHM	IV2020012411395835	IV2020012411390969	18129	4010	1	100	100% 4010	1	1	1	1	100	4010	35090
35090_2023-08-30	anb	35090_2023-08-30	35090_2023-08-30	19599	4010	1	NA	NA	1	1	1	1	NA	4010	35090
357086_2019-06-27	anb	357086_2019-06-27	357086_2019-06-27	18074	4010	1	NA	NA	1	1	1	1	NA	4010	357086
35794_2014-09-11	anb	35794_2014-09-11	35794_2014-09-11	16324	2310	1	NA	NA	1	1	1	1	NA	2310	35794
35794_2023-09-07	anb	35794_2023-09-07	35794_2023-09-07	19607	4030	1	NA	NA	1	1	1	1	NA	4030	35794
359134_2019-08-09	anb	359134_2019-08-09	359134_2019-08-09	18117	4010	1	NA	NA	1	1	1	1	NA	4010	359134
359574_2017-09-08	anb	359574_2017-09-08	359574_2017-09-08	17417	2310	1	NA	NA	1	1	1	1	NA	2310	359574
360146_2018-07-30	anb	360146_2018-07-30	360146_2018-07-30	17742	2310	1	NA	NA	1	1	1	1	NA	2310	360146
361398_2014-09-02	anb	361398_2014-09-02	361398_2014-09-02	16315	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	361398
361398_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920552525	IV2022111920543578	19278	2310	1	100	100% 2310	1	1	1	1	100	2310	361398
370386_2022-09-20	anb	370386_2022-09-20	370386_2022-09-20	19255	4030	1	NA	NA	1	1	1	1	NA	4030	370386
37330_2014-08-28	anb	37330_2014-08-28	37330_2014-08-28	16310	4030	1	NA	NA	1	1	1	1	NA	4030	37330
37330_2019-08-06	N2000meetnet_Heide_BHM	IV2020012412084444	IV2020012412015752	18114	4030	1	100	100% 4030	1	1	1	1	100	4030	37330
373470_2023-06-15	anb	373470_2023-06-15	373470_2023-06-15	19523	2310	1	NA	NA	1	1	1	1	NA	2310	373470
380638_2019-08-08	anb	380638_2019-08-08	380638_2019-08-08	18116	4010	1	NA	NA	1	1	1	1	NA	4010	380638
38098_2014-09-17	anb	38098_2014-09-17	38098_2014-09-17	16330	2310	1	NA	NA	1	1	1	1	NA	2310	38098
38098_2022-10-07	N2000meetnet_Heide_BHM_2022	IV2022111920553551	IV2022111920543108	19272	2310	1	100	100% 2310	1	1	1	1	100	2310	38098
381878_2018-08-10	anb	381878_2018-08-10	381878_2018-08-10	17753	4030	1	NA	NA	1	1	1	1	NA	4030	381878
38610_2022-09-20	anb	38610_2022-09-20	38610_2022-09-20	19255	2310	1	NA	NA	1	1	1	1	NA	2310	38610
386422_2014-09-23	anb	386422_2014-09-23	386422_2014-09-23	16336	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	386422
386422_2022-09-30	anb	386422_2022-09-30	386422_2022-09-30	19265	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	386422
387538_2018-08-01	anb	387538_2018-08-01	387538_2018-08-01	17744	2310	1	NA	NA	1	1	1	1	NA	2310	387538
391154_2017-07-03	anb	391154_2017-07-03	391154_2017-07-03	17350	4010	1	NA	NA	1	1	1	1	NA	4010	391154
391154_2024-07-04	anb	391154_2024-07-04	391154_2024-07-04	19908	4010	1	NA	NA	1	1	1	1	NA	4010	391154
392342_2017-09-08	anb	392342_2017-09-08	392342_2017-09-08	17417	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	392342
393950_2019-06-20	anb	393950_2019-06-20	393950_2019-06-20	18067	4010	1	NA	NA	1	1	1	1	NA	4010	393950
394962_2017-08-03	anb	394962_2017-08-03	394962_2017-08-03	17381	4010	1	NA	NA	1	1	1	1	NA	4010	394962
397238_2018-07-30	anb	397238_2018-07-30	397238_2018-07-30	17742	4030	1	NA	NA	1	1	1	1	NA	4030	397238
39762_2024-07-01	anb	39762_2024-07-01	39762_2024-07-01	19905	2310	1	NA	NA	1	1	1	1	NA	2310	39762
398546_2014-09-15	anb	398546_2014-09-15	398546_2014-09-15	16328	2310	1	NA	NA	1	1	1	1	NA	2310	398546
40054_2016-11-28	anb	40054_2016-11-28	40054_2016-11-28	17133	4010	1	NA	NA	1	1	1	1	NA	4010	40054
40054_2023-08-30	anb	40054_2023-08-30	40054_2023-08-30	19599	4010	1	NA	NA	1	1	1	1	NA	4010	40054
40146_2014-09-08	anb	40146_2014-09-08	40146_2014-09-08	16321	4030	1	NA	NA	1	1	1	1	NA	4030	40146
42934_2014-09-10	anb	42934_2014-09-10	42934_2014-09-10	16323	4030	1	NA	NA	1	1	1	1	NA	4030	42934
42934_2019-09-10	N2000meetnet_Heide_BHM	IV2020012412563523	IV2020012412465771	18149	4030	1	100	100% 4030	1	1	1	1	100	4030	42934
431314_2014-09-17	anb	431314_2014-09-17	431314_2014-09-17	16330	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	431314
431314_2022-09-22	N2000meetnet_Heide_BHM_2022	IV2022100611453568	IV2022100611443579	19257	2330_bu	1	100	100% 2330_bu	1	1	1	1	100	2330_bu	431314
43230_2016-11-21	anb	43230_2016-11-21	43230_2016-11-21	17126	4010	1	NA	NA	1	1	1	1	NA	4010	43230
43230_2019-09-02	N2000meetnet_Heide_BHM	IV2020012413090742	IV2020012412583890	18141	4010	1	100	100% 4010	1	1	1	1	100	4010	43230
43230_2023-06-16	anb	43230_2023-06-16	43230_2023-06-16	19524	4010	1	NA	NA	1	1	1	1	NA	4010	43230
433362_2014-09-08	anb	433362_2014-09-08	433362_2014-09-08	16321	2310	1	NA	NA	1	1	1	1	NA	2310	433362
43566_2015-06-25	anb	43566_2015-06-25	43566_2015-06-25	16611	4030	1	NA	NA	1	1	1	1	NA	4030	43566
43566_2023-08-23	anb	43566_2023-08-23	43566_2023-08-23	19592	4030	1	NA	NA	1	1	1	1	NA	4030	43566
43858_2014-08-28	anb	43858_2014-08-28	43858_2014-08-28	16310	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	43858
43858_2022-09-02	anb	43858_2022-09-02	43858_2022-09-02	19237	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	43858
445266_2014-08-27	anb	445266_2014-08-27	445266_2014-08-27	16309	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	445266
445266_2022-09-02	anb	445266_2022-09-02	445266_2022-09-02	19237	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	445266
44626_2014-08-22	anb	44626_2014-08-22	44626_2014-08-22	16304	4030	1	NA	NA	1	1	1	1	NA	4030	44626
44626_2022-09-01	anb	44626_2022-09-01	44626_2022-09-01	19236	4030	1	NA	NA	1	1	1	1	NA	4030	44626
45430_2023-08-30	anb	45430_2023-08-30	45430_2023-08-30	19599	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	45430
45790_2014-08-22	anb	45790_2014-08-22	45790_2014-08-22	16304	2310	1	NA	NA	1	1	1	1	NA	2310	45790
45790_2022-09-13	anb	45790_2022-09-13	45790_2022-09-13	19248	2310	1	NA	NA	1	1	1	1	NA	2310	45790
458194_2017-07-06	anb	458194_2017-07-06	458194_2017-07-06	17353	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	458194
458194_2023-09-06	anb	458194_2023-09-06	458194_2023-09-06	19606	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	458194
458462_2014-09-02	anb	458462_2014-09-02	458462_2014-09-02	16315	2310	1	NA	NA	1	1	1	1	NA	2310	458462
459222_2014-09-26	anb	459222_2014-09-26	459222_2014-09-26	16339	2310	1	NA	NA	1	1	1	1	NA	2310	459222
46006_2014-09-09	anb	46006_2014-09-09	46006_2014-09-09	16322	4030	1	NA	NA	1	1	1	1	NA	4030	46006
46006_2019-08-22	N2000meetnet_Heide_BHM	IV2020012413392331	IV2020012413384329	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	46006
463798_2014-09-09	anb	463798_2014-09-09	463798_2014-09-09	16322	2310	1	NA	NA	1	1	1	1	NA	2310	463798
