ID	record_id	plot_type	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
170206_2017-09-07	170206_2017-09-07	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
170206_2017-09-07	170206_2017-09-07	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
170834_2017-07-07	170834_2017-07-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
170834_2017-07-07	170834_2017-07-07	circle	Structuur	naakte bodem	bedekking naakte bodem	62.5	Percentage	NA	%
170834_2017-07-07	170834_2017-07-07	circle	Structuur	horizontale structuur	bedekking open vegetaties	16.5	Percentage	NA	%
170834_2017-07-07	170834_2017-07-07	circle	Verstoring	verbossing	bedekking verbossing	10	Percentage	NA	%
170834_2017-07-07	170834_2017-07-07	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
170834_2024-07-01	170834_2024-07-01	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
170834_2024-07-01	170834_2024-07-01	circle	Structuur	naakte bodem	bedekking naakte bodem	1	Percentage	NA	%
170834_2024-07-01	170834_2024-07-01	circle	Structuur	horizontale structuur	bedekking open vegetaties	45	Percentage	NA	%
170834_2024-07-01	170834_2024-07-01	circle	Verstoring	verbossing	bedekking verbossing	12	Percentage	NA	%
170834_2024-07-01	170834_2024-07-01	circle	Verstoring	vergrassing	bedekking vergrassing	0	Percentage	NA	%
1708982_2017-08-31	1708982_2017-08-31	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1708982_2017-08-31	1708982_2017-08-31	circle	Structuur	naakte bodem	bedekking naakte bodem	3	Percentage	NA	%
1708982_2017-08-31	1708982_2017-08-31	circle	Structuur	horizontale structuur	bedekking open vegetaties	1.5	Percentage	NA	%
1708982_2017-08-31	1708982_2017-08-31	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1708982_2017-08-31	1708982_2017-08-31	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
1709266_2018-07-30	1709266_2018-07-30	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1709266_2018-07-30	1709266_2018-07-30	circle	Structuur	naakte bodem	bedekking naakte bodem	62.5	Percentage	NA	%
1709266_2018-07-30	1709266_2018-07-30	circle	Structuur	horizontale structuur	bedekking open vegetaties	18.5	Percentage	NA	%
1709266_2018-07-30	1709266_2018-07-30	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1709266_2018-07-30	1709266_2018-07-30	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
174302_2023-06-16	174302_2023-06-16	circle	Structuur	dwergstruiken	bedekking dwergstruiken	37.5	Percentage	NA	%
174302_2023-06-16	174302_2023-06-16	circle	Verstoring	verbossing	bedekking verbossing	2.5	Percentage	NA	%
174302_2023-06-16	174302_2023-06-16	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
1743698_2017-07-07	1743698_2017-07-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	15	Percentage	NA	%
1743698_2017-07-07	1743698_2017-07-07	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1743698_2017-07-07	1743698_2017-07-07	circle	Structuur	horizontale structuur	bedekking open vegetaties	18.5	Percentage	NA	%
1743698_2017-07-07	1743698_2017-07-07	circle	Verstoring	verbossing	bedekking verbossing	30	Percentage	NA	%
1743698_2017-07-07	1743698_2017-07-07	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
174546_2018-08-03	174546_2018-08-03	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	3	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Verstoring	verbossing	bedekking verbossing	0.1	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
174546_2018-08-03	174546_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
175582_2023-06-28	175582_2023-06-28	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
175582_2023-06-28	175582_2023-06-28	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
175582_2023-06-28	175582_2023-06-28	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
175698_2017-07-25	175698_2017-07-25	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Verstoring	verruiging	bedekking verruiging	0.5	Percentage	NA	%
175698_2017-07-25	175698_2017-07-25	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
175698_2024-07-02	175698_2024-07-02	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	4	Geheel getal	NA	NA
175698_2024-07-02	175698_2024-07-02	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
175698_2024-07-02	175698_2024-07-02	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
175698_2024-07-02	175698_2024-07-02	circle	Verstoring	verbossing	bedekking verbossing	3	Percentage	NA	%
175698_2024-07-02	175698_2024-07-02	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
175698_2024-07-02	175698_2024-07-02	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
175698_2024-07-02	175698_2024-07-02	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
1762774_2017-08-17	1762774_2017-08-17	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	62.5	Percentage	NA	%
1762774_2017-08-17	1762774_2017-08-17	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1762774_2017-08-17	1762774_2017-08-17	circle	Structuur	horizontale structuur	bedekking open vegetaties	63.5	Percentage	NA	%
1762774_2017-08-17	1762774_2017-08-17	circle	Verstoring	verbossing	bedekking verbossing	3	Percentage	NA	%
1762774_2017-08-17	1762774_2017-08-17	circle	Verstoring	vergrassing	bedekking vergrassing	0.5	Percentage	NA	%
176862_2017-09-05	176862_2017-09-05	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
176862_2017-09-05	176862_2017-09-05	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
176862_2017-09-05	176862_2017-09-05	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
177078_2014-09-10	177078_2014-09-10	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
177078_2014-09-10	177078_2014-09-10	circle	Structuur	naakte bodem	bedekking naakte bodem	62.5	Percentage	NA	%
177078_2014-09-10	177078_2014-09-10	circle	Structuur	horizontale structuur	bedekking open vegetaties	2.5	Percentage	NA	%
177078_2014-09-10	177078_2014-09-10	circle	Verstoring	verbossing	bedekking verbossing	25	Percentage	NA	%
177078_2014-09-10	177078_2014-09-10	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
177078_2022-10-07	IV2022111920543467	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
177078_2022-10-07	IV2022111920543467	circle	Structuur	naakte bodem	bedekking naakte bodem	37.5	Percentage	NA	%
177078_2022-10-07	IV2022111920543467	circle	Structuur	horizontale structuur	bedekking open vegetaties	31	Percentage	NA	%
177078_2022-10-07	IV2022111920543467	circle	Verstoring	verbossing	bedekking verbossing	50	Percentage	NA	%
177078_2022-10-07	IV2022111920543467	circle	Verstoring	vergrassing	bedekking vergrassing	1.5	Percentage	NA	%
1775058_2017-07-06	1775058_2017-07-06	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	62.5	Percentage	NA	%
1775058_2017-07-06	1775058_2017-07-06	circle	Structuur	naakte bodem	bedekking naakte bodem	37.5	Percentage	NA	%
1775058_2017-07-06	1775058_2017-07-06	circle	Structuur	horizontale structuur	bedekking open vegetaties	100	Percentage	NA	%
1775058_2017-07-06	1775058_2017-07-06	circle	Verstoring	verbossing	bedekking verbossing	6	Percentage	NA	%
1775058_2017-07-06	1775058_2017-07-06	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
1786806_2017-08-28	1786806_2017-08-28	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1786806_2017-08-28	1786806_2017-08-28	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1786806_2017-08-28	1786806_2017-08-28	circle	Structuur	horizontale structuur	bedekking open vegetaties	53	Percentage	NA	%
1786806_2017-08-28	1786806_2017-08-28	circle	Verstoring	verbossing	bedekking verbossing	0.1	Percentage	NA	%
1786806_2017-08-28	1786806_2017-08-28	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
1789878_2018-08-07	1789878_2018-08-07	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
1789878_2018-08-07	1789878_2018-08-07	circle	Verstoring	verbossing	bedekking verbossing	0.5	Percentage	NA	%
1789878_2018-08-07	1789878_2018-08-07	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
179922_2018-08-01	179922_2018-08-01	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
179922_2018-08-01	179922_2018-08-01	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
181234_2017-07-03	181234_2017-07-03	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Verstoring	verruiging	bedekking verruiging	1	Percentage	NA	%
181234_2017-07-03	181234_2017-07-03	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
181234_2024-07-03	181234_2024-07-03	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
181234_2024-07-03	181234_2024-07-03	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
181234_2024-07-03	181234_2024-07-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
181234_2024-07-03	181234_2024-07-03	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
181234_2024-07-03	181234_2024-07-03	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
181234_2024-07-03	181234_2024-07-03	circle	Verstoring	verruiging	bedekking verruiging	1.5	Percentage	NA	%
181234_2024-07-03	181234_2024-07-03	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
182482_2018-07-25	182482_2018-07-25	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
182482_2018-07-25	182482_2018-07-25	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
182482_2018-07-25	182482_2018-07-25	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
182482_2018-07-25	182482_2018-07-25	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
182482_2018-07-25	182482_2018-07-25	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
182482_2018-07-25	182482_2018-07-25	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
182482_2018-07-25	182482_2018-07-25	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
190162_2017-07-27	190162_2017-07-27	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
190162_2017-07-27	190162_2017-07-27	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
190162_2017-07-27	190162_2017-07-27	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	15	Percentage	NA	%
190162_2017-07-27	190162_2017-07-27	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
190162_2017-07-27	190162_2017-07-27	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
190162_2017-07-27	190162_2017-07-27	circle	Verstoring	verruiging	bedekking verruiging	0.5	Percentage	NA	%
190162_2017-07-27	190162_2017-07-27	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
190162_2024-07-05	190162_2024-07-05	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
190162_2024-07-05	190162_2024-07-05	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
190162_2024-07-05	190162_2024-07-05	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1.5	Percentage	NA	%
190162_2024-07-05	190162_2024-07-05	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
190162_2024-07-05	190162_2024-07-05	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
190162_2024-07-05	190162_2024-07-05	circle	Verstoring	verruiging	bedekking verruiging	1	Percentage	NA	%
190162_2024-07-05	190162_2024-07-05	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
191442_2018-08-06	191442_2018-08-06	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
191442_2018-08-06	191442_2018-08-06	circle	Structuur	dwergstruiken	bedekking dwergstruiken	37.5	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	15	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	10.5	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
191442_2018-08-06	191442_2018-08-06	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
191698_2017-07-28	191698_2017-07-28	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
191698_2017-07-28	191698_2017-07-28	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
191698_2017-07-28	191698_2017-07-28	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
191698_2017-07-28	191698_2017-07-28	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
191698_2017-07-28	191698_2017-07-28	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
191698_2017-07-28	191698_2017-07-28	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
191698_2017-07-28	191698_2017-07-28	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
191698_2024-06-21	191698_2024-06-21	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
191698_2024-06-21	191698_2024-06-21	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
191698_2024-06-21	191698_2024-06-21	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
191698_2024-06-21	191698_2024-06-21	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
191698_2024-06-21	191698_2024-06-21	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
191698_2024-06-21	191698_2024-06-21	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
191698_2024-06-21	191698_2024-06-21	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
191966_2018-09-07	191966_2018-09-07	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	0	Geheel getal	NA	NA
191966_2018-09-07	191966_2018-09-07	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
191966_2018-09-07	191966_2018-09-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
191966_2018-09-07	191966_2018-09-07	circle	Verstoring	verbossing	bedekking verbossing	9	Percentage	NA	%
191966_2018-09-07	191966_2018-09-07	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
191966_2018-09-07	191966_2018-09-07	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
191966_2018-09-07	191966_2018-09-07	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
193246_2019-08-08	193246_2019-08-08	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
193246_2019-08-08	193246_2019-08-08	circle	Verstoring	verbossing	bedekking verbossing	0.1	Percentage	NA	%
193246_2019-08-08	193246_2019-08-08	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
194294_2023-08-24	194294_2023-08-24	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
194294_2023-08-24	194294_2023-08-24	circle	Structuur	naakte bodem	bedekking naakte bodem	0.5	Percentage	NA	%
194294_2023-08-24	194294_2023-08-24	circle	Structuur	horizontale structuur	bedekking open vegetaties	90.5	Percentage	NA	%
194294_2023-08-24	194294_2023-08-24	circle	Verstoring	verbossing	bedekking verbossing	15	Percentage	NA	%
194294_2023-08-24	194294_2023-08-24	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
196306_2018-08-03	196306_2018-08-03	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	1.5	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Verstoring	verbossing	bedekking verbossing	30	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
196306_2018-08-03	196306_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
199122_2018-08-07	199122_2018-08-07	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
199122_2018-08-07	199122_2018-08-07	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	15	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	30.5	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
199122_2018-08-07	199122_2018-08-07	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
200630_2018-07-31	200630_2018-07-31	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
200630_2018-07-31	200630_2018-07-31	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
200630_2018-07-31	200630_2018-07-31	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1	Percentage	NA	%
200630_2018-07-31	200630_2018-07-31	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
200630_2018-07-31	200630_2018-07-31	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
200630_2018-07-31	200630_2018-07-31	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
200630_2018-07-31	200630_2018-07-31	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
20086_2023-09-13	20086_2023-09-13	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
20086_2023-09-13	20086_2023-09-13	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	91.5	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Verstoring	verruiging	bedekking verruiging	0.5	Percentage	NA	%
20086_2023-09-13	20086_2023-09-13	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
20178_2014-09-08	20178_2014-09-08	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
20178_2014-09-08	20178_2014-09-08	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	0	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
20178_2014-09-08	20178_2014-09-08	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
20178_2022-09-07	20178_2022-09-07	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
20178_2022-09-07	20178_2022-09-07	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	16	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
20178_2022-09-07	20178_2022-09-07	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
20406_2014-09-16	20406_2014-09-16	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	0	Geheel getal	NA	NA
20406_2014-09-16	20406_2014-09-16	circle	Structuur	dwergstruiken	bedekking dwergstruiken	0	Percentage	NA	%
20406_2014-09-16	20406_2014-09-16	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
20406_2014-09-16	20406_2014-09-16	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
20406_2014-09-16	20406_2014-09-16	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
20406_2014-09-16	20406_2014-09-16	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
20406_2014-09-16	20406_2014-09-16	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
20406_2022-10-07	IV2022111920543134	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
20406_2022-10-07	IV2022111920543134	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
20406_2022-10-07	NA	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
20406_2022-10-07	IV2022111920543134	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
20406_2022-10-07	IV2022111920543134	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
20406_2022-10-07	IV2022111920543134	circle	Verstoring	verruiging	bedekking verruiging	1.5	Percentage	NA	%
20406_2022-10-07	IV2022111920543134	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
205501_2017-08-16	205501_2017-08-16	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
205501_2017-08-16	205501_2017-08-16	circle	Structuur	dwergstruiken	bedekking dwergstruiken	3	Percentage	NA	%
205501_2017-08-16	205501_2017-08-16	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
205501_2017-08-16	205501_2017-08-16	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
