ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid	plot_type
ZSCPQ201_2019-10-08	IV2020032311323254	Verstoring	rietontwikkeling	bedekking riet	53	Percentage	NA	%	schor
ZSCPQ201_2019-10-08	IV2020032311323254	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ201_2019-10-08	IV2020032311323254	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ201_2019-10-08	IV2020032311323254	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	4	Percentage	NA	%	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Verstoring	rietontwikkeling	bedekking riet	53	Percentage	NA	%	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ203_2013-10-15	IV2014030311283135	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	8	Percentage	NA	%	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Verstoring	rietontwikkeling	bedekking riet	53	Percentage	NA	%	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ203_2019-10-08	IV2020032316380707	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ222_2013-10-07	IV2014011315360763	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ222_2016-10-07	IV2016120512033460	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2013-10-07	IV2014011315404492	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2016-10-07	IV2016120513593673	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2019-10-10	IV2020032413194563	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ225_2022-10-03	IV2023031712114303	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2013-10-07	IV2014011315450812	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2016-10-07	IV2016120516150711	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ227_2019-10-11	IV2020032417102328	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2019-10-11	IV2020032417102328	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ227_2022-10-03	IV2023031713323978	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2013-10-07	IV2014011315505423	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2016-10-10	IV2016121209285905	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2019-10-11	IV2020032417192031	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ230_2022-10-03	IV2023031713462494	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2013-10-09	IV2014011316053103	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	15	Percentage	NA	%	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Verstoring	rietontwikkeling	bedekking riet	22	Percentage	NA	%	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2016-10-10	IV2016121210233402	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2019-10-11	IV2020032417512937	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	25	Percentage	NA	%	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Verstoring	rietontwikkeling	bedekking riet	26	Percentage	NA	%	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ234_2022-10-03	IV2023031714024342	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2013-10-09	IV2014011316134838	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2016-10-10	IV2016121211135257	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2019-10-11	IV2020032512110305	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ240_2022-10-04	IV2023031714501536	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2013-10-09	IV2014011316163049	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2016-10-10	IV2016121213353352	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2019-10-11	IV2020032512141521	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ241_2022-10-04	IV2023031714523366	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ242_2013-10-09	IV2014011316205332	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ242_2013-10-09	IV2014011316205332	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ242_2013-10-09	IV2014011316205332	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ242_2013-10-09	IV2014011316205332	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ242_2013-10-09	IV2014011316205332	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
