record_id	Vegetatielaag	Kenmerk	TypeKenmerk	Waarde	Type	Eenheid	Invoertype	ID
IV2020032417512937	kruidlaag	Samolus valerandi L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ234_2019-10-11
IV2020032417512937	kruidlaag	Scirpus maritimus L.	Soort_Latijn	37	Percentage	%	NA	ZSCPQ234_2019-10-11
IV2023031714024342	kruidlaag	Apium graveolens L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2023031714024342	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2023031714024342	kruidlaag	Glaux maritima L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2023031714024342	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2023031714024342	kruidlaag	Samolus valerandi L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2023031714024342	kruidlaag	Scirpus maritimus L.	Soort_Latijn	27	Percentage	%	NA	ZSCPQ234_2022-10-03
IV2014011316134838	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ240_2013-10-09
IV2014011316134838	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	72	Percentage	%	NA	ZSCPQ240_2013-10-09
IV2014011316134838	kruidlaag	Scirpus maritimus L.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ240_2013-10-09
IV2016121211135257	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ240_2016-10-10
IV2016121211135257	kruidlaag	Scirpus maritimus L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ240_2016-10-10
IV2020032512110305	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ240_2019-10-11
IV2020032512110305	kruidlaag	Scirpus maritimus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ240_2019-10-11
IV2023031714501536	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ240_2022-10-04
IV2023031714501536	kruidlaag	Scirpus maritimus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ240_2022-10-04
IV2014011316163049	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ241_2013-10-09
IV2014011316163049	kruidlaag	Aster tripolium L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ241_2013-10-09
IV2014011316163049	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ241_2013-10-09
IV2014011316163049	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ241_2013-10-09
IV2014011316163049	kruidlaag	Scirpus maritimus L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ241_2013-10-09
IV2016121213353352	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ241_2016-10-10
IV2016121213353352	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ241_2016-10-10
IV2016121213353352	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ241_2016-10-10
IV2016121213353352	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ241_2016-10-10
IV2016121213353352	kruidlaag	Scirpus maritimus L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ241_2016-10-10
IV2020032512141521	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ241_2019-10-11
IV2020032512141521	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	77	Percentage	%	NA	ZSCPQ241_2019-10-11
IV2020032512141521	kruidlaag	Scirpus maritimus L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ241_2019-10-11
IV2023031714523366	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ241_2022-10-04
IV2023031714523366	kruidlaag	Scirpus maritimus L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ241_2022-10-04
IV2014011316205332	kruidlaag	Aster tripolium L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ242_2013-10-09
IV2014011316205332	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ242_2013-10-09
IV2014011316205332	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	27	Percentage	%	NA	ZSCPQ242_2013-10-09
IV2014011316205332	kruidlaag	Glaux maritima L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ242_2013-10-09
IV2016121213410683	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ242_2016-10-10
IV2016121213410683	kruidlaag	Aster tripolium L.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ242_2016-10-10
IV2016121213410683	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ242_2016-10-10
IV2016121213410683	kruidlaag	Glaux maritima L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ242_2016-10-10
IV2016121213410683	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ242_2016-10-10
IV2020032516331844	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	80	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2020032516331844	kruidlaag	Aster tripolium L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2020032516331844	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2020032516331844	kruidlaag	Glaux maritima L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2020032516331844	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2020032516331844	kruidlaag	Scirpus maritimus L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ242_2019-10-17
IV2023031715060181	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	40	Percentage	%	NA	ZSCPQ242_2022-10-04
IV2023031715060181	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ242_2022-10-04
IV2023031715060181	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ242_2022-10-04
IV2023031715060181	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ242_2022-10-04
IV2023031715060181	kruidlaag	Scirpus maritimus L.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ242_2022-10-04
IV2014011316224635	kruidlaag	Aster tripolium L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ243_2013-10-09
IV2014011316224635	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ243_2013-10-09
IV2016121213454156	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ243_2016-10-10
IV2016121213454156	kruidlaag	Aster tripolium L.	Soort_Latijn	82	Percentage	%	NA	ZSCPQ243_2016-10-10
IV2016121213454156	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ243_2016-10-10
IV2016121213454156	kruidlaag	Glaux maritima L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ243_2016-10-10
IV2020032516285243	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	62	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2020032516285243	kruidlaag	Aster tripolium L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2020032516285243	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2020032516285243	kruidlaag	Glaux maritima L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2020032516285243	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2020032516285243	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ243_2019-10-17
IV2023031715102357	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	40	Percentage	%	NA	ZSCPQ243_2022-10-04
IV2023031715102357	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ243_2022-10-04
IV2023031715102357	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	52	Percentage	%	NA	ZSCPQ243_2022-10-04
IV2023031715102357	kruidlaag	Scirpus maritimus L.	Soort_Latijn	17	Percentage	%	NA	ZSCPQ243_2022-10-04
IV2014011316270681	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ244_2013-10-09
IV2014011316270681	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ244_2013-10-09
IV2014011316270681	kruidlaag	Glaux maritima L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ244_2013-10-09
IV2014011316270681	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	4	Percentage	%	NA	ZSCPQ244_2013-10-09
IV2016121214092447	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2016-10-10
IV2016121214092447	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2016-10-10
IV2016121214092447	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2016-10-10
IV2016121214092447	kruidlaag	Glaux maritima L.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ244_2016-10-10
IV2016121214092447	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2016-10-10
IV2020032516361248	kruidlaag	Aster tripolium L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ244_2019-10-17
IV2020032516361248	kruidlaag	Glaux maritima L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ244_2019-10-17
IV2020032516361248	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2019-10-17
IV2023031715141453	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2022-10-04
IV2023031715141453	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ244_2022-10-04
IV2014011316461461	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Apium graveolens L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Aster tripolium L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Elymus athericus (Link) Kerguélen	Soort_Latijn	1	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Juncus gerardii Loisel.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	17	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2014011316461461	kruidlaag	Scirpus maritimus L.	Soort_Latijn	37	Percentage	%	NA	ZSCPQ245_2013-10-09
IV2016121214153466	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Apium graveolens L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Elymus athericus (Link) Kerguélen	Soort_Latijn	10	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Juncus gerardii Loisel.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	40	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2016121214153466	kruidlaag	Scirpus maritimus L.	Soort_Latijn	40	Percentage	%	NA	ZSCPQ245_2016-10-10
IV2020032512170342	kruidlaag	Apium graveolens L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2020032512170342	kruidlaag	Aster tripolium L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2020032512170342	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2020032512170342	kruidlaag	Elymus athericus (Link) Kerguélen	Soort_Latijn	30	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2020032512170342	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	57	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2020032512170342	kruidlaag	Scirpus maritimus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2019-10-11
IV2023031715014524	kruidlaag	Apium graveolens L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ245_2022-10-04
IV2023031715014524	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ245_2022-10-04
IV2023031715014524	kruidlaag	Elymus athericus (Link) Kerguélen	Soort_Latijn	42	Percentage	%	NA	ZSCPQ245_2022-10-04
IV2023031715014524	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ245_2022-10-04
IV2023031715014524	kruidlaag	Scirpus maritimus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ245_2022-10-04
IV2014011317014960	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	97	Percentage	%	NA	ZSCPQ246_2013-10-14
IV2014011317014960	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ246_2013-10-14
IV2016121215054565	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ246_2016-10-12
IV2020032515593373	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	97	Percentage	%	NA	ZSCPQ246_2019-10-17
IV2023031715501696	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ246_2022-10-04
IV2014011317033027	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ247_2013-10-14
IV2014011317033027	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ247_2013-10-14
IV2016121215485360	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ247_2016-10-12
IV2016121215485360	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ247_2016-10-12
IV2020032516121938	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	97	Percentage	%	NA	ZSCPQ247_2019-10-17
IV2023031715474252	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ247_2022-10-04
IV2014011317063744	kruidlaag	Aster tripolium L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ248_2013-10-14
IV2014011317063744	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ248_2013-10-14
IV2014011317063744	kruidlaag	Glaux maritima L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ248_2013-10-14
IV2014011317063744	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2013-10-14
IV2016121215031282	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ248_2016-10-10
IV2016121215031282	kruidlaag	Aster tripolium L.	Soort_Latijn	67	Percentage	%	NA	ZSCPQ248_2016-10-10
IV2016121215031282	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2016-10-10
IV2016121215031282	kruidlaag	Glaux maritima L.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ248_2016-10-10
IV2020032516151055	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Aster tripolium L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Glaux maritima L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Puccinellia maritima (Huds.) Parl.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2020032516151055	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2019-10-17
IV2023031715440970	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	37	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2023031715440970	kruidlaag	Aster tripolium L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2023031715440970	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2023031715440970	kruidlaag	Glaux maritima L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2023031715440970	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2023031715440970	kruidlaag	Scirpus maritimus L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ248_2022-10-04
IV2014011510153321	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ253_2013-10-14
IV2014011510153321	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ253_2013-10-14
IV2016121215515500	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ253_2016-10-12
IV2020032516271471	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	97	Percentage	%	NA	ZSCPQ253_2019-10-17
IV2023031716000861	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	72	Percentage	%	NA	ZSCPQ253_2022-10-07
IV2014011510173858	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ254_2013-10-14
IV2014011510173858	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ254_2013-10-14
IV2016121215582563	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	72	Percentage	%	NA	ZSCPQ254_2016-10-12
IV2016121215582563	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ254_2016-10-12
IV2020032515522522	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	82	Percentage	%	NA	ZSCPQ254_2019-10-15
IV2020032515522522	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ254_2019-10-15
IV2023031715524216	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ254_2022-10-07
IV2014011510205166	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	82	Percentage	%	NA	ZSCPQ256_2013-10-14
IV2014011510205166	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ256_2013-10-14
IV2016121216204483	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ256_2016-10-12
IV2016121216204483	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ256_2016-10-12
IV2020032515362540	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ256_2019-10-15
IV2023031714402320	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ256_2022-10-04
IV2014011510244883	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ258_2013-10-14
IV2014011510244883	kruidlaag	Glaux maritima L.	Soort_Latijn	87	Percentage	%	NA	ZSCPQ258_2013-10-14
IV2014011510244883	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ258_2013-10-14
IV2016121216304442	kruidlaag	Cotula coronopifolia L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ258_2016-10-12
IV2016121216304442	kruidlaag	Glaux maritima L.	Soort_Latijn	87	Percentage	%	NA	ZSCPQ258_2016-10-12
IV2016121216304442	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	2	Percentage	%	NA	ZSCPQ258_2016-10-12
IV2020032515405580	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ258_2019-10-15
IV2020032515405580	kruidlaag	Glaux maritima L.	Soort_Latijn	62	Percentage	%	NA	ZSCPQ258_2019-10-15
IV2020032515405580	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ258_2019-10-15
IV2020032515405580	kruidlaag	Spergularia marina (L.) Besser	Soort_Latijn	12	Percentage	%	NA	ZSCPQ258_2019-10-15
IV2023031714451823	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ258_2022-10-04
IV2023031714451823	kruidlaag	Glaux maritima L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ258_2022-10-04
IV2023031714451823	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ258_2022-10-04
IV2013112714354557	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ273_2013-10-04
IV2013112714354557	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ273_2013-10-04
IV2013112714354557	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	67	Percentage	%	NA	ZSCPQ273_2013-10-04
IV2013112714354557	kruidlaag	Scirpus maritimus L.	Soort_Latijn	20	Percentage	%	NA	ZSCPQ273_2013-10-04
IV2016121216420845	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ273_2016-10-12
IV2016121216420845	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	87	Percentage	%	NA	ZSCPQ273_2016-10-12
IV2016121216420845	kruidlaag	Scirpus maritimus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ273_2016-10-12
IV2020031815145133	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ273_2019-10-07
IV2020031815145133	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ273_2019-10-07
IV2023060611392020	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	97	Percentage	%	NA	ZSCPQ273_2022-10-07
IV2013112714384332	kruidlaag	Aster tripolium L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ274_2013-10-04
IV2013112714384332	kruidlaag	Puccinellia maritima (Huds.) Parl.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2013-10-04
IV2016121216472444	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2016121216472444	kruidlaag	Aster tripolium L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2016121216472444	kruidlaag	Glaux maritima L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2016121216472444	kruidlaag	Puccinellia maritima (Huds.) Parl.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2016121216472444	kruidlaag	Salicornia procumbens Smith	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2016121216472444	kruidlaag	Scirpus maritimus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ274_2016-10-12
IV2020031815175124	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Aster tripolium L.	Soort_Latijn	17	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Glaux maritima L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Puccinellia maritima (Huds.) Parl.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2020031815175124	kruidlaag	Scirpus maritimus L.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ274_2019-10-07
IV2023060611550086	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	27	Percentage	%	NA	ZSCPQ274_2022-10-07
IV2023060611550086	kruidlaag	Aster tripolium L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ274_2022-10-07
IV2023060611550086	kruidlaag	Atriplex prostrata Boucher ex DC.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ274_2022-10-07
IV2023060611550086	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ274_2022-10-07
IV2023060611550086	kruidlaag	Scirpus maritimus L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ274_2022-10-07
IV2013112714403448	kruidlaag	Aster tripolium L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ275_2013-10-04
IV2013112714403448	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	82	Percentage	%	NA	ZSCPQ275_2013-10-04
IV2016121311092263	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	90	Percentage	%	NA	ZSCPQ275_2016-10-13
IV2020032309140946	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	80	Percentage	%	NA	ZSCPQ275_2019-10-07
IV2023060612135936	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	92	Percentage	%	NA	ZSCPQ275_2022-10-07
