id	date	code_watersurfaces	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind
IV2024120314123342	2024-06-12	LIMZNH0446	1	3130	5	ongunstig	RapportageHR	1	66.6666666666667	0.325968
IV2024100111155960	2024-07-02	ANTKAL0330	1	3130	5	ongunstig	RapportageHR	2	50	-0.12138
IV2024101008314167	2024-07-04	LIMZNH0563	1	3130	5	ongunstig	RapportageHR	1	66.6666666666667	0.371431
IV2024101008251601	2024-07-05	ANTLIL0230	NA	3130	5	ongunstig	RapportageHR	3	33.3333333333333	-0.144312
IV2024120416172354	2024-07-08	ANTMOL0092	0	3130	5	ongunstig	RapportageHR	2	50	0.068435
IV2024101108265001	2024-07-15	LIMDST0108	1	3130	5	gunstig	RapportageHR	0	83.3333333333333	0.463931
IV2024101413215183	2024-07-22	LIMZNH0150	1	3130	5	ongunstig	RapportageHR	3	33.3333333333333	-0.105546
IV2024101715543169	2024-07-26	ANTTUR0348	1	3130	5	ongunstig	RapportageHR	3	33.3333333333333	-0.005952
IV2024120317370208	2024-08-05	LIMZUT0080	1	3130	5	ongunstig	RapportageHR	4	16.6666666666667	-0.159299
IV2024101810110298	2024-08-16	ANTMOL0089	1	3130	5	ongunstig	RapportageHR	4	16.6666666666667	-0.143492
IV2024101810484847	2024-08-19	LIMMSK0444	1	3130	5	ongunstig	RapportageHR	4	16.6666666666667	-0.526433
IV2024101811014113	2024-08-20	ANTKAS0463	1	3130	5	ongunstig	RapportageHR	2	50	-0.163179
IV2024120315580665	2024-08-23	ANTHTS0151	1	3130	5	ongunstig	RapportageHR	2	50	0.131349
IV2024102109520408	2024-08-29	ANTMOL0747	1	3130	5	ongunstig	RapportageHR	2	50	0.174167
IV2024102111335446	2024-08-30	ANTBAA0044	0	3130	5	ongunstig	RapportageHR	2	50	-0.107226
IV2024102113043866	2024-08-30	ANTBAA0048	0	3130	5	ongunstig	RapportageHR	2	50	0.057581
IV2024102115133564	2024-09-03	LIMGNK0062	1	3130	5	ongunstig	RapportageHR	4	16.6666666666667	-0.350216
IV2024102116015327	2024-09-04	ANTKAS0501	1	3130	5	ongunstig	RapportageHR	2	50	0.040833
IV2024102916211971	2024-09-05	LIMHAS0165	1	3130	5	ongunstig	RapportageHR	3	33.3333333333333	0.124167
IV2024102916273348	2024-09-05	LIMHAS0462	1	3130	5	ongunstig	RapportageHR	1	83.3333333333333	0.441667
IV2024103011243475	2024-09-10	LIMZNH0516	1	3130	5	ongunstig	RapportageHR	4	33.3333333333333	0.023679
IV2024103007510788	2024-09-10	LIMZNH0576	1	3130	5	ongunstig	RapportageHR	3	33.3333333333333	-0.182147
IV2024103013483911	2024-09-13	LIMZNH0318	1	3130	5	gunstig	RapportageHR	0	83.3333333333333	0.488931
IV2024103109505276	2024-09-16	LIMLOM0067	1	3130	5	ongunstig	RapportageHR	2	50	0.235278
IV2024103113260929	2024-09-25	ANTMOL0068	0	3130	5	ongunstig	RapportageHR	2	50	0.14825
IV2021110112004579	2014-06-22	LIMHAS0541	1	3130	6	ongunstig	RapportageHR	2	50	0.086508
IV2021110117063289	2014-08-04	LIMZNH0238	1	3130	6	ongunstig	RapportageHR	2	50	0.067634
IV2018102513241287	2014-09-01	ANTMOL0164	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.325042
IV2021110114014007	2014-09-15	LIMZNH0431	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.037407
IV2021102612463047	2016-07-22	LIMGNK0095	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.319361
IV2017032009592467	2016-07-28	LIMGNK0396	1	3130	6	ongunstig	RapportageHR	2	50	0.032694
IV2017042509585340	2016-08-23	ANTRIJ0006	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.241312
IV2017042509274762	2016-08-25	ANTTUR0065	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.351986
IV2017042513300849	2016-08-30	LIMGNK0119	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.230472
IV2017032809570000	2016-08-31	LIMGNK0182	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.034259
IV2018082014440693	2016-09-08	LIMGNK0040	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.010269
IV2018082109180907	2016-09-08	LIMGNK0144	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.324917
IV2017032810361983	2016-09-09	ANTMOL0088	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.296431
IV2018082107552331	2016-09-13	LIMHAS0482	1	3130	6	ongunstig	RapportageHR	2	50	0.088806
IV2017040309190179	2016-09-14	LIMGNK0050	1	3130	6	ongunstig	RapportageHR	2	50	0.185782
IV2017072508474428	2016-09-16	LIMGNK0397	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.522264
IV2018082108515790	2016-09-20	ANTHGS0496	1	3130	6	ongunstig	RapportageHR	4	16.6666666666667	-0.445454
IV2017121311494712	2016-09-20	LIMGNK0060	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.527819
IV2017040309413235	2016-09-21	ANTRIJ0072	1	3130	6	ongunstig	RapportageHR	2	50	0.055597
IV2018082014281713	2016-09-27	LIMZNH0231	1	3130	6	ongunstig	RapportageHR	4	16.6666666666667	-0.267275
IV2017042511540583	2016-09-30	ANTBCT0404	1	3130	6	ongunstig	RapportageHR	4	16.6666666666667	-0.330331
IV2017032010205954	2016-10-20	ANTBSE0314	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.007009
IV2017120807593495	2017-07-14	ANTBSE0334	1	3130	6	ongunstig	RapportageHR	2	50	0.137972
IV2018120611315406	2017-07-20	LIMZNH0231	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.425042
IV2017120707501887	2017-07-26	ANTMOL0568	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.251986
IV2018090609025511	2017-08-31	ANTGEE0107	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.302694
IV2017121311203577	2017-09-01	ANTBCT0544	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.363931
IV2018020911440914	2017-09-06	ANTARE0309	1	3130	6	ongunstig	RapportageHR	2	50	0.087171
IV2018020909370337	2017-09-06	ANTMOL0546	1	3130	6	ongunstig	RapportageHR	2	50	0.143889
IV2018020910314240	2017-09-06	ANTMOL0576	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.014246
IV2018110812564810	2017-09-13	ANTTUR0207	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.327819
IV2018031611034923	2017-09-14	ANTRIJ0053	1	3130	6	ongunstig	RapportageHR	2	50	0.135194
IV2018120609394889	2017-09-15	LIMGNK0384	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.05463
IV2017121311445717	2017-09-18	LIMBIL0336	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.316583
IV2018030111155389	2017-09-21	LIMHAS0514	1	3130	6	ongunstig	RapportageHR	2	50	0.042264
IV2017121311393451	2017-09-28	ANTRAV0052	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.088056
IV2018090510164322	2017-10-04	WVLWIN0255	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.20825
IV2017120814135316	2017-10-12	LIMHAS0849	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.03037
IV2018030110195394	2017-10-18	WVLBRN0422	1	3130	6	ongunstig	RapportageHR	2	50	-0.002861
IV2017120807160378	2017-10-20	LIMZNH0477	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.028694
IV2018101612554328	2018-06-05	LIMLOM0234	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.119361
IV2018082414303701	2018-07-10	ANTTUR0296	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.466708
IV2018082708265940	2018-07-13	ANTTUR0304	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.351153
IV2018082908092463	2018-07-18	ANTMOL0353	1	3130	6	ongunstig	RapportageHR	2	50	0.225
IV2018101611434662	2018-07-26	ANTRIJ0041	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.525042
IV2018090412381639	2018-08-01	LIMKIN0100	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.214856
IV2018090509480277	2018-08-02	LIMMSK0341	1	3130	6	ongunstig	RapportageHR	2	50	0.172139
IV2018090613583635	2018-08-14	LIMHAS0544	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.017593
IV2018082911514477	2018-08-16	LIMLNK0086	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.291583
IV2018091310241016	2018-08-16	LIMLNK0105	1	3130	6	ongunstig	RapportageHR	2	50	0.169361
IV2018091011515161	2018-08-23	LIMZNH0225	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.301986
IV2018091108383153	2018-08-30	LIMHAS0672	1	3130	6	ongunstig	RapportageHR	2	50	0.108806
IV2021110214580344	2018-09-06	OVLALT0332	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.348375
IV2018101612451289	2018-09-18	LIMGNK0147	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.516708
IV2018101612080606	2018-09-20	ANTBRS0068	0	3130	6	ongunstig	RapportageHR	2	50	0.2
IV2018101006000237	2018-09-21	ANTARE0200	1	3130	6	ongunstig	RapportageHR	2	50	0.219444
IV2018101514471402	2018-09-27	ANTBSE0165	0	3130	6	ongunstig	RapportageHR	2	50	0.15325
IV2018101514541455	2018-09-28	ANTLIL0415	1	3130	6	ongunstig	RapportageHR	2	50	0.163056
IV2018101612410860	2018-10-01	LIMGNK0127	1	3130	6	ongunstig	RapportageHR	2	50	0.2
IV2018101611291989	2018-10-03	ANTMAL0136	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.530597
IV2018101722342586	2018-10-03	OVLALT0344	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.056667
IV2018101206470581	2018-10-05	LIMMSK0007	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.360319
IV2019110513593676	2018-10-12	LIMLOM0467	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.342264
IV2018101715281848	2018-10-17	LIMMSK0134	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.300042
IV2018102607035926	2018-10-18	LIMDPB0158	1	3130	6	gunstig	RapportageHR	0	100	0.602819
IV2018102606574456	2018-10-19	LIMGNK0055	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.516708
IV2019082913452312	2019-02-19	LIMGNK0081	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.297819
IV2019110513521363	2019-06-14	LIMZNH0206	1	3130	6	ongunstig	RapportageHR	2	50	0.221296
IV2019110510125707	2019-07-01	ANTBAA0044	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.277694
IV2019103117514907	2019-07-23	ANTKAS0515	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.072487
IV2019080913355919	2019-07-29	LIMHAS0619	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.450042
IV2019080913060672	2019-07-30	LIMZNH0036	1	3130	6	ongunstig	RapportageHR	2	50	0.191111
IV2019080913204931	2019-07-30	LIMZNH0065	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.497264
IV2019080913523810	2019-08-01	ANTMOL0152	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.351986
IV2019080912525522	2019-08-06	LIMHAS0463	0	3130	6	ongunstig	RapportageHR	2	50	0.140042
IV2019080912472073	2019-08-06	LIMZNH0432	1	3130	6	ongunstig	RapportageHR	1	83.3333333333333	0.448375
IV2019102914251364	2019-08-13	ANTMEC0388	0	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.480597
IV2019082913504693	2019-08-19	LIMGNK0180	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.186111
IV2019082910244478	2019-08-20	LIMGNK0103	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.305472
IV2019082913384667	2019-08-22	LIMGNK0118	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.519486
IV2019111413153709	2019-09-03	ANTKAS0213	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.13593
IV2019102914495301	2019-09-13	LIMGNK0142	1	3130	6	ongunstig	RapportageHR	2	66.6666666666667	0.289023
IV2019100112171755	2019-09-16	ANTRIJ0308	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.352819
IV2019100406581958	2019-09-18	ANTBSE0336	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.4
IV2019100111354307	2019-09-18	ANTBSE0338	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.162264
IV2019100407263017	2019-10-02	LIMLNK0237	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.175042
IV2019100407370381	2019-10-03	LIMBRE0077	1	3130	6	ongunstig	RapportageHR	4	16.6666666666667	-0.292187
IV2020100215212562	2019-10-07	LIMBRE0285	1	3130	6	ongunstig	RapportageHR	2	50	0.026944
IV2019102909351981	2019-10-08	ANTBSE0215	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.357542
IV2020100611283895	2019-10-14	LIMBRE0283	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.508375
IV2020092915332513	2020-08-12	LIMHHE0114	0	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.525042
IV2021051715543392	2020-08-25	ANTZAN0122	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.324917
IV2020102007454335	2020-08-26	ANTZAN0175	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.25825
IV2021031216272618	2020-09-07	LIMHHE0286	0	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.0325
IV2020092215333351	2020-09-15	ANTMOL0143	1	3130	6	ongunstig	RapportageHR	2	50	0.149361
IV2021102811575679	2021-06-30	LIMDST0108	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.380556
IV2021102616510246	2021-10-08	ANTBSE0159	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.205597
IV2024011710122457	2022-06-27	LIMDST0108	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.463931
IV2023022217143446	2022-07-29	ANTTUR0046	1	3130	6	ongunstig	RapportageHR	2	50	-0.093602
IV2023013116521794	2022-08-31	ANTRAV0230	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.266583
IV2023011817014307	2022-09-05	ANTMRK0177	1	3130	6	ongunstig	RapportageHR	2	50	0.072139
IV2023013119020620	2022-09-05	ANTTUR0287	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.064898
IV2023021917120566	2022-09-15	ANTTUR0296	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.196338
IV2023022021382910	2022-10-05	ANTTUR0065	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.360319
IV2023022016531973	2022-10-05	ANTTUR0277	1	3130	6	ongunstig	RapportageHR	2	50	0.051028
IV2023022014152316	2022-10-10	ANTTUR0301	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.174639
IV2023022012290846	2022-10-11	ANTTUR0304	1	3130	6	ongunstig	RapportageHR	2	50	0.158375
IV2023080113480207	2023-07-19	ANTTUR0302	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.228787
IV2024011716321225	2023-09-20	ANTRAV0052	1	3130	6	ongunstig	RapportageHR	4	16.6666666666667	-0.318862
IV2024011616290864	2023-10-02	ANTRAV0211	1	3130	6	ongunstig	RapportageHR	2	50	0.092859
IV2024120314351026	2024-06-12	LIMZNH0446	1	3130	6	ongunstig	RapportageHR	2	50	0.012615
IV2024120415554368	2024-07-08	ANTMOL0092	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.307978
IV2024101108222189	2024-07-15	LIMDST0108	1	3130	6	gunstig	RapportageHR	0	83.3333333333333	0.430597
IV2024101413031672	2024-07-22	LIMZNH0150	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.329764
IV2024101810330737	2024-08-19	LIMBRE0073	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.416667
IV2024101812524683	2024-08-22	LIMHHE0286	0	3130	6	ongunstig	RapportageHR	2	50	0.204764
IV2024101812580212	2024-08-22	LIMZNH0043	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.085665
IV2024102107481869	2024-08-26	ANTMEC0388	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.350042
IV2024102113082142	2024-08-30	ANTBAA0048	0	3130	6	ongunstig	RapportageHR	2	50	0.091583
IV2024102115013502	2024-09-03	LIMGNK0062	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	-0.065741
IV2024102115233855	2024-09-03	LIMGNK0182	1	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.014907
IV2024102115573343	2024-09-04	ANTKAS0501	1	3130	6	ongunstig	RapportageHR	2	50	-0.025917
IV2024102916145910	2024-09-05	LIMHAS0165	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.246431
IV2024102916363975	2024-09-05	LIMHAS0462	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.291583
IV2024103007275411	2024-09-09	LIMBOC0019	0	3130	6	ongunstig	RapportageHR	3	33.3333333333333	0.023375
IV2024103011443885	2024-09-10	LIMZNH0516	1	3130	6	ongunstig	RapportageHR	2	50	0.146389
IV2024103007415234	2024-09-10	LIMZNH0576	1	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.221153
IV2024103109575023	2024-09-16	LIMLOM0067	1	3130	6	ongunstig	RapportageHR	2	50	0.246389
IV2024110408093124	2024-10-03	ANTMRK0228	0	3130	6	ongunstig	RapportageHR	1	66.6666666666667	0.338097
IV2018102513330797	2014-09-01	ANTMOL0164	1	3140	7	ongunstig	RapportageHR	1	80	0.593468
IV2018102513502132	2014-09-08	ANTWIL0020	0	3140	7	ongunstig	RapportageHR	2	60	0.412362
IV2021012910232660	2016-05-22	VBRKAM0120	1	3140	7	ongunstig	RapportageHR	2	40	-0.156767
IV2017042510131430	2016-07-27	LIMGNK0035	1	3140	7	ongunstig	RapportageHR	1	80	0.606148
IV2017042509542011	2016-08-23	ANTRIJ0006	1	3140	7	ongunstig	RapportageHR	1	80	0.521479
IV2017032809493991	2016-08-31	LIMGNK0182	1	3140	7	ongunstig	RapportageHR	4	20	-0.088159
IV2017032011233563	2016-10-13	ANTMOL0555	1	3140	7	ongunstig	RapportageHR	1	80	0.572483
IV2017030216035187	2016-10-14	ANTLIL0362	1	3140	7	ongunstig	RapportageHR	1	60	0.266667
IV2018030607315791	2017-06-23	ANTLIL0243	1	3140	7	ongunstig	RapportageHR	1	80	0.625764
IV2017120813404463	2017-06-27	LIMTON0189	1	3140	7	ongunstig	RapportageHR	2	60	0.275614
IV2018091413035960	2017-07-14	OVLSIN0269	1	3140	7	ongunstig	RapportageHR	1	60	0.052272
IV2018022807471313	2017-08-04	OVLSTK0295	1	3140	7	ongunstig	RapportageHR	1	80	0.583383
IV2017120813445226	2017-08-18	ANTBCT0252	1	3140	7	ongunstig	RapportageHR	2	60	0.471429
IV2018020911503453	2017-09-06	ANTARE0309	1	3140	7	ongunstig	RapportageHR	4	20	-0.016297
IV2018020909501549	2017-09-06	ANTMOL0546	1	3140	7	ongunstig	RapportageHR	3	40	0.138855
IV2018110813004302	2017-09-13	ANTTUR0207	1	3140	7	ongunstig	RapportageHR	1	80	0.536797
IV2018031612035132	2017-09-19	LIMZUT0080	1	3140	7	ongunstig	RapportageHR	3	20	-0.322279
IV2018022809172113	2017-09-29	ANTBAA0036	1	3140	7	ongunstig	RapportageHR	3	40	0.18407
IV2017120807095988	2017-10-20	LIMZNH0477	1	3140	7	ongunstig	RapportageHR	4	20	-0.031853
IV2019111914245464	2018-05-24	LIMTON0189	1	3140	7	ongunstig	RapportageHR	3	40	0.181429
IV2025011010231480	2018-05-24	OVLBVN0466	0	3140	7	gunstig	RapportageHR	0	80	0.406717
IV2024121811134796	2018-05-24	OVLBVN0467	0	3140	7	ongunstig	RapportageHR	1	60	0.144336
IV2018082714551969	2018-07-20	ANTMOL0089	1	3140	7	ongunstig	RapportageHR	2	60	0.192007
IV2018101612141219	2018-09-20	ANTBRS0068	0	3140	7	ongunstig	RapportageHR	2	40	0.053413
IV2018101715313167	2018-10-17	LIMMSK0134	1	3140	7	ongunstig	RapportageHR	1	80	0.546787
IV2019110508334755	2019-06-20	ANTBSE0132	1	3140	7	ongunstig	RapportageHR	2	60	0.252857
IV2019103119511590	2019-06-20	ANTLIL0303	1	3140	7	gunstig	RapportageHR	0	80	0.416717
IV2019110514345308	2019-06-27	LIMZNH0563	1	3140	7	ongunstig	RapportageHR	1	80	0.576717
IV2019080912402364	2019-07-23	ANTLIL0004	1	3140	7	ongunstig	RapportageHR	2	60	0.4099
IV2019080913390919	2019-07-29	LIMHAS0619	1	3140	7	ongunstig	RapportageHR	1	80	0.511479
IV2019080913571562	2019-08-01	ANTMOL0152	1	3140	7	ongunstig	RapportageHR	1	80	0.61915
IV2019080912572674	2019-08-05	ANTMOL0066	0	3140	7	ongunstig	RapportageHR	2	60	0.310664
IV2019102914171224	2019-08-13	ANTMEC0388	0	3140	7	ongunstig	RapportageHR	1	80	0.5799
IV2019082910082519	2019-08-13	VBRKAM0021	1	3140	7	ongunstig	RapportageHR	1	60	0.154336
IV2019102916003956	2019-09-09	VBRKAM0057	1	3140	7	ongunstig	RapportageHR	2	60	0.24915
IV2019102908040675	2019-09-23	OVLBLE0018	1	3140	7	ongunstig	RapportageHR	2	60	0.395666
IV2020050408242536	2019-09-25	VBRARS0370	1	3140	7	ongunstig	RapportageHR	4	20	-0.217659
IV2021012108263313	2020-04-24	ANTANT0315	0	3140	7	ongunstig	RapportageHR	2	40	-0.158989
IV2021012108361395	2020-04-24	ANTANT0319	0	3140	7	ongunstig	RapportageHR	2	60	0.41
IV2021012110314355	2020-05-04	OVLBVN0469	0	3140	7	gunstig	RapportageHR	0	80	0.25005
IV2021012110124411	2020-05-07	OVLBVN0304	0	3140	7	ongunstig	RapportageHR	1	60	0.196717
IV2021012110252804	2020-05-07	OVLBVN0468	0	3140	7	gunstig	RapportageHR	0	80	0.41005
IV2021012110391842	2020-05-07	OVLBVN0471	0	3140	7	gunstig	RapportageHR	0	80	0.273383
IV2021012109232895	2020-05-08	OVLBVN0053	0	3140	7	ongunstig	RapportageHR	2	40	-0.096637
IV2021012109315303	2020-05-08	OVLBVN0180	0	3140	7	ongunstig	RapportageHR	1	80	0.635764
IV2021012109360592	2020-05-08	OVLBVN0184	0	3140	7	ongunstig	RapportageHR	1	80	0.65005
IV2021012109393203	2020-05-08	OVLBVN0197	0	3140	7	gunstig	RapportageHR	0	100	0.683383
IV2021012109435359	2020-05-08	OVLBVN0213	0	3140	7	ongunstig	RapportageHR	1	60	0.25005
IV2021012109480309	2020-05-08	OVLBVN0217	0	3140	7	gunstig	RapportageHR	0	100	0.783383
IV2021012109560765	2020-05-08	OVLBVN0228	0	3140	7	gunstig	RapportageHR	0	80	0.183383
IV2021012109195068	2020-05-12	ANTBRM0350	0	3140	7	ongunstig	RapportageHR	1	60	0.19
IV2021012111201466	2020-05-12	WVLKNO0102	1	3140	7	ongunstig	RapportageHR	3	40	0.016249
IV2021012609022545	2020-05-12	WVLKNO0106	0	3140	7	ongunstig	RapportageHR	1	60	0.172272
IV2021012110001562	2020-05-13	OVLBVN0301	0	3140	7	ongunstig	RapportageHR	1	80	0.625816
IV2021012110042409	2020-05-13	OVLBVN0302	0	3140	7	ongunstig	RapportageHR	1	60	0.054816
IV2021012110182559	2020-05-13	OVLBVN0305	0	3140	7	ongunstig	RapportageHR	2	40	-0.123203
IV2021012110431747	2020-05-22	OVLSTL0322	0	3140	7	ongunstig	RapportageHR	2	60	0.154344
IV2021012110344274	2020-06-07	OVLBVN0470	0	3140	7	ongunstig	RapportageHR	1	60	0.166667
IV2020092215565805	2020-09-15	ANTMOL0143	1	3140	7	ongunstig	RapportageHR	1	80	0.44281
IV2021040616143271	2020-09-16	ANTMEC0180	0	3140	7	ongunstig	RapportageHR	2	40	0.03748
IV2020101917311734	2020-10-16	ANTMOL0068	0	3140	7	ongunstig	RapportageHR	1	80	0.629481
IV2022012514502036	2021-06-16	OVLBVN0202	0	3140	7	ongunstig	RapportageHR	3	20	-0.232132
IV2022012515193464	2021-06-21	OVLBVN0430	0	3140	7	ongunstig	RapportageHR	4	0	-0.560854
IV2022012514291966	2021-06-25	OVLBVN0235	0	3140	7	ongunstig	RapportageHR	3	40	0.115208
IV2022012515390379	2021-06-29	OVLBVN0680	0	3140	7	ongunstig	RapportageHR	2	40	-0.181211
IV2024121809142613	2022-05-22	OVLBVN0466	0	3140	7	ongunstig	RapportageHR	1	80	0.566148
IV2025020510013881	2022-07-05	OVLGNT0817	0	3140	7	gunstig	RapportageHR	0	100	0.683396
IV2025020511155513	2022-08-18	WVLHAR0329	0	3140	7	ongunstig	RapportageHR	1	80	0.495816
IV2024120615501766	2024-06-25	OVLBVN0464	0	3140	7	ongunstig	RapportageHR	2	40	-0.038749
IV2024101008380195	2024-07-04	LIMZNH0563	1	3140	7	ongunstig	RapportageHR	1	80	0.515816
IV2024101813485494	2024-08-22	LIMZNH0043	1	3140	7	ongunstig	RapportageHR	2	60	0.238304
IV2024102108005683	2024-08-26	ANTMEC0388	0	3140	7	ongunstig	RapportageHR	2	60	0.313328
IV2024102108121045	2024-08-28	ANTANT0480	0	3140	7	ongunstig	RapportageHR	1	60	0.02915
IV2024112010420092	2024-08-29	ANTMOL0747	1	3140	7	ongunstig	RapportageHR	2	60	0.422433
IV2024102113110695	2024-08-30	ANTBAA0048	0	3140	7	ongunstig	RapportageHR	3	40	-0.051469
IV2024103007363138	2024-09-09	LIMBOC0019	0	3140	7	ongunstig	RapportageHR	3	40	-0.012011
IV2024103011385514	2024-09-10	LIMZNH0516	1	3140	7	ongunstig	RapportageHR	2	60	0.232007
IV2024120317531856	2024-09-12	OVLBVN0462	0	3140	7	ongunstig	RapportageHR	1	80	0.423433
IV2024103113221143	2024-09-25	ANTMOL0068	0	3140	7	ongunstig	RapportageHR	1	80	0.631482
IV2024103113472220	2024-09-26	LIMKIN0231	1	3140	7	ongunstig	RapportageHR	3	20	-0.22001
IV2024110408043212	2024-10-03	ANTMRK0228	0	3140	7	ongunstig	RapportageHR	2	40	-0.004334
IV2021110118435628	2014-06-30	VBRSZI0235	1	3150	8	ongunstig	RapportageHR	3	20	-0.152767
IV2021110118102324	2014-06-30	VBRSZI0277	1	3150	8	ongunstig	RapportageHR	2	60	0.124286
IV2021102922080890	2014-08-10	LIMLUM0401	1	3150	8	ongunstig	RapportageHR	1	80	0.276792
IV2018102513452791	2014-09-01	ANTMOL0036	0	3150	8	ongunstig	RapportageHR	2	40	-0.01734
IV2018102513371536	2014-09-01	ANTMOL0164	1	3150	8	ongunstig	RapportageHR	2	40	-0.040015
IV2021051810591425	2015-08-21	VBRSZI0297	1	3150	8	ongunstig	RapportageHR	2	40	-0.06619
IV2021102611231547	2015-10-08	ANTKAS0431	1	3150	8	ongunstig	RapportageHR	2	60	0.2091
IV2019103117565176	2015-10-08	ANTTUR0142	1	3150	8	ongunstig	RapportageHR	3	20	-0.238191
IV2021102612523570	2016-07-22	LIMGNK0095	1	3150	8	ongunstig	RapportageHR	2	40	-0.223433
IV2017042510052573	2016-07-27	LIMGNK0035	1	3150	8	ongunstig	RapportageHR	1	80	0.426148
