"";"ID";"survey";"user_reference";"location";"date";"latitude";"Habitattype";"reliability";"Versie";"aantal sleutelsoorten frequent";"aantal sleutelsoorten laag-abundant";"bedekking eutrofiëring";"bedekking helofyten";"bedekking invasieve exoten";"grootste vegetatievlek in m²"
"140";"IV2023082312000029";"HT3260";"Maas_09_20230817";"Maas_09";"2023-08-17";509864675610124;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"141";"IV2023082312000030";"HT3260";"Maas_11_20230817";"Maas_11";"2023-08-17";509872765885558;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"142";"IV2023082312000031";"HT3260";"Maas_03_20230818";"Maas_03";"2023-08-18";510575821964806;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"143";"IV2023082312000032";"HT3260";"Maas_05_20230818";"Maas_05";"2023-08-18";510540078669129;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"144";"IV2023082312000033";"HT3260";"Maas_06_20230818";"Maas_06";"2023-08-18";510454833016821;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"145";"IV2023082312000034";"HT3260";"Maas_14_20230818";"Maas_14";"2023-08-18";510144301424329;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"146";"IV2024091612000002";"HT3260";"BorBe_03_20240607";"BorBe_03";"2024-06-07";51,105470318;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"147";"IV2024091612000003";"HT3260";"AntGr_01_20240610";"AntGr_01";"2024-06-10";51,34721646;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"148";"IV2024091612000006";"HT3260";"KlHGr_06_20240625";"KlHGr_06";"2024-06-25";51,184615652;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"149";"IV2024091612000007";"HT3260";"KlHGr_04_20240625";"KlHGr_04";"2024-06-25";51,184874039;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"150";"IV2024091612000008";"HT3260";"SchNe_10_20240625";"SchNe_10";"2024-06-25";51,199469451;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"151";"IV2024091612000010";"HT3260";"Stiemer_03_20240704";"Stiemer_03";"2024-07-04";50,991508996;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"152";"IV2024091612000013";"HT3260";"BolBe_09_20240705";"BolBe_09";"2024-07-05";51,118033038;"3260";"matig";"Versie 3";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
"153";"IV2024091612000015";"HT3260";"WarBe_04_20240705";"WarBe_04";"2024-07-05";51,1991591;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"154";"IV2024091612000016";"HT3260";"DesNe_05_20240708";"DesNe_05";"2024-07-08";51,248581884;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"155";"IV2024091612000019";"HT3260";"Voer_07_20240813";"Voer_07";"2024-08-13";50,755480504;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"156";"IV2024091612000020";"HT3260";"ZieBe_01_20240813";"ZieBe_01";"2024-08-13";50,93409227;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"157";"IV2024091612000021";"HT3260";"IttBe_02_20240813";"IttBe_02";"2024-08-13";51,119999719;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"158";"IV2024091612000022";"HT3260";"WarBe_05_20240813";"WarBe_05";"2024-08-13";51,2033209;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"159";"IV2024091612000023";"HT3260";"GroNe_08_20240813";"GroNe_08";"2024-08-13";51,162044525;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"160";"IV2024091612000024";"HT3260";"GroNe_14_20240814";"GroNe_14";"2024-08-14";51,155771892;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"161";"IV2024091612000026";"HT3260";"DeAa_02_20240814";"DeAa_02";"2024-08-14";51,196252514;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"162";"IV2024091612000027";"HT3260";"Maas_01_20240821";"Maas_01";"2024-08-21";51,13641122;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;TRUE
"163";"IV2024091612000028";"HT3260";"Maas_37_20240821";"Maas_37";"2024-08-21";51,128658224;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"164";"IV2024091612000029";"HT3260";"Maas_39_20240821";"Maas_39";"2024-08-21";51,095045709;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
