"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability"
"152";"IV2018082414191907";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_005_3130a_18";"AN_TVG_005";"2018-07-10";51,36494004;4,9361685;"3130_aom";"hoog"
"153";"IV2018082414303701";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_005_3130n_18";"AN_TVG_005";"2018-07-10";51,36494004;4,9361685;"3130_na";"hoog"
"154";"IV2018082708265940";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_002_3130n_18";"AN_TVG_002";"2018-07-13";51,37053121;4,9419327;"3130_na";"hoog"
"155";"IV2018082708404936";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_002_3110_18";"AN_TVG_002";"2018-07-13";51,37053121;4,9419327;"3110";"hoog"
"156";"IV2018082708514386";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_002_3130a_18";"AN_TVG_002";"2018-07-13";51,37053121;4,9419327;"3130_aom";"hoog"
"157";"IV2018082712222671";"HT31xx_LSVI_StilstaandeWateren";"LI_LOM_001_3130a_18";"LI_LOM_001";"2018-07-17";51,21856385;5,23762395;"3130_aom";"hoog"
"158";"IV2018082714371371";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_005_3150_18";"AN_RPT_005";"2018-07-20";51,29894724;5,14665195;"3150";"hoog"
"159";"IV2018082714551969";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_005_3140_18";"AN_RPT_005";"2018-07-20";51,29894724;5,14665195;"3140";"hoog"
"160";"IV2018082808303101";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_003_3130a_18";"LI_VZB_003";"2018-07-19";51,087208;5,37464079;"3130_aom";"hoog"
"161";"IV2018082808454134";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_003_3160_18";"LI_VZB_003";"2018-07-19";51,087208;5,37464079;"3160";"hoog"
"162";"IV2018082814440090";"HT31xx_LSVI_StilstaandeWateren";"AN_MEC_002_3150_18";"AN_MEC_002";"2018-06-06";51,01667448;4,50923572;"3150";"hoog"
"163";"IV2018082908092463";"HT31xx_LSVI_StilstaandeWateren";"AN_VOL_002_3130n_18";"AN_VOL_002";"2018-07-18";51,16221534;5,07857339;"3130_na";"hoog"
"164";"IV2018082909343381";"HT31xx_LSVI_StilstaandeWateren";"LI_HAG_003_3160_18";"LI_HAG_003";"2018-06-25";51,26074;5,41660686;"3160";"hoog"
"165";"IV2018082911514477";"HT31xx_LSVI_StilstaandeWateren";"LI_SLU_001_3130n_18";"LI_SLU_001";"2018-08-16";50,93190539;5,65033931;"3130_na";"hoog"
"166";"IV2018083008425607";"HT31xx_LSVI_StilstaandeWateren";"LI_PIJ_002_3130a_17";"LI_PIJ_002";"2017-08-08";51,17411905;5,35457209;"3130_aom";"hoog"
"167";"IV2018083009021339";"HT31xx_LSVI_StilstaandeWateren";"LI_PIJ_002_3160_17";"LI_PIJ_002";"2017-08-08";51,17411905;5,35457209;"3160";"hoog"
"168";"IV2018083009213994";"HT31xx_LSVI_StilstaandeWateren";"AN_MOS_002_3160_18";"AN_MOS_002";"2018-07-18";51,17708799;5,24011933;"3160";"hoog"
"169";"IV2018083009353126";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_008_3130a_18";"LI_WIK_008";"2018-08-01";50,97263248;5,42514334;"3130_aom";"hoog"
"170";"IV2018083010065136";"HT31xx_LSVI_StilstaandeWateren";"AN_OLB_002_3130a_18";"AN_OLB_002";"2018-06-18";51,18935186;4,87497269;"3130_aom";"hoog"
"171";"IV2018090412381639";"HT31xx_LSVI_StilstaandeWateren";"LI_MOB_001_3130n_18";"LI_MOB_001";"2018-08-01";51,16319823;5,73812685;"3130_na";"hoog"
"172";"IV2018090412483372";"HT31xx_LSVI_StilstaandeWateren";"OV_DON_003_3150_18";"OV_DON_003";"2018-08-08";51,0267833;3,99464376;"3150";"hoog"
"173";"IV2018090508595162";"HT31xx_LSVI_StilstaandeWateren";"LI_BAT_001_3130a_18";"LI_BAT_001";"2018-08-01";51,13004585;5,72377425;"3130_aom";"hoog"
"174";"IV2018090509082763";"HT31xx_LSVI_StilstaandeWateren";"LI_BAT_001_3160_18";"LI_BAT_001";"2018-08-01";51,13004585;5,72377425;"3160";"hoog"
"175";"IV2018090509480277";"HT31xx_LSVI_StilstaandeWateren";"LI_SCH_001_3130n_18";"LI_SCH_001";"2018-08-02";51,09323908;5,74204378;"3130_na";"hoog"
"176";"IV2018090510080311";"HT31xx_LSVI_StilstaandeWateren";"WV_GUP_001_3130a_18";"WV_GUP_001";"2017-10-04";51,07549125;3,34556031;"3130_aom";"hoog"
"177";"IV2018090510164322";"HT31xx_LSVI_StilstaandeWateren";"WV_GUP_002_3130n_17";"WV_GUP_002";"2017-10-04";51,07745038;3,34352574;"3130_na";"hoog"
"178";"IV2018090510175155";"HT31xx_LSVI_StilstaandeWateren";"WV_GUP_002_3130a_17";"WV_GUP_002";"2017-10-04";51,07745038;3,34352574;"3130_aom";"hoog"
"179";"IV2018090510275856";"HT31xx_LSVI_StilstaandeWateren";"LI_BER_004_3130a_18";"LI_BER_004";"2018-08-02";51,07190001;5,69487076;"3130_aom";"hoog"
"180";"IV2018090514203660";"HT31xx_LSVI_StilstaandeWateren";"AN_ZEG_004_3130a_18";"AN_ZEG_004";"2017-07-17";51,19412136;4,93904724;"3130_aom";"hoog"
"181";"IV2018090514382356";"HT31xx_LSVI_StilstaandeWateren";"OV_DAM_001_3150_18";"OV_DAM_001";"2018-07-16";51,0564882;3,83194484;"3150";"hoog"
"182";"IV2018090608472872";"HT31xx_LSVI_StilstaandeWateren";"LI_HOE_001_3130a_18";"LI_HOE_001";"2018-08-03";50,89578416;5,57140885;"3130_aom";"hoog"
"183";"IV2018090609025511";"HT31xx_LSVI_StilstaandeWateren";"AN_ZEG_002_3130n_17";"AN_ZEG_002";"2017-08-31";51,19918756;4,93280308;"3130_na";"hoog"
"184";"IV2018090609212270";"HT31xx_LSVI_StilstaandeWateren";"AN_ZEG_002_3150_17";"AN_ZEG_002";"2017-08-25";51,19918756;4,93280308;"3150";"hoog"
"185";"IV2018090613583635";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_002_3130n_18";"LI_MLV_002";"2018-08-14";50,97632479;5,30687023;"3130_na";"hoog"
"186";"IV2018091011515161";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_014_3130n_18";"LI_MLV_014";"2018-08-23";50,96753241;5,33570576;"3130_na";"hoog"
"187";"IV2018091014594933";"HT31xx_LSVI_StilstaandeWateren";"AN_ENK_002_3130a_18";"AN_ENK_002";"2018-08-24";51,17958189;4,79089297;"3130_aom";"hoog"
"188";"IV2018091015012343";"HT31xx_LSVI_StilstaandeWateren";"AN_ENK_002_3160_18";"AN_ENK_002";"2018-08-24";51,17958189;4,79089297;"3160";"hoog"
"189";"IV2018091107504655";"HT31xx_LSVI_StilstaandeWateren";"AN_ENK_001_3160_18";"AN_ENK_001";"2018-08-24";51,17891546;4,79155922;"3160";"hoog"
"190";"IV2018091108383153";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_011_3130n_18";"LI_MLV_011";"2018-08-30";50,96413092;5,29803348;"3130_na";"hoog"
"191";"IV2018091112013619";"HT31xx_LSVI_StilstaandeWateren";"VB_KOR_001_3150_18";"VB_KOR_001";"2018-08-22";50,88480099;4,55127618;"3150";"hoog"
"192";"IV2018091310241016";"HT31xx_LSVI_StilstaandeWateren";"LI_JUF_001_3130n_18";"LI_JUF_001";"2018-08-16";50,93147562;5,65400956;"3130_na";"hoog"
"193";"IV2018091311180061";"HT31xx_LSVI_StilstaandeWateren";"WV_KPV_001_3150_17";"WV_KPV_001";"2017-10-04";51,11837539;3,24333676;"3150";"hoog"
"194";"IV2018091413035960";"HT31xx_LSVI_StilstaandeWateren";"OV_FON_002_3140_17";"OV_FON_002";"2017-07-14";51,17304985;4,0088214;"3140";"hoog"
"195";"IV2018101005532264";"HT31xx_LSVI_StilstaandeWateren";"AN_ARE_001_3130a_18";"AN_ARE_001";"2018-09-21";51,30143229;5,13482414;"3130_aom";"hoog"
"196";"IV2018101006000237";"HT31xx_LSVI_StilstaandeWateren";"AN_ARE_001_3130n_18";"AN_ARE_001";"2018-09-21";51,30143229;5,13482414;"3130_na";"hoog"
"197";"IV2018101206332344";"HT31xx_LSVI_StilstaandeWateren";"AN_KSV_001_3160_18";"AN_KSV_001";"2018-09-25";51,36060264;4,49790135;"3160";"hoog"
"198";"IV2018101206401783";"HT31xx_LSVI_StilstaandeWateren";"LI_BER_001_3130a_18";"LI_BER_001";"2018-10-05";51,06838868;5,69221921;"3130_aom";"hoog"
"199";"IV2018101206470581";"HT31xx_LSVI_StilstaandeWateren";"LI_BER_001_3130n_18";"LI_BER_001";"2018-10-05";51,06838868;5,69221921;"3130_na";"hoog"
"200";"IV2018101514360810";"HT31xx_LSVI_StilstaandeWateren";"AN_E10_002_3130a_18";"AN_E10_002";"2018-07-25";51,3765988;4,60589241;"3130_aom";"hoog"
"201";"IV2018101514410150";"HT31xx_LSVI_StilstaandeWateren";"AN_E10_002_3150_18";"AN_E10_002";"2018-07-25";51,3765988;4,60589241;"3150";"hoog"
"202";"IV2018101514471402";"HT31xx_LSVI_StilstaandeWateren";"AN_GKH_001_3130n_18";"AN_GKH_001";"2018-09-27";51,33216883;4,84528567;"3130_na";"hoog"
"203";"IV2018101514513628";"HT31xx_LSVI_StilstaandeWateren";"AN_GIE_001_3130a_18";"AN_GIE_001";"2018-09-28";51,28421128;4,88508727;"3130_aom";"hoog"
"204";"IV2018101514541455";"HT31xx_LSVI_StilstaandeWateren";"AN_GIE_001_3130n_18";"AN_GIE_001";"2018-09-28";51,28421128;4,88508727;"3130_na";"hoog"
"205";"IV2018101515184939";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_001_3150_18";"LI_BOK_001";"2018-09-18";50,95930638;5,39449751;"3150";"hoog"
"206";"IV2018101515220639";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_005_3150_18";"VB_VOR_005";"2018-09-24";50,97131121;4,79321445;"3150";"hoog"
"207";"IV2018101515285131";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_005_3130a_18";"VB_VOR_005";"2018-09-24";50,97131121;4,79321445;"3130_aom";"hoog"
"208";"IV2018101611291989";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_001_3130n_18";"AN_DVH_001";"2018-10-03";51,32652805;4,71933037;"3130_na";"hoog"
"209";"IV2018101611385572";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_005_3130a_18";"AN_DVH_005";"2018-07-26";51,33046508;4,73113306;"3130_aom";"hoog"
"210";"IV2018101611434662";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_005_3130n_18";"AN_DVH_005";"2018-07-26";51,33046508;4,73113306;"3130_na";"hoog"
"211";"IV2018101612012319";"HT31xx_LSVI_StilstaandeWateren";"AN_E10_001_3130a_18";"AN_E10_001";"2018-09-20";51,30287269;4,53518526;"3130_aom";"hoog"
"212";"IV2018101612080606";"HT31xx_LSVI_StilstaandeWateren";"AN_E10_001_3130n_18";"AN_E10_001";"2018-09-20";51,30287269;4,53518526;"3130_na";"hoog"
"213";"IV2018101612141219";"HT31xx_LSVI_StilstaandeWateren";"AN_E10_001_3140_18";"AN_E10_001";"2018-09-20";51,30287269;4,53518526;"3140";"hoog"
"214";"IV2018101612410860";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_002_3130n_18";"LI_BOK_002";"2018-10-01";50,95808717;5,39023828;"3130_na";"hoog"
"215";"IV2018101612451289";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_003_3130n_18";"LI_BOK_003";"2018-09-18";50,95809482;5,39181837;"3130_na";"hoog"
"216";"IV2018101612554328";"HT31xx_LSVI_StilstaandeWateren";"LI_HAG_004_3130n_18";"LI_HAG_004";"2018-06-05";51,25920061;5,4086222;"3130_na";"matig"
"217";"IV2018101613004118";"HT31xx_LSVI_StilstaandeWateren";"LI_HAG_004_3130a_18";"LI_HAG_004";"2018-06-05";51,25920061;5,4086222;"3130_aom";"hoog"
"218";"IV2018101613064311";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_008_3130a_18";"AN_SNE_008";"2018-09-17";51,20948033;4,873433;"3130_aom";"hoog"
"219";"IV2018101613204036";"HT31xx_LSVI_StilstaandeWateren";"AN_DEB_001_3130a_18";"AN_DEB_001";"2018-09-25";51,46242209;4,43914449;"3130_aom";"hoog"
"220";"IV2018101613254663";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_006_3130a_18";"AN_SNE_006";"2018-09-14";51,2000324;4,88194557;"3130_aom";"hoog"
"221";"IV2018101715281848";"HT31xx_LSVI_StilstaandeWateren";"LI_BER_003_3130n_18";"LI_BER_003";"2018-10-17";51,06743907;5,69684039;"3130_na";"hoog"
"222";"IV2018101715313167";"HT31xx_LSVI_StilstaandeWateren";"LI_BER_003_3140_18";"LI_BER_003";"2018-10-17";51,06743907;5,69684039;"3140";"hoog"
"223";"IV2018101719542365";"HT31xx_LSVI_StilstaandeWateren";"VB_VIN_002_3150_18";"VB_VIN_002";"2018-09-24";50,83727734;5,13024341;"3150";"hoog"
"224";"IV2018101721571240";"HT31xx_LSVI_StilstaandeWateren";"LI_EGO_001_3150_18";"LI_EGO_001";"2018-09-24";50,75013857;5,26452598;"3150";"hoog"
"225";"IV2018101722034851";"HT31xx_LSVI_StilstaandeWateren";"AN_SPB_002_3130a_18";"AN_SPB_002";"2018-09-24";51,14170434;5,02081106;"3130_aom";"hoog"
"226";"IV2018101722193842";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_001_3130a_18";"OV_KRA_001";"2018-10-03";51,07520308;3,48103313;"3130_aom";"hoog"
"227";"IV2018101722342586";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_001_3130n_18";"OV_KRA_001";"2018-10-03";51,07520308;3,48103313;"3130_na";"hoog"
"228";"IV2018102513241287";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_001_3130n_14";"AN_MOL_001";"2014-09-01";51,22371863;5,19803463;"3130_na";"hoog"
"229";"IV2018102513330797";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_001_3140_14";"AN_MOL_001";"2014-09-01";51,22371863;5,19803463;"3140";"hoog"
"230";"IV2018102513371536";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_001_3150_14";"AN_MOL_001";"2014-09-01";51,22371863;5,19803463;"3150";"hoog"
"231";"IV2018102513452791";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_002_3150_14";"AN_MOL_002";"2014-09-01";51,22938033;5,17356659;"3150";"hoog"
"232";"IV2018102513502132";"HT31xx_LSVI_StilstaandeWateren";"AN_HAZ_001_3140_14";"AN_HAZ_001";"2014-09-08";51,06214799;4,40391946;"3140";"hoog"
"233";"IV2018102606574456";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_011_3130n_18";"LI_MAT_011";"2018-10-19";50,95386192;5,4456117;"3130_na";"hoog"
"234";"IV2018102607035926";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_012_3130n_18";"LI_MAT_012";"2018-10-18";50,94252701;5,43367798;"3130_na";"hoog"
"235";"IV2018102912371643";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_003_3160_17";"LI_HEU_003";"2017-10-04";51,01932052;5,62435802;"3160";"hoog"
"236";"IV2018102912480864";"HT31xx_LSVI_StilstaandeWateren";"AN_SPB_001_3130a_17";"AN_SPB_001";"2017-06-29";51,14171757;5,01677129;"3130_aom";"hoog"
"237";"IV2018102912582617";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_005_3150_17";"VB_VIE_005";"2017-08-23";51,01586667;4,97730734;"3150";"hoog"
"238";"IV2018102913022668";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_006_3150_17";"VB_VIE_006";"2017-08-23";51,01528675;4,97683488;"3150";"hoog"
"239";"IV2018110808573020";"HT31xx_LSVI_StilstaandeWateren";"AN_MEL_001_3130a_17";"AN_MEL_001";"2017-09-13";51,29463205;4,96318542;"3130_aom";"hoog"
"240";"IV2018110812564810";"HT31xx_LSVI_StilstaandeWateren";"AN_MEL_001_3130n_17";"AN_MEL_001";"2017-09-13";51,29463205;4,96318542;"3130_na";"hoog"
"241";"IV2018110813004302";"HT31xx_LSVI_StilstaandeWateren";"AN_MEL_001_3140_17";"AN_MEL_001";"2017-09-13";51,29463205;4,96318542;"3140";"hoog"
"242";"IV2018120608194378";"HT31xx_LSVI_StilstaandeWateren";"LI_DOM_002_3150_17";"LI_DOM_002";"2017-09-22";51,15634365;5,42522513;"3150";"hoog"
"243";"IV2018120608354839";"HT31xx_LSVI_StilstaandeWateren";"AN_BAS_003_3130a_17";"AN_BAS_003";"2017-09-22";51,14914878;5,19243308;"3130_aom";"hoog"
"244";"IV2018120608511578";"HT31xx_LSVI_StilstaandeWateren";"LI_THD_003_3130a_17";"LI_THD_003";"2017-09-19";51,01859196;5,41674459;"3130_aom";"hoog"
"245";"IV2018120609024241";"HT31xx_LSVI_StilstaandeWateren";"LI_BBV_002_3130a_17";"LI_BBV_002";"2017-09-19";51,03769078;5,60915455;"3130_aom";"hoog"
"246";"IV2018120609152559";"HT31xx_LSVI_StilstaandeWateren";"LI_THD_002_3130a_17";"LI_THD_002";"2018-09-18";51,02296437;5,42784016;"3130_aom";"hoog"
"247";"IV2018120609235071";"HT31xx_LSVI_StilstaandeWateren";"LI_THD_002_3160_17";"LI_THD_002";"2017-09-18";51,02296437;5,42784016;"3160";"hoog"
"248";"IV2018120609394889";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_013_3130n_17";"LI_MAT_013";"2017-09-15";50,94811621;5,44717413;"3130_na";"hoog"
"249";"IV2018120610032739";"HT31xx_LSVI_StilstaandeWateren";"LI_KOL_001_3130a_17";"LI_KOL_001";"2017-09-11";51,19660715;5,48650435;"3130_aom";"hoog"
"250";"IV2018120610203136";"HT31xx_LSVI_StilstaandeWateren";"LI_VOB_001_3130a_17";"LI_VOB_001";"2017-08-11";50,9720228;5,66509528;"3130_aom";"matig"
"251";"IV2018120610423940";"HT31xx_LSVI_StilstaandeWateren";"LI_VOB_001_3160_17";"LI_VOB_001";"2017-08-11";50,9720228;5,66509528;"3160";"matig"
"252";"IV2018120611103928";"HT31xx_LSVI_StilstaandeWateren";"LI_DBR_002_3130a_17";"LI_DBR_002";"2017-08-03";51,12332147;5,7000366;"3130_aom";"hoog"
"253";"IV2018120611280232";"HT31xx_LSVI_StilstaandeWateren";"LI_SBB_004_3130a_17";"LI_SBB_004";"2017-07-20";50,98248585;5,3881459;"3130_aom";"hoog"
"254";"IV2018120611315406";"HT31xx_LSVI_StilstaandeWateren";"LI_SBB_004_3130n_17";"LI_SBB_004";"2017-07-20";50,98248585;5,3881459;"3130_na";"hoog"
"255";"IV2019042409264442";"HT31xx_LSVI_StilstaandeWateren";"WV_BUL_002_3130a_16";"WV_BUL_002";"2016-09-14";51,11005334;3,30784657;"3130_aom";"hoog"
"256";"IV2019042409415834";"HT31xx_LSVI_StilstaandeWateren";"WV_ZGV_001_3130a_16";"WV_ZGV_001";"2016-08-26";51,08502607;3,23032729;"3130_aom";"hoog"
"257";"IV2019042409550003";"HT31xx_LSVI_StilstaandeWateren";"WV_LEI_001_3150_16";"WV_LEI_001";"2016-09-14";51,15710715;3,26536018;"3150";"hoog"
"258";"IV2019080910510887";"HT31xx_LSVI_StilstaandeWateren";"AN_WZA_001_3130a_19";"AN_WZA_001";"2019-08-07";51,24996785;4,75775232;"3130_aom";"hoog"
"259";"IV2019080912374366";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_003_3130a_19";"AN_LIL_003";"2019-07-23";51,2860264;4,80420659;"3130_aom";"hoog"
"260";"IV2019080912402364";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_003_3140_19";"AN_LIL_003";"2019-07-23";51,2860264;4,80420659;"3140";"hoog"
"261";"IV2019080912472073";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_013_3130n_19";"LI_MLV_013";"2019-08-06";50,96920612;5,34409412;"3130_na";"hoog"
"262";"IV2019080912525522";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_029_3130n_19";"LI_MLV_029";"2019-08-06";50,95924836;5,31613508;"3130_na";"hoog"
"263";"IV2019080912572674";"HT31xx_LSVI_StilstaandeWateren";"AN_MUI_003_3140_19";"AN_MUI_003";"2019-08-05";51,27842139;5,16636084;"3140";"hoog"
"264";"IV2019080913060672";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_021_3130n_19";"LI_MLV_021";"2019-07-30";50,98426225;5,3303679;"3130_na";"hoog"
"265";"IV2019080913170487";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_020_3130a_19";"LI_MLV_020";"2019-07-30";50,98203417;5,32177614;"3130_aom";"hoog"
"266";"IV2019080913204931";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_020_3130n_19";"LI_MLV_020";"2019-07-30";50,98203417;5,32177614;"3130_na";"hoog"
"267";"IV2019080913310713";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_025_3130a_19";"LI_MLV_025";"2019-07-29";50,97466137;5,30238397;"3130_aom";"hoog"
"268";"IV2019080913355919";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_025_3130n_19";"LI_MLV_025";"2019-07-29";50,97466137;5,30238397;"3130_na";"hoog"
"269";"IV2019080913390919";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_025_3140_19";"LI_MLV_025";"2019-07-29";50,97466137;5,30238397;"3140";"hoog"
"270";"IV2019080913483666";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_001_3130a_19";"AN_DIE_001";"2019-08-01";51,24362184;5,20019994;"3130_aom";"hoog"
"271";"IV2019080913523810";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_001_3130n_19";"AN_DIE_001";"2019-08-01";51,24362184;5,20019994;"3130_na";"hoog"
"272";"IV2019080913571562";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_001_3140_19";"AN_DIE_001";"2019-08-01";51,24362184;5,20019994;"3140";"hoog"
"273";"IV2019080914355110";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_008_3130a_19";"AN_GSV_008";"2019-08-09";51,37406195;4,60439664;"3130_aom";"hoog"
"274";"IV2019082909514203";"HT31xx_LSVI_StilstaandeWateren";"LI_EKS_001_3150_19";"LI_EKS_001";"2019-08-12";51,15705257;5,33537624;"3150";"hoog"
"275";"IV2019082909570134";"HT31xx_LSVI_StilstaandeWateren";"LI_DOM_001_3150_19";"LI_DOM_001";"2019-08-12";51,17391648;5,43644234;"3150";"hoog"
"276";"IV2019082910082519";"HT31xx_LSVI_StilstaandeWateren";"VB_TOR_003_3140_19";"VB_TOR_003";"2019-08-13";50,92699431;4,54312053;"3140";"hoog"
"277";"IV2019082910171726";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_009_3130a_19";"LI_WIK_009";"2019-08-20";50,97225155;5,42034175;"3130_aom";"hoog"
"278";"IV2019082910244478";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_009_3130n_19";"LI_WIK_009";"2019-08-20";50,97225155;5,42034175;"3130_na";"hoog"
"279";"IV2019082913333356";"HT31xx_LSVI_StilstaandeWateren";"LI_BEG_002_3130a_19";"LI_BEG_002";"2019-08-21";51,11164441;5,38935912;"3130_aom";"hoog"
"280";"IV2019082913384667";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_015_3130n_19";"LI_MAT_015";"2019-08-22";50,95593738;5,46019038;"3130_na";"hoog"
"281";"IV2019082913452312";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_016_3130n_19";"LI_MAT_016";"2019-02-19";50,95547291;5,45894323;"3130_na";"hoog"
"282";"IV2019082913504693";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_017_3130n_19";"LI_MAT_017";"2019-08-19";50,95367477;5,45906397;"3130_na";"hoog"
"283";"IV2019083014270835";"HT31xx_LSVI_StilstaandeWateren";"LI_DBR_001_3150_19";"LI_DBR_001";"2019-08-30";51,12515511;5,70132624;"3150";"hoog"
"284";"IV2019100111311608";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_003_3130a_19";"AN_BLA_003";"2019-09-18";51,33365524;4,81384009;"3130_aom";"matig"
"285";"IV2019100111354307";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_003_3130n_19";"AN_BLA_003";"2019-09-18";51,33365524;4,81384009;"3130_na";"matig"
"286";"IV2019100111453143";"HT31xx_LSVI_StilstaandeWateren";"LI_ACH_002_3130a_19";"LI_ACH_002";"2019-09-26";51,28021636;5,49166905;"3130_aom";"hoog"
"287";"IV2019100111490964";"HT31xx_LSVI_StilstaandeWateren";"LI_ACH_002_3140GH_19";"LI_ACH_002";"2019-09-26";51,28021636;5,49166905;"3140";"hoog"
"288";"IV2019100112032024";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_004_3130a_19";"VB_VOR_004";"2019-09-25";50,97247041;4,78919663;"3130_aom";"hoog"
"289";"IV2019100112075213";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_004_3150_19";"VB_VOR_004";"2019-09-25";50,97247041;4,78919663;"3150";"hoog"
"290";"IV2019100112164262";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_002_3130a_19";"AN_DVH_002";"2019-09-16";51,32657902;4,7201848;"3130_aom";"matig"
"291";"IV2019100112171755";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_002_3130n_19";"AN_DVH_002";"2019-09-16";51,32657902;4,7201848;"3130_na";"matig"
"292";"IV2019100406581958";"HT31xx_LSVI_StilstaandeWateren";"AN_HUF_001_3130n_19";"AN_HUF_001";"2019-09-18";51,33337114;4,8686927;"3130_na";"hoog"
"293";"IV2019100407044021";"HT31xx_LSVI_StilstaandeWateren";"AN_FOR_001_3130a_19";"AN_FOR_001";"2019-09-27";51,3300856;4,49448479;"3130_aom";"hoog"
"294";"IV2019100407101015";"HT31xx_LSVI_StilstaandeWateren";"LI_KES_001_3150_19";"LI_KES_001";"2019-09-20";51,14668438;5,84022101;"3150";"hoog"
"295";"IV2019100407203298";"HT31xx_LSVI_StilstaandeWateren";"LI_ASP_001_3130a_19";"LI_ASP_001";"2019-10-02";50,93545297;5,66155706;"3130_aom";"hoog"
"296";"IV2019100407263017";"HT31xx_LSVI_StilstaandeWateren";"LI_ASP_001_3130n_19";"LI_ASP_001";"2019-10-02";50,93545297;5,66155706;"3130_na";"hoog"
"297";"IV2019100407370381";"HT31xx_LSVI_StilstaandeWateren";"LI_KBR_004_3130n_19";"LI_KBR_004";"2019-10-03";51,17931184;5,66730261;"3130_na";"hoog"
"298";"IV2019102908040675";"HT31xx_LSVI_StilstaandeWateren";"OV_DON_001_3140_19";"OV_DON_001";"2019-09-23";51,03403041;3,97349905;"3140";"hoog"
"299";"IV2019102908381915";"HT31xx_LSVI_StilstaandeWateren";"AN_RIN_001_3130a_19";"AN_RIN_001";"2019-10-21";51,28158273;4,58089737;"3130_aom";"hoog"
"300";"IV2019102909140237";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_002_3130a_19";"AN_BLA_002";"2019-10-08";51,33417793;4,81334018;"3130_aom";"hoog"
"301";"IV2019102909351981";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_002_3130n_19";"AN_BLA_002";"2019-10-08";51,33417793;4,81334018;"3130_na";"hoog"
"302";"IV2019102914171224";"HT31xx_LSVI_StilstaandeWateren";"AN_MEC_001_3140_19";"AN_MEC_001";"2019-08-13";51,02250694;4,51529022;"3140";"hoog"
