survey	recording_givid	user_reference	value_code	value	comment
HT31xx_Plassen	IV2018012516000413	ORCA_69901_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018012516024873	ORCA_69901_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018012614272988	ORCA_68935	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018012614314324	ORCA_68935_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018012614344936	ORCA_68935_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018012614370646	ORCA_68935_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013108563482	ORCA_48974_PS_ALT_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109025297	ORCA_48974_PS_ALT_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109052672	ORCA_48974_PS_ALT_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109081515	ORCA_48974_PS_ALT_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109345798	ORCA_28643_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109375935	ORCA_28643_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109395851	ORCA_28643_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109501049	ORCA_68325	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013109563588	ORCA_68325_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110004939	ORCA_68325_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110061975	ORCA_68325_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110083449	ORCA_68325_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110142742	ORCA_15061_next	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110270358	ORCA_15061_next_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110304722	ORCA_15061_next_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110334556	ORCA_15061_next_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110395841	ORCA_15061	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110433875	ORCA_15061_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110470140	ORCA_15061_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013110491962	ORCA_15061_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018013115372448	ORCA_KiesVoeren	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109342080	ORCA_KiesVoeren_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109425607	ORCA_KiesVoeren_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109453111	ORCA_KiesVoeren_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109510327	ORCA_81244	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109534923	ORCA_81244_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020109570484	ORCA_81244_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020110012819	ORCA_81244_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020110041972	ORCA_81244_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020110243047	ORCA_28887	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020110275823	ORCA_28887_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020110343212	ORCA_28887_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020110374283	ORCA_28887_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020110594449	ORCA_28887_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020111061463	ORCA_47582	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020111111779	ORCA_47582_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020111145635	ORCA_47582_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020111180175	ORCA_47582_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020111212458	ORCA_47582_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112195809	ORCA_47279	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112271591	ORCA_47279_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112352526	ORCA_47279_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112421615	ORCA_47279_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112453496	ORCA_47279_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020112544879	ORCA_47279_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020113042115	ORCA_47041	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020113070542	ORCA_47041_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020113102636	ORCA_47041_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020113131917	ORCA_47041_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020113153696	ORCA_47041_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020113585515	ORCA_26498	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114022748	ORCA_26498_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114064497	ORCA_26498_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114093907	ORCA_26498_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114303270	ORCA_34789_ALT	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114335812	ORCA_34789_ALT_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114385833	ORCA_34789_ALT_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114414049	ORCA_34789_ALT_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020114565834	ORCA_40399	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020115000263	ORCA_40399_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020115031815	ORCA_40399_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020115054236	ORCA_40399_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020207271396	ORCA_36023	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020207310806	ORCA_36023_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020207343489	ORCA_36023_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020207365042	ORCA_36023_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020207530740	ORCA_62256	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208035828	ORCA_62256_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208234159	ORCA_62256_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208260241	ORCA_62256_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208313152	ORCA_62256_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208410053	ORCA_54947	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208440401	ORCA_54947_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208481104	ORCA_54947_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020208504535	ORCA_54947_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209035606	ORCA_50249	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209082230	ORCA_50249_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209130742	ORCA_50249_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209152588	ORCA_50249_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209184721	ORCA_50249_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209342489	ORCA_62201_ALT	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209374847	ORCA_62201_ALT_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209434017	ORCA_62201_ALT_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209471301	ORCA_62201_ALT_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209493932	ORCA_62201_ALT_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020209520254	ORCA_62201_ALT_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020210021173	ORCA_40966	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020210054058	ORCA_40966_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020210093243	ORCA_40966_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020210114947	ORCA_40966_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020211563855	ORCA_56504	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020212003416	ORCA_56504_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020212081183	ORCA_56504_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212111140	ORCA_56504_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212172044	ORCA_40583	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212200138	ORCA_40583_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212262904	ORCA_40583_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212312494	ORCA_40583_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212343119	ORCA_40583_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212370053	ORCA_40583_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212413327	ORCA_35754	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212443027	ORCA_35754_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212481582	ORCA_35754_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020212502271	ORCA_35754_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709295459	ORCA_37082	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709333654	ORCA_37082_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709392559	ORCA_37082_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709462552	ORCA_37082_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709505655	ORCA_84796	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709541887	ORCA_84796_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020709570713	ORCA_84796_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710000630	ORCA_84796_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710023943	ORCA_84796_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710160694	ORCA_40478	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710202213	ORCA_40478_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710234175	ORCA_40478_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710260675	ORCA_40478_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710283370	ORCA_40478_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710305032	ORCA_40478_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710371820	ORCA_53472	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020710401465	ORCA_53472_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020710432158	ORCA_53472_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710452054	ORCA_53472_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020710583990	ORCA_35695	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711053800	ORCA_35695_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711074530	ORCA_35695_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711114194	ORCA_35695_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711213382	ORCA_34788_ALT	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711254304	ORCA_34788_ALT_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020711291826	ORCA_34788_ALT_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020713495963	ORCA_34788_ALT_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020713531584	ORCA_34788_ALT_04	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020713582602	ORCA_34788_ALT_05	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714070724	ORCA_34868	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714122166	ORCA_34868_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714182744	ORCA_34868_02	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018020714204307	ORCA_34868_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714341020	ORCA_35077_ALT	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714430947	ORCA_35077_ALT_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018020714461643	ORCA_35077_ALT_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020909033210	AN_ZAM_003_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020909145948	AN_GSV_003_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020909312908	AN_BGO_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020909370337	AN_BGO_002_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020909501549	AN_BGO_002_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020910124046	AN_BGO_002_3160_17	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020910244945	AN_BGO_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020910314240	AN_BGO_001_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020910422627	AN_BGO_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020911440914	AN_GRD_003_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020911503453	AN_GRD_003_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020911594119	AN_KVD_003_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018020912063019	AN_KVD_003_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607162719	ORCA_36256	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607244680	ORCA_36256_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607275924	ORCA_36256_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607320711	ORCA_36256_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607433768	ORCA_36014	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018021607482737	ORCA_36014_01	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018021607524584	ORCA_36014_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021607550456	ORCA_36014_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608011281	ORCA_48743	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608180521	ORCA_48743_01	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018021608211536	ORCA_48743_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608264942	ORCA_48743_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608355957	ORCA_56024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608400239	ORCA_56024_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608473816	ORCA_56024_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021608501654	ORCA_56024_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609045763	ORCA_62595	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018021609121304	ORCA_62595_01	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018021609192805	ORCA_62595_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609214532	ORCA_62595_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609421737	ORCA_43970	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609462207	ORCA_43970_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609491313	ORCA_43970_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021609513782	ORCA_43970_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021610534598	ORCA_23312	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021611000577	ORCA_23312_01	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018021611031695	ORCA_23312_02	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018021611194376	ORCA_22166	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021611235502	ORCA_22166_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021611301885	ORCA_22166_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021611325570	ORCA_22166_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021612140651	ORCA_22050	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021612173183	ORCA_22050_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021612202720	ORCA_22050_02	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021612230340	ORCA_22050_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021614353578	AN_BOG_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021614431495	AN_BOG_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021614552451	AN_BOG_001_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018021615031654	AN_BOG_001_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022115154865	ORCA_33613	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022207381454	ORCA_33613_01	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022207441702	ORCA_33613_02	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018022207470444	ORCA_33613_03	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307050661	AN_BOG_001_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307152992	AN_BOG_001_07_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307240817	AN_BOG_001_08_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307360182	AN_BOG_001_09_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307473268	AN_BOG_001_10_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022307580243	AN_GSV_006_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022308035103	AN_GSV_006_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022308161688	AN_SEL_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022308404065	AN_BLA_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022308484325	AN_BLA_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022308582655	AN_BLA_001_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022309143033	AN_BLA_001_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022309203465	AN_BLA_001_06_2017	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018022309315341	AN_RPT_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022310051562	AN_RPT_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022310320941	AN_RPT_003_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022310490025	AN_RPT_003_04_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018022310581875	LI_VZB_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022311354379	LI_VZB_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022311445909	LI_VZB_001_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022314390950	LI_DON_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022314443646	LI_DON_003_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022314504536	LI_DON_003_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022708344055	LI_DON_002_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022708522018	LI_DON_002_07_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709044647	LI_DON_002_08_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709193159	LI_DON_002_09_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709225829	LI_DON_002_10_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709303668	LI_DON_002_11_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709355463	LI_DON_002_12_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022709433313	LI_DON_002_13_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022710034463	LI_DON_002_14_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022710105041	LI_DON_002_15_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022710135855	LI_DON_002_16_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022710453460	OV_VOS_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022710514109	OV_VOS_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022711050840	OV_VOS_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022711150336	OV_VOS_001_03_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018022711574238	OV_VOS_001_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022712204404	OV_VOS_001_05_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018022712343617	LI_ABH_011_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022712394955	LI_ABH_011_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022712503141	LI_ABH_011_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022712565119	LI_ABH_011_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
