"";"ID";"Habitattype";"Versie";"Criterium";"Indicator";"Beoordeling";"Belang";"Kwaliteitsniveau";"BeoordelingID";"Status_indicator";"Verschilscore"
"167";"IV2017103112000029";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"168";"IV2017103112000029";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"169";"IV2017103112000029";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"170";"IV2017103112000029";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"171";"IV2017103112000030";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,998
"172";"IV2017103112000030";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0
"173";"IV2017103112000030";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"174";"IV2017103112000030";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"175";"IV2017103112000030";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"176";"IV2017103112000033";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,999
"177";"IV2017103112000033";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,9
"178";"IV2017103112000033";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"179";"IV2017103112000033";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,5
"180";"IV2017103112000033";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"181";"IV2017103112000034";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,8
"182";"IV2017103112000034";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0
"183";"IV2017103112000034";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"184";"IV2017103112000034";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,9
"185";"IV2017103112000034";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0195097548774387
"186";"IV2017103112000035";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,95
"187";"IV2017103112000035";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,933333333333333
"188";"IV2017103112000035";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"189";"IV2017103112000035";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,8
"190";"IV2017103112000035";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0595297648824412
"191";"IV2017103112000036";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;0,75
"192";"IV2017103112000036";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"193";"IV2017103112000036";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"194";"IV2017103112000036";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,333333333333333
"195";"IV2017103112000036";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0995497748874437
"196";"IV2017103112000037";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,95
"197";"IV2017103112000037";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,9
"198";"IV2017103112000037";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"199";"IV2017103112000037";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,833333333333333
"200";"IV2017103112000037";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0495247623811906
"201";"IV2017103112000038";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;0
"202";"IV2017103112000038";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,9
"203";"IV2017103112000038";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"204";"IV2017103112000038";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0
"205";"IV2017103112000038";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,299649824912456
"206";"IV2017103112000039";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,95
"207";"IV2017103112000039";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0
"208";"IV2017103112000039";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"209";"IV2017103112000039";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"210";"IV2017103112000039";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"211";"IV2017103112000040";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;0,25
"212";"IV2017103112000040";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,933333333333333
"213";"IV2017103112000040";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"214";"IV2017103112000040";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,833333333333333
"215";"IV2017103112000040";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0495247623811906
"216";"IV2018120312000001";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,95
"217";"IV2018120312000001";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,333333333333333
"218";"IV2018120312000001";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"219";"IV2018120312000001";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,166666666666667
"220";"IV2018120312000001";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"221";"IV2018120312000007";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,97
"222";"IV2018120312000007";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,666666666666667
"223";"IV2018120312000007";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"224";"IV2018120312000007";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,5
"225";"IV2018120312000007";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"226";"IV2018120312000008";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,975
"227";"IV2018120312000008";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,666666666666667
"228";"IV2018120312000008";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"229";"IV2018120312000008";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,666666666666667
"230";"IV2018120312000008";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"231";"IV2018120312000011";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,995
"232";"IV2018120312000011";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;FALSE;-0,928571428571428
"233";"IV2018120312000011";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"234";"IV2018120312000011";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,866666666666667
"235";"IV2018120312000011";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"236";"IV2018120312000019";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;0,1
"237";"IV2018120312000019";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"238";"IV2018120312000019";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"239";"IV2018120312000019";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0
"240";"IV2018120312000019";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"241";"IV2018120312000021";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;2
"242";"IV2018120312000021";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"243";"IV2018120312000021";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"244";"IV2018120312000021";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0
"245";"IV2018120312000021";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"246";"IV2018120312000023";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;0,4
"247";"IV2018120312000023";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"248";"IV2018120312000023";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"249";"IV2018120312000023";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;FALSE;-0,5
"250";"IV2018120312000023";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"251";"IV2018120312000024";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,999
"252";"IV2018120312000024";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"253";"IV2018120312000024";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"254";"IV2018120312000024";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,666666666666667
"255";"IV2018120312000024";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"256";"IV2018120312000029";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;0,5
"257";"IV2018120312000029";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"258";"IV2018120312000029";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"259";"IV2018120312000029";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0
"260";"IV2018120312000029";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,249624812406203
"261";"IV2018120312000030";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,95
"262";"IV2018120312000030";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"263";"IV2018120312000030";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"264";"IV2018120312000030";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;FALSE;-0,571428571428571
"265";"IV2018120312000030";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"266";"IV2018120312000031";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;0
"267";"IV2018120312000031";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"268";"IV2018120312000031";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"269";"IV2018120312000031";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,833333333333333
"270";"IV2018120312000031";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0195097548774387
"271";"IV2018120312000032";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;1,75
"272";"IV2018120312000032";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,6
"273";"IV2018120312000032";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"274";"IV2018120312000032";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;FALSE;-0,285714285714286
"275";"IV2018120312000032";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,349674837418709
"276";"IV2019091112000002";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,6
"277";"IV2019091112000002";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,333333333333333
"278";"IV2019091112000002";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"279";"IV2019091112000002";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"280";"IV2019091112000002";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"281";"IV2019091112000009";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;1,5
"282";"IV2019091112000009";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,333333333333333
"283";"IV2019091112000009";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"284";"IV2019091112000009";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"285";"IV2019091112000009";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"286";"IV2019091112000011";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,975
"287";"IV2019091112000011";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;FALSE;-0,714285714285714
"288";"IV2019091112000011";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"289";"IV2019091112000011";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"290";"IV2019091112000011";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"291";"IV2019091112000019";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,4
"292";"IV2019091112000019";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,833333333333333
"293";"IV2019091112000019";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"294";"IV2019091112000019";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,333333333333333
"295";"IV2019091112000019";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"296";"IV2019091112000021";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,2
"297";"IV2019091112000021";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,5
"298";"IV2019091112000021";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"299";"IV2019091112000021";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"300";"IV2019091112000021";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"301";"IV2019091112000023";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,4
"302";"IV2019091112000023";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,166666666666667
"303";"IV2019091112000023";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"304";"IV2019091112000023";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,966666666666667
"305";"IV2019091112000023";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"306";"IV2019091112000027";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;3,5
"307";"IV2019091112000027";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;FALSE;-0,142857142857143
"308";"IV2019091112000027";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;TRUE;0
"309";"IV2019091112000027";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,933333333333333
"310";"IV2019091112000027";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"311";"IV2019091112000039";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,9995
"312";"IV2019091112000039";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"313";"IV2019091112000039";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"314";"IV2019091112000039";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,5
"315";"IV2019091112000039";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"316";"IV2019091112000040";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,85
"317";"IV2019091112000040";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"318";"IV2019091112000040";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"319";"IV2019091112000040";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;FALSE;-0,428571428571429
"320";"IV2019091112000040";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,0495247623811906
"321";"IV2019091112000041";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,975
"322";"IV2019091112000041";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,333333333333333
"323";"IV2019091112000041";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-1
"324";"IV2019091112000041";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0
"325";"IV2019091112000041";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;FALSE;-0,00950475237618809
"326";"IV2019091112000042";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;FALSE;-0,5
"327";"IV2019091112000042";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
"328";"IV2019091112000042";"3260";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";"b";1;1275;FALSE;-0,5
"329";"IV2019091112000042";"3260";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";"zb";1;1282;TRUE;0,833333333333333
"330";"IV2019091112000042";"3260";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";"zb";1;1274;TRUE;1
"331";"IV2019091112000043";"3260";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";"zb";1;1279;TRUE;2
"332";"IV2019091112000043";"3260";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";"zb";1;1278;TRUE;0,966666666666667
