"";"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"4401";"IV2023082413413921";"Littorella uniflora (L.) Aschers.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4402";"IV2023082413413921";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4403";"IV2023082413413921";"Ranunculus ololeucos Lloyd";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4404";"IV2023082413413921";"Sphagnum";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4405";"IV2023082413423805";"Agrostis canina L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4406";"IV2023082413423805";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4407";"IV2023082413423805";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4408";"IV2023082413423805";"Ranunculus ololeucos Lloyd";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4409";"IV2023082413423805";"Sphagnum";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4410";"IV2023083109032178";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4411";"IV2023083109032178";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4412";"IV2023083109032178";"Juncus effusus L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4413";"IV2023083109032178";"Molinia caerulea (L.) Moench";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4414";"IV2023083109032178";"Scirpus fluitans L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4415";"IV2023083109032178";"Sphagnum";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4416";"IV2023083109223750";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4417";"IV2023083109223750";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4418";"IV2023083109223750";"Juncus effusus L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4419";"IV2023083109223750";"Molinia caerulea (L.) Moench";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4420";"IV2023083109223750";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4421";"IV2023112914101130";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4422";"IV2023112914101130";"Apium inundatum (L.) Reichenb. f.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4423";"IV2023112914101130";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4424";"IV2023112914101130";"Glyceria fluitans (L.) R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4425";"IV2023112914101130";"Hypericum elodes L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4426";"IV2023112914101130";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4427";"IV2023112914101130";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4428";"IV2023112914101130";"Littorella uniflora (L.) Aschers.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4429";"IV2023112914101130";"Luronium natans (L.) Rafin.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4430";"IV2023112914101130";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4431";"IV2023112914101130";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4432";"IV2023112914101130";"Ranunculus ololeucos Lloyd";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4433";"IV2023112914101130";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4434";"IV2023112914101130";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4435";"IV2023112914403467";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4436";"IV2023112914403467";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4437";"IV2023112914403467";"Hydrocotyle vulgaris L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4438";"IV2023112914403467";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4439";"IV2023112914403467";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4440";"IV2023112914403467";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4441";"IV2023112914403467";"Phragmites australis (Cav.) Steud.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4442";"IV2023112914403467";"Rhynchospora fusca (L.) Ait. f.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4443";"IV2023112914403467";"Sparganium angustifolium Michaux";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4444";"IV2023112914403467";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4445";"IV2023112914403467";"Utricularia minor L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4446";"IV2024011111212549";"Ceratophyllum demersum L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4447";"IV2024011111212549";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4448";"IV2024011111212549";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4449";"IV2024011111212549";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4450";"IV2024011111212549";"Potamogeton pectinatus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4451";"IV2024011111212549";"Utricularia australis R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4452";"IV2024011214271339";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4453";"IV2024011214271339";"Glyceria maxima (Hartm.) Holmberg";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4454";"IV2024011214271339";"Scirpus lacustris L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4455";"IV2024011214271339";"Utricularia australis R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4456";"IV2024011615375072";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4457";"IV2024011615375072";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4458";"IV2024011615375072";"Eleocharis acicularis (L.) Roem. et Schult.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4459";"IV2024011615375072";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4460";"IV2024011615375072";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4461";"IV2024011615375072";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4462";"IV2024011615375072";"Littorella uniflora (L.) Aschers.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4463";"IV2024011615375072";"Lobelia dortmanna L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4464";"IV2024011615375072";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4465";"IV2024011615375072";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4466";"IV2024011615375072";"Myriophyllum heterophyllum Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4467";"IV2024011615375072";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4468";"IV2024011616134474";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4469";"IV2024011616134474";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4470";"IV2024011616134474";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4471";"IV2024011616134474";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4472";"IV2024011616134474";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4473";"IV2024011616134474";"Littorella uniflora (L.) Aschers.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4474";"IV2024011616134474";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4475";"IV2024011616134474";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4476";"IV2024011616134474";"Myriophyllum heterophyllum Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4477";"IV2024011616134474";"Nitella translucens (Pers.) C. Agardh";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4478";"IV2024011616134474";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4479";"IV2024011616134474";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4480";"IV2024011616290864";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4481";"IV2024011616290864";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4482";"IV2024011616290864";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4483";"IV2024011616290864";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4484";"IV2024011616290864";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4485";"IV2024011616290864";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4486";"IV2024011616290864";"Myriophyllum heterophyllum Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4487";"IV2024011616290864";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4488";"IV2024011617081713";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4489";"IV2024011617081713";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4490";"IV2024011617081713";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4491";"IV2024011617081713";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4492";"IV2024011617081713";"Glyceria fluitans (L.) R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4493";"IV2024011617081713";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4494";"IV2024011617081713";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4495";"IV2024011617081713";"Lobelia dortmanna L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4496";"IV2024011617081713";"Luronium natans (L.) Rafin.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4497";"IV2024011617081713";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4498";"IV2024011617081713";"Pilularia globulifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4499";"IV2024011617081713";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4500";"IV2024011617081713";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4501";"IV2024011710122457";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4502";"IV2024011710122457";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4503";"IV2024011710122457";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4504";"IV2024011710122457";"Glyceria fluitans (L.) R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4505";"IV2024011710122457";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4506";"IV2024011710122457";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4507";"IV2024011710122457";"Juncus filiformis L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4508";"IV2024011710122457";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4509";"IV2024011710122457";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4510";"IV2024011710122457";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4511";"IV2024011713062687";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4512";"IV2024011713062687";"Calamagrostis canescens (Weber) Roth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4513";"IV2024011713062687";"Crassula helmsii (T. Kirk) Cock.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4514";"IV2024011713062687";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4515";"IV2024011713062687";"Hypericum elodes L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4516";"IV2024011713062687";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4517";"IV2024011713062687";"Juncus effusus L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4518";"IV2024011713062687";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4519";"IV2024011713062687";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4520";"IV2024011713062687";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4521";"IV2024011713062687";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4522";"IV2024011713062687";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4523";"IV2024011713062687";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4524";"IV2024011713062687";"Ranunculus ololeucos Lloyd";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4525";"IV2024011713062687";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4526";"IV2024011713062687";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4527";"IV2024011713062687";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4528";"IV2024011716321225";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4529";"IV2024011716321225";"Calamagrostis canescens (Weber) Roth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4530";"IV2024011716321225";"Crassula helmsii (T. Kirk) Cock.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4531";"IV2024011716321225";"Elatine hexandra (Lapierre) DC.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4532";"IV2024011716321225";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4533";"IV2024011716321225";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4534";"IV2024011716321225";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4535";"IV2024011716321225";"Juncus effusus L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4536";"IV2024011716321225";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4537";"IV2024011716321225";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4538";"IV2024011716321225";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4539";"IV2024011716321225";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4540";"IV2024011716321225";"Sphagnum";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4541";"IV2024011716321225";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4542";"IV2024050616130872";"Lemna minor L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4543";"IV2024050616240042";"Ceratophyllum demersum L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4544";"IV2024050616240042";"Lemna minor L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4545";"IV2024050616240042";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4546";"IV2024050616240042";"Myriophyllum spicatum L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4547";"IV2024050616240042";"Phragmites australis (Cav.) Steud.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4548";"IV2024050616240042";"Typha";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4549";"IV2024050616295201";"Carex trinervis Degl.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4550";"IV2024050616295201";"Carex viridula Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4551";"IV2024050616295201";"Juncus subnodulosus Schrank";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4552";"IV2024050616295201";"Phragmites australis (Cav.) Steud.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4553";"IV2024050616295201";"Ranunculus aquatilis L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4554";"IV2024050616295201";"Ranunculus trichophyllus Chaix";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4555";"IV2024050616295201";"Samolus valerandi L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4556";"IV2024050816160732";"Hippuris vulgaris L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4557";"IV2024050817072878";"Carex viridula Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4558";"IV2024050817072878";"Ranunculus aquatilis L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4559";"IV2024050817072878";"Samolus valerandi L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4560";"IV2024050817180034";"Carex viridula Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4561";"IV2024050817180034";"Ranunculus aquatilis groep";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4562";"IV2024050817180034";"Samolus valerandi L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4563";"IV2024050817361534";"Phragmites australis (Cav.) Steud.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4564";"IV2024050817361534";"Ranunculus aquatilis L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4565";"IV2024050817361534";"Ranunculus trichophyllus Chaix";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4566";"IV2024050817361534";"Samolus valerandi L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4567";"IV2024050817361534";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4568";"IV2024050817505134";"Carex trinervis Degl.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4569";"IV2024050817505134";"Carex viridula Michaux";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4570";"IV2024050817505134";"Juncus subnodulosus Schrank";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4571";"IV2024050817505134";"Phragmites australis (Cav.) Steud.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4572";"IV2024050817505134";"Typha";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4573";"IV2024051511300735";"Phragmites australis (Cav.) Steud.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4574";"IV2024051511300735";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4575";"IV2024051511362894";"Chara globularis Thuill.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4576";"IV2024051511362894";"Chara vulgaris var. longibracteata (Kütz.) J. Groves & Bull.-Webst.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4577";"IV2024051511460138";"Phragmites australis (Cav.) Steud.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4578";"IV2024051511460138";"Typha latifolia L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4579";"IV2024051512040022";"Phalaris arundinacea L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4580";"IV2024051512040022";"Typha";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4581";"IV2024051512100419";"Phragmites australis (Cav.) Steud.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4582";"IV2024051512100419";"Typha latifolia L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4583";"IV2024051512152620";"Chara globularis Thuill.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4584";"IV2024051512152620";"Lemna minor L.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4585";"IV2024051512152620";"Potamogeton crispus L.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4586";"IV2024051512200819";"Chara hispida";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4587";"IV2024051512200819";"Phragmites australis (Cav.) Steud.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4588";"IV2024051512200819";"Ranunculus aquatilis L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4589";"IV2024051512200819";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4590";"IV2024093016260718";"Agrostis canina L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4591";"IV2024093016260718";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4592";"IV2024093016260718";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4593";"IV2024093016260718";"Glyceria fluitans (L.) R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4594";"IV2024093016260718";"Hypericum elodes L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4595";"IV2024093016260718";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4596";"IV2024093016260718";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4597";"IV2024093016260718";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4598";"IV2024093016260718";"Sphagnum";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4599";"IV2024093016260718";"Warnstorfia fluitans groep";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4600";"IV2024100111090608";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4601";"IV2024100111090608";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4602";"IV2024100111090608";"Molinia caerulea (L.) Moench";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4603";"IV2024100111090608";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4604";"IV2024100111090608";"Utricularia minor L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4605";"IV2024100111155960";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4606";"IV2024100111155960";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4607";"IV2024100111155960";"Molinia caerulea (L.) Moench";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4608";"IV2024100111155960";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4609";"IV2024100111155960";"Sphagnum";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4610";"IV2024100117462140";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4611";"IV2024100117462140";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4612";"IV2024100117462140";"Crassula helmsii (T. Kirk) Cock.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4613";"IV2024100117462140";"Glyceria fluitans (L.) R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4614";"IV2024100117462140";"Hydrocotyle vulgaris L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4615";"IV2024100117462140";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4616";"IV2024100117462140";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"4617";"IV2024100117462140";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
