survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit
HT3260	IV2017103112000019	ZwaBe_01_20170707	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2017103112000019	ZwaBe_01_20170707	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	Breed	breedte	2	2	0	0	1	m
HT3260	IV2017103112000020	GouLo_04_20170713	Diep	diepte	0,30	0.3	0	0	1	m
HT3260	IV2017103112000020	GouLo_04_20170713	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	profr	dominant oeverprofiel ro	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	MaxGr	grootte grootste vlek	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000020	GouLo_04_20170713	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000020	GouLo_04_20170713	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000020	GouLo_04_20170713	schab	schaduw boom en struik	60	60	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	schao	schaduw oevervegetatie	1	1	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000020	GouLo_04_20170713	Som	som van vlekken	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000020	GouLo_04_20170713	sv_0	submerse vegetatie afwezig	95	95	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	sv_1	submerse vegetatie schaars	5	5	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	TOT	totale bedekking	1	1	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	<1	vegetatievlekken =< 1 m²	1	1	0	0	1	count
HT3260	IV2017103112000020	GouLo_04_20170713	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2017103112000020	GouLo_04_20170713	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	Breed	breedte	2,5	2.5	0	0	1	m
HT3260	IV2017103112000021	GouLo_05_20170713	Diep	diepte	0,30	0.3	0	0	1	m
HT3260	IV2017103112000021	GouLo_05_20170713	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	profr	dominant oeverprofiel ro	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	orgma	grof organisch materiaal	dikke takken / stam	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	MaxGr	grootte grootste vlek	0,25	0.25	0	0	1	m²
HT3260	IV2017103112000021	GouLo_05_20170713	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000021	GouLo_05_20170713	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000021	GouLo_05_20170713	schab	schaduw boom en struik	60	60	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	schao	schaduw oevervegetatie	5	5	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000021	GouLo_05_20170713	Som	som van vlekken	0,5	0.5	0	0	1	m²
HT3260	IV2017103112000021	GouLo_05_20170713	sv_0	submerse vegetatie afwezig	20	20	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	sv_1	submerse vegetatie schaars	80	80	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	TOT	totale bedekking	10	10	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	<1	vegetatievlekken =< 1 m²	4	4	0	0	1	count
HT3260	IV2017103112000021	GouLo_05_20170713	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	vhel	verstoring helofyten	10	10	0	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2017103112000021	GouLo_05_20170713	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	artif	artificiële structuren	brug	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	Breed	breedte	3	3	0	0	1	m
HT3260	IV2017103112000022	GouLo_09_20170713	Diep	diepte	0,25	0.25	0	0	1	m
HT3260	IV2017103112000022	GouLo_09_20170713	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	MaxGr	grootte grootste vlek	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000022	GouLo_09_20170713	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000022	GouLo_09_20170713	Brug	lengte brug	2	2	0	0	1	m
HT3260	IV2017103112000022	GouLo_09_20170713	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000022	GouLo_09_20170713	schab	schaduw boom en struik	20	20	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	schao	schaduw oevervegetatie	10	10	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000022	GouLo_09_20170713	Som	som van vlekken	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000022	GouLo_09_20170713	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	sv_2	submerse vegetatie frequent	80	80	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	sv_1	submerse vegetatie schaars	20	20	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	TOT	totale bedekking	40	40	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	<1	vegetatievlekken =< 1 m²	1	1	0	0	1	count
HT3260	IV2017103112000022	GouLo_09_20170713	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	vhel	verstoring helofyten	20	20	0	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2017103112000022	GouLo_09_20170713	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	Breed	breedte	8	8	0	0	1	m
HT3260	IV2017103112000023	Abeek_02_20170717	Diep	diepte	0,95	0.95	0	0	1	m
HT3260	IV2017103112000023	Abeek_02_20170717	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2017103112000023	Abeek_02_20170717	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000023	Abeek_02_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000023	Abeek_02_20170717	schab	schaduw boom en struik	<1	1	1	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	Slib	slibdikte	0,30	0.3	0	0	1	m
HT3260	IV2017103112000023	Abeek_02_20170717	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2017103112000023	Abeek_02_20170717	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	TOT	totale bedekking	40	40	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2017103112000023	Abeek_02_20170717	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	vhel	verstoring helofyten	35	35	0	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2017103112000023	Abeek_02_20170717	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	artif	artificiële structuren	brug	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	Breed	breedte	6	6	0	0	1	m
HT3260	IV2017103112000024	Berwijn_03_20170717	Diep	diepte	0,20	0.2	0	0	1	m
HT3260	IV2017103112000024	Berwijn_03_20170717	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	profr	dominant oeverprofiel ro	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	MaxGr	grootte grootste vlek	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000024	Berwijn_03_20170717	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000024	Berwijn_03_20170717	Brug	lengte brug	2	2	0	0	1	m
HT3260	IV2017103112000024	Berwijn_03_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000024	Berwijn_03_20170717	schab	schaduw boom en struik	75	75	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000024	Berwijn_03_20170717	Som	som van vlekken	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000024	Berwijn_03_20170717	sv_0	submerse vegetatie afwezig	95	95	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	sv_1	submerse vegetatie schaars	5	5	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	TOT	totale bedekking	<1	1	1	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	<1	vegetatievlekken =< 1 m²	1	1	0	0	1	count
HT3260	IV2017103112000024	Berwijn_03_20170717	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2017103112000024	Berwijn_03_20170717	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	artif	artificiële structuren	brug	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	Breed	breedte	2	2	0	0	1	m
HT3260	IV2017103112000025	BosBe_02_20170717	Diep	diepte	0,20	0.2	0	0	1	m
HT3260	IV2017103112000025	BosBe_02_20170717	profl	dominant oeverprofiel lo	kunstmatig: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	profr	dominant oeverprofiel ro	kunstmatig: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	MaxGr	grootte grootste vlek	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000025	BosBe_02_20170717	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000025	BosBe_02_20170717	Brug	lengte brug	5	5	0	0	1	m
HT3260	IV2017103112000025	BosBe_02_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000025	BosBe_02_20170717	schab	schaduw boom en struik	3	3	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	schao	schaduw oevervegetatie	2	2	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000025	BosBe_02_20170717	Som	som van vlekken	0,01	0.01	0	0	1	m²
HT3260	IV2017103112000025	BosBe_02_20170717	sv_0	submerse vegetatie afwezig	5	5	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	sv_1	submerse vegetatie schaars	95	95	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	TOT	totale bedekking	5	5	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	<1	vegetatievlekken =< 1 m²	1	1	0	0	1	count
HT3260	IV2017103112000025	BosBe_02_20170717	veui	verstoring eutrofiëringsindicatoren	3	3	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	vhel	verstoring helofyten	3	3	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2017103112000025	BosBe_02_20170717	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	Breed	breedte	5,5	5.5	0	0	1	m
HT3260	IV2017103112000026	Dommel_06_20170717	Diep	diepte	0,45	0.45	0	0	1	m
HT3260	IV2017103112000026	Dommel_06_20170717	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2017103112000026	Dommel_06_20170717	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000026	Dommel_06_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000026	Dommel_06_20170717	schab	schaduw boom en struik	3	3	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000026	Dommel_06_20170717	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2017103112000026	Dommel_06_20170717	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	TOT	totale bedekking	40	40	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2017103112000026	Dommel_06_20170717	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	vhel	verstoring helofyten	2	2	0	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2017103112000026	Dommel_06_20170717	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	Breed	breedte	8,5	8.5	0	0	1	m
HT3260	IV2017103112000027	Dommel_09_20170717	Diep	diepte	1,00	1	0	0	1	m
HT3260	IV2017103112000027	Dommel_09_20170717	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	orgma	grof organisch materiaal	dikke takken / stam	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	MaxGr	grootte grootste vlek	0,5	0.5	0	0	1	m²
HT3260	IV2017103112000027	Dommel_09_20170717	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000027	Dommel_09_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000027	Dommel_09_20170717	schab	schaduw boom en struik	5	5	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	Secch	secchi-diepte	0,95	0.95	0	0	1	m
HT3260	IV2017103112000027	Dommel_09_20170717	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000027	Dommel_09_20170717	Som	som van vlekken	0,6	0.6	0	0	1	m²
HT3260	IV2017103112000027	Dommel_09_20170717	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	TOT	totale bedekking	25	25	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	<1	vegetatievlekken =< 1 m²	2	2	0	0	1	count
HT3260	IV2017103112000027	Dommel_09_20170717	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	vhel	verstoring helofyten	5	5	0	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2017103112000027	Dommel_09_20170717	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	Breed	breedte	2,6	2.6	0	0	1	m
HT3260	IV2017103112000028	Voer_02_20170717	Diep	diepte	0,25	0.25	0	0	1	m
HT3260	IV2017103112000028	Voer_02_20170717	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	profr	dominant oeverprofiel ro	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	MaxGr	grootte grootste vlek	0,5	0.5	0	0	1	m²
HT3260	IV2017103112000028	Voer_02_20170717	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	Lang	lengte	100	100	0	0	1	m
HT3260	IV2017103112000028	Voer_02_20170717	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2017103112000028	Voer_02_20170717	schab	schaduw boom en struik	70	70	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2017103112000028	Voer_02_20170717	Som	som van vlekken	1	1	0	0	1	m²
HT3260	IV2017103112000028	Voer_02_20170717	sv_0	submerse vegetatie afwezig	50	50	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	sv_1	submerse vegetatie schaars	50	50	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	TOT	totale bedekking	3	3	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	<1	vegetatievlekken =< 1 m²	10	10	0	0	1	count
HT3260	IV2017103112000028	Voer_02_20170717	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2017103112000028	Voer_02_20170717	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	Breed	breedte	17	17	0	0	1	m
HT3260	IV2017103112000029	AntGr_03_20170718	Diep	diepte	2,00	2	0	0	1	m
HT3260	IV2017103112000029	AntGr_03_20170718	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	profr	dominant oeverprofiel ro	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	orgma	grof organisch materiaal	dikke takken / stam	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	MaxGr	grootte grootste vlek	15	15	0	0	1	m²
HT3260	IV2017103112000029	AntGr_03_20170718	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2017103112000029	AntGr_03_20170718	Lang	lengte	100	100	0	0	1	m
