survey	recording_givid	user_reference	var_code	var	value	value_perc
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	K	Kruidlaag	65	65.0
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	M	Moslaag	85	85.0
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2017022415062028	LI_MEC_002_04_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Helo	Helofyt	85	85.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	M	Moslaag	95	95.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	S	Struiklaag	0-x-1	0.5
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2017022415362577	LI_MEC_002_05_2016	Zwev	Zwevend	95	95.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Helo	Helofyt	75	75.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	M	Moslaag	75	75.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2017022415464404	LI_MEC_002_06_2016	Zwev	Zwevend	75	75.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Helo	Helofyt	80	80.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	K	Kruidlaag	80	80.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	M	Moslaag	90	90.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022415555188	LI_MEC_002_07_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Drijv	Drijvend	10	10.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Helo	Helofyt	93	93.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	K	Kruidlaag	95	95.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	M	Moslaag	10	10.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022709284715	LI_WIK_002_01_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Helo	Helofyt	85	85.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	K	Kruidlaag	50	50.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	M	Moslaag	20	20.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	S	Struiklaag	45	45.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022709411047	LI_WIK_002_02_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	M	Moslaag	0-x-1	0.5
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	S	Struiklaag	10	10.0
HT31xx_Plassen	IV2017022713092832	LI_WIK_006_05_2016	Tot	totale bedekking	90	90.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Drijv	Drijvend	0-x-1	0.5
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Helo	Helofyt	100	100.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	K	Kruidlaag	15	15.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	M	Moslaag	1	1.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	S	Struiklaag	100	100.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2017022713103041	LI_WIK_006_06_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Helo	Helofyt	100	100.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	K	Kruidlaag	80	80.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	M	Moslaag	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Tot	totale bedekking	80	80.0
HT31xx_Plassen	IV2017022713271935	LI_WIK_006_07_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Helo	Helofyt	50	50.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	K	Kruidlaag	95	95.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	M	Moslaag	0-x-1	0.5
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Subm	Submers	60	60.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Tot	totale bedekking	95	95.0
HT31xx_Plassen	IV2017022716020967	AN_TIE_003_01_2016	Zwev	Zwevend	35	35.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Helo	Helofyt	50	50.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	K	Kruidlaag	95	95.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	M	Moslaag	10	10.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Subm	Submers	75	75.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022716383626	AN_TIE_003_02_2016	Zwev	Zwevend	45	45.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	K	Kruidlaag	5	5.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	M	Moslaag	10	10.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Subm	Submers	15	15.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Tot	totale bedekking	15	15.0
HT31xx_Plassen	IV2017022810501024	AN_NOL_001_01_2016	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Helo	Helofyt	60	60.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	K	Kruidlaag	60	60.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	M	Moslaag	70	70.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	S	Struiklaag	3	3.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Subm	Submers	70	70.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022811001537	AN_NOL_001_02_2016	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Helo	Helofyt	90	90.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	K	Kruidlaag	90	90.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	M	Moslaag	15	15.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	S	Struiklaag	2	2.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Subm	Submers	15	15.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017022811165939	AN_NOL_001_03_2016	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Helo	Helofyt	85	85.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	M	Moslaag	40	40.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	S	Struiklaag	7	7.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Subm	Submers	40	40.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Tot	totale bedekking	90	90.0
HT31xx_Plassen	IV2017022813194160	AN_NOL_001_04_2016	Zwev	Zwevend	1	1.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Helo	Helofyt	5	5.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	K	Kruidlaag	70	70.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	M	Moslaag	60	60.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Subm	Submers	90	90.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Tot	totale bedekking	95	95.0
HT31xx_Plassen	IV2017022815481854	AN_NOL_001_05_2016	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Drijv	Drijvend	30	30.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Helo	Helofyt	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	K	Kruidlaag	40	40.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	M	Moslaag	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Subm	Submers	10	10.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Tot	totale bedekking	40	40.0
HT31xx_Plassen	IV2017030111193544	AN_KDN_002_01_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	A	Algenlaag	2	2.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Drijv	Drijvend	10	10.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Helo	Helofyt	10	10.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	K	Kruidlaag	93	93.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	M	Moslaag	0-x-1	0.5
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	S	Struiklaag	5	5.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Subm	Submers	85	85.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Tot	totale bedekking	95	95.0
HT31xx_Plassen	IV2017030111585407	AN_KDN_002_02_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Helo	Helofyt	85	85.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	M	Moslaag	15	15.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	S	Struiklaag	10	10.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017030115591706	AN_KDN_002_03_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Drijv	Drijvend	0-x-1	0.5
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	K	Kruidlaag	0-x-1	0.5
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	M	Moslaag	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Tot	totale bedekking	0-x-1	0.5
HT31xx_Plassen	IV2017030212013542	LI_LAN_008_01_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Helo	Helofyt	95	95.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Kroos	Kroos	15	15.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	K	Kruidlaag	95	95.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	M	Moslaag	5	5.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	S	Struiklaag	1	1.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017030212132833	LI_LAN_008_02_2016	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Helo	Helofyt	98	98.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Kroos	Kroos	10	10.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	K	Kruidlaag	98	98.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	M	Moslaag	5	5.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	S	Struiklaag	2	2.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017030213262477	LI_LAN_008_03_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Helo	Helofyt	75	75.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	K	Kruidlaag	75	75.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	M	Moslaag	70	70.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	S	Struiklaag	1	1.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2017030213405298	LI_LAN_008_04_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Helo	Helofyt	70	70.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	K	Kruidlaag	70	70.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	M	Moslaag	50	50.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	S	Struiklaag	5	5.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Subm	Submers	0	0.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2017030213570009	LI_LAN_008_05_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017030214535656	LI_LAN_008_06_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017030214535656	LI_LAN_008_06_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017030214535656	LI_LAN_008_06_2016	Drijv	Drijvend	0	0.0
