"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability";"Versie";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"364";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1259;"886";886;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,333333333333333
"365";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";434;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"366";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";476;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";6;FALSE;-0,5
"367";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1262;"826";826;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"75";"Percentage";NA;"%";"observatie";100;FALSE;-0,642857142857143
"368";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1255;"1012";1012;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"2";"Percentage";NA;"%";"observatie";100;FALSE;-0,0195097548774387
"369";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"370";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,333333333333333
"371";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";9;FALSE;-0,666666666666667
"372";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"85";"Percentage";NA;"%";"observatie";100;FALSE;-0,833333333333333
"373";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;FALSE;-0,02
"374";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"375";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"376";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten";1;"zb";1250;"891";891;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"70";"Percentage";NA;"%";"observatie";100;FALSE;-0,571428571428571
"377";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1247;"2356";2356;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"1";"Ja/nee";NA;NA;"observatie";1;TRUE;1
"378";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1251;"849";849;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"379";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1243;"1008";1008;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"380";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"381";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten";1;"zb";1250;"891";891;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"382";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1247;"2356";2356;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"1";"Ja/nee";NA;NA;"observatie";1;TRUE;1
"383";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1251;"849";849;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"384";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1243;"1008";1008;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"385";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1258;"2331";2331;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"386";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1259;"886";886;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"387";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";434;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"388";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";476;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"389";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1262;"826";826;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"390";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1255;"1012";1012;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"391";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"392";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"393";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"394";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;FALSE;-0,0555555555555555
"395";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"66";"Percentage";NA;"%";"observatie";100;FALSE;-0,66
"396";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"397";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"398";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"30";"Percentage";NA;"%";"observatie";100;FALSE;0
"399";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"400";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"401";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"402";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"403";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"404";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"405";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";9;FALSE;-1
"406";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"70";"Percentage";NA;"%";"observatie";100;FALSE;-0,666666666666667
"407";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,005
"408";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"409";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"410";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"411";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"412";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"10";"Percentage";NA;"%";"observatie";100;FALSE;0
"413";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,005
"414";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"415";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"416";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"417";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"418";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"419";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"420";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"421";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"422";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"423";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"424";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"425";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
