recording_givid	survey	type_observed	classif_key	type_cover
IV2018020909033210	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018020909145948	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018020909312908	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018020909370337	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018020909501549	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018020910124046	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018020910244945	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018020910314240	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018020910422627	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018020911440914	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018020911503453	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018020911594119	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018020912063019	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018021607162719	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607244680	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607275924	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607320711	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607433768	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607482737	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607524584	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021607550456	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608011281	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608180521	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608211536	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608264942	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608355957	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608400239	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608473816	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021608501654	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609045763	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609121304	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609192805	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609214532	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609421737	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609462207	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609491313	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021609513782	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021610534598	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611000577	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611031695	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611194376	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611235502	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611301885	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021611325570	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021612140651	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021612173183	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021612202720	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021612230340	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021614353578	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018021614431495	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018021614552451	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018021615031654	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022115154865	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022207381454	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022207441702	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022207470444	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022307050661	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022307152992	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022307240817	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022307360182	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022307473268	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022307580243	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022308035103	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022308161688	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022308404065	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022308484325	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022308582655	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022308582655	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022309143033	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022309203465	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022309315341	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022309315341	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022310051562	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022310320941	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018022310490025	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018022310581875	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022311354379	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022311354379	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022311445909	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022314390950	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022314443646	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018022314504536	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022708344055	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022708522018	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022709044647	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022709193159	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022709225829	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018022709303668	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022709355463	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2018022709433313	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022710034463	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022710105041	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022710135855	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022710453460	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022710514109	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022711050840	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022711150336	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022711574238	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022712204404	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022712343617	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022712394955	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022712503141	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022712565119	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018022713030189	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022713094106	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022713162653	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018022713230669	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018022713535095	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018022713535095	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022714012927	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022714061204	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022714170220	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022714245484	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022715390715	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022715451455	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022715520774	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022716014157	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022716311459	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018022716311459	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022716355503	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022716522368	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022717033998	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018022717111420	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018022807152484	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022807290902	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018022807471313	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018022808000208	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018022808115644	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2018022808192220	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022808283147	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022808380131	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018022808440555	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018022808530677	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018022808561819	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018022809110643	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022809172113	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018022809230402	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018022811012850	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022811445956	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018022816374572	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022816423259	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022816493807	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022817050407	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022817424074	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018022817562737	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030107523816	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018030108093775	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018030108203323	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018030108265950	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030108383376	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030108534513	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030109245054	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018030109342549	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030109571495	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030110052976	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030110125920	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030110195394	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018030110233140	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030111095449	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030111155389	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018030115153464	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018030207213788	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030207260186	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030207311159	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030207375964	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030207435019	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018030207485478	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018030207524381	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018030208093775	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030208130740	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030208224229	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018030208294109	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2018030208414313	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030208545378	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030209050736	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030211313028	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030212231342	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018030212231342	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030212231342	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030212292254	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030212555533	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030213151534	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018030213254019	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030213312977	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030214373137	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018030214373137	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030214462610	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030214493877	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030214532591	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030214584736	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030215060834	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018030215141651	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030607315791	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018030607421066	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018030814515037	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030815114130	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030815144252	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018030908153416	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030908324606	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030908522617	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030908573066	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909070333	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909212268	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909321619	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909362733	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909400829	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909493591	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030909590811	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030910101266	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030910164457	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018030910213447	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030910273363	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030910303870	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018030912104591	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030912144930	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030912335033	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018030912413646	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018030912543906	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018031413485055	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031413485055	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031413485055	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031413485055	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031413581745	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031413581745	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031416231172	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031416231172	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031416231172	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031416282148	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031416282148	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031416282148	HT31xx_Plassen	7140	Habitatsleutel v5	NA
IV2018031416355213	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018031417170483	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031417275380	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031417333849	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031417414206	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031417414206	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031417575502	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031417575502	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018031508033935	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031508033935	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031508105065	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018031508190209	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018031508282247	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031508344135	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031508440313	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031512094752	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2018031512204375	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031512204375	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031514570517	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031515035003	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031515090814	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031606471035	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031606471035	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031606514665	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031606591197	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031607260614	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031607260614	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031607260614	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031607260614	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031607292512	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031609272577	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031609321654	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018031609383552	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031609430165	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031609523661	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031609582187	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031610040302	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031610040302	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031610161298	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018031610213839	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018031610325039	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031610420085	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031610420085	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031610514541	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031611034923	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2018031612035132	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2018031612111040	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2018031612195264	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031612195264	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031612195264	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031612260922	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031612501829	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031612580271	HT31xx_Plassen	7140	Habitatsleutel v5	NA
IV2018031614302959	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031614510082	HT31xx_Plassen	91E0_oli	Habitatsleutel v5	NA
IV2018031615014430	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031615134276	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031615134276	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031615134276	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018031615342130	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018031615580723	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018031615580723	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031615580723	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031616011788	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031616011788	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018031616083631	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018031616083631	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2018032711520867	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018032711520867	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018032711571497	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2018032712024017	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018032712160218	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018032712284742	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018032712345731	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018032713012263	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018032713012263	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018032713012263	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018032713043684	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018032713094660	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018032713094660	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018040907071735	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018040907130554	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018041308421153	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041309030586	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041309221791	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041309363173	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041309413566	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041309532793	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018041310183371	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2018041310183371	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018041310220871	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018041310345549	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018041310430095	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2018041313280377	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018041313470286	HT31xx_Plassen	rbbsm	Habitatsleutel v5	NA
IV2018041313513492	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018041314013985	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042008153976	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042008191675	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042008480220	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018042008522264	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042009092105	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042009162039	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042009221619	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042009290159	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042009345079	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042009401069	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042009483110	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042009595765	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042010142193	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2018042010193370	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042010255240	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018042010354396	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2018060114170602	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018060114241692	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018060114494875	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018060114563198	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018060115024556	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018060115072326	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018060115215243	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2018060115264657	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018060115321279	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2018061413592139	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018061414035004	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018062113550323	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2018062114032851	HT31xx_Plassen	-9	Habitatsleutel v5	NA
