survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit	value_description
HT31xx_LSVI_StilstaandeWateren	IV2018101514410150	AN_E10_002_3150_18	Schom	schommeling winter/zomer	0,20	0.2	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514410150	AN_E10_002_3150_18	Secch	secchi-diepte	2,45	2.45	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Seccd	diepte van secchibepaling	4,30	4.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	diept	diepteklasse	4-6m	NA	0	0	0	class	>= 4m - < 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	helde	helderheid	fytog	NA	0	0	0	class	Gekleurd door fytoplankton - groen
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	horst	horizontalestructuur	1m2	NA	0	0	0	class	<= 1m²
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Invas	invasieve exoten	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	diepte_max	maximale diepte	4,30	4.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	HabVl	opgaande vegetatie > 15 cm	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Schom	schommeling winter/zomer	1,00	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Secch	secchi-diepte	0,95	0.95	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Vgras	vergrassing	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514471402	AN_GKH_001_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Helo	bedekking helofyten	5	5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	boom	boom	2xho	NA	0	0	0	class	< 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Seccd	diepte van secchibepaling	10,50	10.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	diept	diepteklasse	6m	NA	0	0	0	class	>= 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Eutro	eutrofiëring	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Invas	invasieve exoten	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	diepte_max	maximale diepte	10,50	10.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Schom	schommeling winter/zomer	0,80	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Secch	secchi-diepte	5,00	5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514513628	AN_GIE_001_3130a_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Seccd	diepte van secchibepaling	10,50	10.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	diept	diepteklasse	6m	NA	0	0	0	class	>= 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Invas	invasieve exoten	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	diepte_max	maximale diepte	10,50	10.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	HabVl	opgaande vegetatie > 15 cm	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Schom	schommeling winter/zomer	0,80	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Secch	secchi-diepte	5,00	5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101514541455	AN_GIE_001_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Helo	bedekking helofyten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Seccd	diepte van secchibepaling	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Eutro	eutrofiëring	22	22	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	helde	helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	diepte_max	maximale diepte	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Schom	schommeling winter/zomer	0,15	0.15	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515184939	LI_BOK_001_3150_18	Secch	secchi-diepte	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Helo	bedekking helofyten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Seccd	diepte van secchibepaling	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Eutro	eutrofiëring	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	helde	helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Invas	invasieve exoten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	diepte_max	maximale diepte	0,60	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Schom	schommeling winter/zomer	0,10	0.1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515220639	VB_VOR_005_3150_18	Secch	secchi-diepte	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Helo	bedekking helofyten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Seccd	diepte van secchibepaling	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Eutro	eutrofiëring	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	helde	helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Invas	invasieve exoten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	diepte_max	maximale diepte	0,60	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Schom	schommeling winter/zomer	0,10	0.1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Secch	secchi-diepte	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Vgras	vergrassing	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101515285131	VB_VOR_005_3130a_18	Vzuur	verzuring	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Seccd	diepte van secchibepaling	1,00	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	diept	diepteklasse	2-4m	NA	0	0	0	class	>= 2m - < 4m
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	helde	helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	diepte_max	maximale diepte	1,50	1.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	HabVl	opgaande vegetatie > 15 cm	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Schom	schommeling winter/zomer	0,70	0.7	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Secch	secchi-diepte	0,95	0.95	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611291989	AN_DVH_001_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Helo	bedekking helofyten	<1	1	1	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	boom	boom	booev	NA	0	0	0	class	bomen tot op de oever
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Seccd	diepte van secchibepaling	3,85	3.85	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	diept	diepteklasse	4-6m	NA	0	0	0	class	>= 4m - < 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	helde	helderheid	fytog	NA	0	0	0	class	Gekleurd door fytoplankton - groen
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	diepte_max	maximale diepte	5,30	5.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Secch	secchi-diepte	1,00	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611385572	AN_DVH_005_3130a_18	Vzuur	verzuring	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Seccd	diepte van secchibepaling	3,85	3.85	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	diept	diepteklasse	4-6m	NA	0	0	0	class	>= 4m - < 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	helde	helderheid	fytog	NA	0	0	0	class	Gekleurd door fytoplankton - groen
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	diepte_max	maximale diepte	5,30	5.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	HabVl	opgaande vegetatie > 15 cm	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Secch	secchi-diepte	1,00	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101611434662	AN_DVH_005_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Helo	bedekking helofyten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	boom	boom	booev	NA	0	0	0	class	bomen tot op de oever
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Seccd	diepte van secchibepaling	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	diept	diepteklasse	6m	NA	0	0	0	class	>= 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Eutro	eutrofiëring	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Invas	invasieve exoten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	diepte_max	maximale diepte	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Secch	secchi-diepte	4,00	4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612012319	AN_E10_001_3130a_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Seccd	diepte van secchibepaling	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	diept	diepteklasse	6m	NA	0	0	0	class	>= 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Eutro	eutrofiëring	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Invas	invasieve exoten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	diepte_max	maximale diepte	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	HabVl	opgaande vegetatie > 15 cm	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Secch	secchi-diepte	4,00	4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612080606	AN_E10_001_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Helo	bedekking helofyten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	chara	chara	49ss	NA	0	0	0	class	< 50% bestaat uit sleutelsoorten
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Seccd	diepte van secchibepaling	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	diept	diepteklasse	6m	NA	0	0	0	class	>= 6m
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Invas	invasieve exoten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	diepte_max	maximale diepte	14,00	14	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612141219	AN_E10_001_3140_18	Secch	secchi-diepte	4,00	4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Seccd	diepte van secchibepaling	0,80	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Eutro	eutrofiëring	10	10	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	helde	helderheid	fytog	NA	0	0	0	class	Gekleurd door fytoplankton - groen
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	diepte_max	maximale diepte	0,80	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	HabVl	opgaande vegetatie > 15 cm	10	10	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Schom	schommeling winter/zomer	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Secch	secchi-diepte	0,39	0.39	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612410860	LI_BOK_002_3130n_18	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	Seccd	diepte van secchibepaling	0,50	0.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	helde	helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2018101612451289	LI_BOK_003_3130n_18	diepte_max	maximale diepte	0,75	0.75	0	0	1	m	NA
