ID	Habitattype	Versie	Criterium	Kwaliteitsniveau	Status_criterium	Aggregatiemethode	Index_min_criterium	Index_harm_criterium
IV2021082512000003	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2021082512000004	3260	Versie 3	Structuur	1	0	RapportageHR	-0.3	-0.229357798165138
IV2021082512000004	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2021082512000004	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2021082512000005	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.82089552238806
IV2021082512000005	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2021082512000005	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2021082512000010	3260	Versie 3	Structuur	1	1	RapportageHR	0.25	0.486486486486486
IV2021082512000010	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2021082512000010	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2021082512000012	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980108499095841
IV2021082512000012	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2021082512000012	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2021082512000014	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.815789473684211
IV2021082512000014	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2021082512000014	3260	Versie 3	Verstoring	1	1	RapportageHR	0.666666666666667	0.818181818181818
IV2021082512000015	3260	Versie 3	Structuur	1	1	RapportageHR	0.966666666666667	2.49045801526718
IV2021082512000015	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2021082512000015	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.599799899949975	-0.529273315681083
IV2021082512000020	3260	Versie 3	Structuur	1	0	RapportageHR	-0.5	-0.285714285714286
IV2021082512000020	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2021082512000020	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.428571428571429	-0.275256222547584
IV2021082512000022	3260	Versie 3	Structuur	1	0	RapportageHR	-0.5	-0.202702702702703
IV2021082512000022	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2021082512000022	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2021082512000023	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.9980034938857
IV2021082512000023	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2021082512000023	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2021082512000026	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980119284294235
IV2021082512000026	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2021082512000026	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.302158148872467
IV2021082512000027	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.829787234042553
IV2021082512000027	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2021082512000027	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2022082412000002	3260	Versie 3	Structuur	1	1	RapportageHR	0.833333333333333	0.91304347826087
IV2022082412000002	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2022082412000002	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2022082412000003	3260	Versie 3	Structuur	1	1	RapportageHR	0.166666666666667	0.473684210526316
IV2022082412000003	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2022082412000003	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.286131860993829
IV2022082412000004	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.810344827586207
IV2022082412000004	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2022082412000004	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2022082412000006	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.904109589041096
IV2022082412000006	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2022082412000006	3260	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.948717948717949
IV2022082412000016	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001712817585
IV2022082412000016	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2022082412000016	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.294238490988888
IV2022082412000017	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998027613412229
IV2022082412000017	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2022082412000017	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2022082412000019	3260	Versie 3	Structuur	1	0	RapportageHR	-0.925	-0.856108597285068
IV2022082412000019	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2022082412000019	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.286131860993829
IV2022082412000020	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.811320754716981
IV2022082412000020	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2022082412000020	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.286131860993829
IV2022082412000021	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902752293577982
IV2022082412000021	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2022082412000021	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2022082412000023	3260	Versie 3	Structuur	1	0	RapportageHR	-0.4	-0.0805194805194804
IV2022082412000023	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2022082412000023	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2022082412000024	3260	Versie 3	Structuur	1	0	RapportageHR	-0.4	-0.0805194805194804
IV2022082412000024	3260	Versie 3	Vegetatie	1	1	RapportageHR	0.25	0.25
IV2022082412000024	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0714285714285714	-0.0414657307241143
IV2022082412000025	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.636923076923077
IV2022082412000025	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2022082412000025	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0714285714285714	-0.0461751548842345
IV2023082312000000	3260	Versie 3	Structuur	1	0	RapportageHR	-0.995	-0.990338164251207
IV2023082312000000	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000000	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.294238490988888
IV2023082312000005	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980108499095841
IV2023082312000005	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000005	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2023082312000008	3260	Versie 3	Structuur	1	0	RapportageHR	0	0.142857142857143
IV2023082312000008	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2023082312000008	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2023082312000010	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950627615062761
IV2023082312000010	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000010	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000011	3260	Versie 3	Structuur	1	0	RapportageHR	-0.75	-0.606060606060606
IV2023082312000011	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000011	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000012	3260	Versie 3	Structuur	1	0	RapportageHR	-0.571428571428571	-0.5
IV2023082312000012	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000012	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.214285714285714	-0.123699933613631
IV2023082312000015	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001332445037
IV2023082312000015	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000015	3260	Versie 3	Verstoring	1	1	RapportageHR	0.833333333333333	0.91304347826087
IV2023082312000016	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950738916256158
IV2023082312000016	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000016	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000018	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001090314374
IV2023082312000018	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000018	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.214285714285714	-0.123699933613631
IV2023082312000019	3260	Versie 3	Structuur	1	1	RapportageHR	0.833333333333333	1.2
IV2023082312000019	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000019	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000020	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001052077854
IV2023082312000020	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000020	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.671428571428571	-0.50654740298087
IV2023082312000021	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001052077854
IV2023082312000021	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000021	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.385714285714286	-0.241707005348308
IV2023082312000022	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980101180438449
IV2023082312000022	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000022	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2023082312000023	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2023082312000023	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000023	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.32485781197725
IV2023082312000024	3260	Versie 3	Structuur	1	0	RapportageHR	-0.5	-0.202702702702703
IV2023082312000024	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000024	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2023082312000025	3260	Versie 3	Structuur	1	0	RapportageHR	-0.998	-0.99600406366407
IV2023082312000025	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000025	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.714285714285714	-0.5
IV2023082312000026	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950649350649351
IV2023082312000026	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000026	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000027	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2023082312000027	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000027	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000029	3260	Versie 3	Structuur	1	0	RapportageHR	-0.2	0.137349397590361
IV2023082312000029	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000029	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.309897229414516
IV2023082312000030	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.636923076923077
IV2023082312000030	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000030	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2023082312000031	3260	Versie 3	Structuur	1	1	RapportageHR	0.666666666666667	1.55813953488372
IV2023082312000031	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000031	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0495247623811906	0.251909311449879
IV2023082312000032	3260	Versie 3	Structuur	1	0	RapportageHR	-0.7	-0.479411764705882
IV2023082312000032	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000032	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.309897229414516
IV2023082312000033	3260	Versie 3	Structuur	1	0	RapportageHR	-0.6	-0.339130434782609
IV2023082312000033	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2023082312000033	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.309897229414516
IV2023082312000034	3260	Versie 3	Structuur	1	0	RapportageHR	-0.997	-0.994009138602133
IV2023082312000034	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2023082312000034	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.242547850643238
IV2024091612000002	3260	Versie 3	Structuur	1	1	RapportageHR	0.333333333333333	1.45544554455446
IV2024091612000002	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2024091612000002	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2024091612000003	3260	Versie 3	Structuur	1	1	RapportageHR	0.75	0.83710407239819
IV2024091612000003	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000003	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.03951975987994	0.268343320907847
IV2024091612000006	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.903225806451613
IV2024091612000006	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000006	3260	Versie 3	Verstoring	1	1	RapportageHR	0.733333333333333	0.857142857142857
IV2024091612000007	3260	Versie 3	Structuur	1	0	RapportageHR	-0.98	-0.960474308300395
IV2024091612000007	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000007	3260	Versie 3	Verstoring	1	1	RapportageHR	0.666666666666667	0.818181818181818
IV2024091612000008	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.809836065573771
IV2024091612000008	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000008	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2024091612000010	3260	Versie 3	Structuur	1	0	RapportageHR	-0.4	-0.091891891891892
IV2024091612000010	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000010	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000013	3260	Versie 3	Structuur	1	0	RapportageHR	-0.2	-0.172413793103448
IV2024091612000013	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000013	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0714285714285714	0.268292682926829
IV2024091612000015	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902654867256637
IV2024091612000015	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000015	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2024091612000016	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980108499095841
IV2024091612000016	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000016	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000019	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980108499095841
IV2024091612000019	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000019	3260	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.714285714285714
IV2024091612000020	3260	Versie 3	Structuur	1	1	RapportageHR	0.166666666666667	0.638297872340425
IV2024091612000020	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2024091612000020	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000021	3260	Versie 3	Structuur	1	1	RapportageHR	0.4	0.635643564356436
IV2024091612000021	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2024091612000021	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000022	3260	Versie 3	Structuur	1	0	RapportageHR	-0.98	-0.960474308300395
IV2024091612000022	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000022	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000023	3260	Versie 3	Structuur	1	0	RapportageHR	-0.98	-0.961497326203209
IV2024091612000023	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000023	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2024091612000024	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.675675675675676
IV2024091612000024	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000024	3260	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.948717948717949
IV2024091612000026	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.640677966101695
IV2024091612000026	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000026	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000027	3260	Versie 3	Structuur	1	1	RapportageHR	0.1	0.410869565217391
IV2024091612000027	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000027	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2024091612000028	3260	Versie 3	Structuur	1	1	RapportageHR	0.966666666666667	2.15719063545151
IV2024091612000028	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2024091612000028	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2024091612000029	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.636923076923077
IV2024091612000029	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2024091612000029	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
