ID	Habitattype	Versie	Kwaliteitsniveau	Status	Aggregatiemethode	Index_min_min	Index_min_harm	Index_harm_harm
IV2019100112075213	3150	Versie 3	1	0	RapportageHR	-0.571428571428571	-0.399899983330555	-0.216316249275436
IV2019100112164262	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.488997555012225	-0.383661837069912
IV2019100112171755	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019100406581958	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019100407044021	3130_aom	Versie 3	1	0	RapportageHR	-0.65	-0.418264503781909	-0.147365974279293
IV2019100407101015	3150	Versie 3	1	0	RapportageHR	-0.0995497748874437	0.0307877090091038	0.204665669155927
IV2019100407203298	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019100407263017	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019100407370381	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019102908040675	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.861792823225859	-0.741641733395208
IV2019102908381915	3130_aom	Versie 3	1	0	RapportageHR	-0.85	-0.713371415471028	-0.519481177534672
IV2019102909140237	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.484819957637091	-0.387240179594825
IV2019102909351981	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019102914171224	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.85858955811526	-0.736161175494233
IV2019102914251364	3130_na	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2019102914385814	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.877982492178365	-0.796048219014628
IV2019102914495301	3130_na	Versie 3	1	0	RapportageHR	-0.277777777777778	-0.0579236925871003	0.135671943934026
IV2019102915313847	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019102915495051	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019102916003956	3140	Versie 3	1	0	RapportageHR	-0.333333333333333	0.0714897871732609	0.187093293724287
IV2019102916032344	3150	Versie 3	1	0	RapportageHR	-0.857142857142857	-0.722689075630252	-0.596434649464692
IV2019102916072782	3150	Versie 3	1	0	RapportageHR	-0.5	-0.216761799418146	-0.139872124183841
IV2019102916124425	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.878552443263137	-0.795795374420751
IV2019103117514907	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019103117565176	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019103118004579	3150	Versie 3	1	1	RapportageHR	0	0.294732237445096	0.338166171618558
IV2019103119232102	3150	Versie 3	1	0	RapportageHR	-0.5	-0.314087759815243	-0.204286671131949
IV2019103119284977	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.306543702121552	-0.280599259820964
IV2019103119325130	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019103119372507	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019103119474811	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019103119511590	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2019103119582918	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.308900523560209	-0.118653564159244
IV2019110508094879	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.484375	-0.443090193137071
IV2019110508240678	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110508292047	3130_aom	Versie 3	1	0	RapportageHR	-0.785714285714286	-0.68141592920354	-0.584179208960448
IV2019110508334755	3140	Versie 3	1	0	RapportageHR	-0.785714285714286	-0.485714285714286	-0.306479859894921
IV2019110508420118	3160	Versie 3	1	0	RapportageHR	-0.277777777777778	0.04	0.30646523411842
IV2019110508522557	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110509594859	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110510064438	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.410093804414986	-0.349453910604323
IV2019110510125707	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110510174735	3130_aom	Versie 3	1	0	RapportageHR	-0.555555555555556	-0.483544303797468	-0.317674583475537
IV2019110513274182	3130_aom	Versie 3	1	0	RapportageHR	-0.222222222222222	-0.0869565217391304	0.0511074840825629
IV2019110513325514	3150	Versie 3	1	1	RapportageHR	0	0.216295095257398	0.272127950481722
IV2019110513370240	3150	Versie 3	1	0	RapportageHR	-0.5	-0.211431643117311	-0.121532803526247
IV2019110513444368	3150	Versie 3	1	0	RapportageHR	-0.928571428571428	-0.821426871072177	-0.705844860281871
IV2019110513521363	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110513593676	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110514072203	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110514235553	3160	Versie 3	1	1	RapportageHR	-0.5	-0.0823529411764705	-0.0294855708908406
IV2019110514294765	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.210493080039994	0.00371669678667796
IV2019110514345308	3140	Versie 3	1	0	RapportageHR	-0.333333333333333	0.0714897871732609	0.392655956111003
IV2019110514561774	3160	Versie 3	1	1	RapportageHR	0	0.459459459459459	0.48416149068323
IV2019110515035863	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110515092969	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110515122209	3160	Versie 3	1	0	RapportageHR	-0.255555555555556	0.134952004517222	0.439595034232718
IV2019110515255900	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019110515295694	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019111308021358	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.888345864661654	-0.80420674356338
IV2019111308091798	3150	Versie 3	1	0	RapportageHR	-0.428571428571429	-0.154891495683767	0.0794639063932185
IV2019111308155779	3150	Versie 3	1	1	RapportageHR	0	0.153917149933086	0.313914638898985
IV2019111308214272	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.876038283718735	-0.780593291990806
IV2019111308261548	3150	Versie 3	1	0	RapportageHR	-0.142857142857143	0.117773019271949	0.203913180628345
IV2019111308423568	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.437254044599912	-0.41346278558422
IV2019111308550924	3130_aom	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2019111309075445	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.384837866224259	-0.318163858648256
IV2019111413153709	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2019111914245464	3140	Versie 3	1	0	RapportageHR	-0.642857142857143	-0.302325581395349	-0.157088122605364
IV2019112914463370	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.538461538461538	-0.424195887768368
IV2019120515503067	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020050408242536	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.865878950107647	-0.772737489801404
IV2020092215333351	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020092215474759	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.384629124641271	-0.331341528596148
IV2020092215565805	3140	Versie 3	1	0	RapportageHR	-0.0695347673836919	0.263385987885057	0.424228714828101
IV2020092216074114	3150	Versie 3	1	0	RapportageHR	-0.0695347673836919	0.0436339112300941	0.164847917462424
IV2020092915332513	3130_na	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2020092915410663	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.216915120170368	-0.0533298015483745
IV2020100110560092	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020100111171473	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020100215212562	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020100215294974	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.484819957637091	-0.405184031445449
IV2020100611283895	3130_na	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2020100611450996	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.870726112721546	-0.774513571242233
IV2020100710090942	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.87356888400959	-0.854447944131968
IV2020100710152417	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020101917263372	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020101917311734	3140	Versie 3	1	0	RapportageHR	-0.0195097548774387	0.293249501197974	0.562079751622405
IV2020102007454335	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2020102007502215	3150	Versie 3	1	0	RapportageHR	-0.5	-0.214285714285714	-0.157069179290011
IV2020102007565094	3150	Versie 3	1	1	RapportageHR	0	0.304438551493283	0.363685942300351
IV2021012015494957	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.870726112721546	-0.772532643061378
IV2021012108263313	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012108361395	3140	Versie 3	1	0	RapportageHR	-0.45	-0.095890410958904	0.203647416413374
IV2021012109195068	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012109232895	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012109315303	3140	Versie 3	1	0	RapportageHR	-0.0714285714285714	0.444444444444444	0.547682907475004
IV2021012109360592	3140	Versie 3	1	0	RapportageHR	0	0.5	0.579013839920013
IV2021012109393203	3140	Versie 3	1	1	RapportageHR	0.166666666666667	0.615384615384615	0.640696766130292
IV2021012109435359	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012109480309	3140	Versie 3	1	1	RapportageHR	0.25025	0.666814798355738	0.764788914636585
IV2021012109560765	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2021012110001562	3140	Versie 3	1	0	RapportageHR	-0.00450225112556278	0.301878420235927	0.564771960383225
IV2021012110042409	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012110124411	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012110182559	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012110252804	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2021012110314355	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2021012110344274	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012110391842	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2021012110431747	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.866678637159402	-0.753686118631116
IV2021012110522889	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012110562812	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012111133577	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012111164782	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012111201466	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.862555677676867	-0.798840113448758
IV2021012509411883	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.871314091107024	-0.773692301537864
IV2021012609022545	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012609062577	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012709473267	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.868117229129663	-0.769208353569694
IV2021012910232660	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021012910413902	3160	Versie 3	1	0	RapportageHR	-0.5	-0.204819277108434	-0.123893805309734
IV2021020111343108	3150	Versie 3	1	0	RapportageHR	-0.357142857142857	-0.194029850746269	-0.00366357126254868
IV2021031216023741	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.501510574018127	-0.455749387485072
IV2021031216272618	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021032912422026	3150	Versie 3	1	0	RapportageHR	-0.45	-0.215215286989567	-0.0126554714690371
IV2021040616143271	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021051715363885	3150	Versie 3	1	0	RapportageHR	-0.5	-0.306623931623932	-0.208093954954497
IV2021051715543392	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021051810591425	3150	Versie 3	1	0	RapportageHR	-0.714285714285714	-0.590062111801242	-0.432258064516129
IV2021102610593198	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102611131279	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102611231547	3150	Versie 3	1	0	RapportageHR	-0.45	-0.215215286989567	0.00533514998890117
IV2021102611333955	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102611424540	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.429347826086957	-0.376132219265827
IV2021102612232857	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.873724489795919	-0.784287616511319
IV2021102612312292	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.230769230769231	-0.082003760409654
IV2021102612463047	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102612523570	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102612572538	3130_aom	Versie 3	1	0	RapportageHR	-0.5	-0.272727272727273	-0.0357040873477401
IV2021102614135135	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.472361809045226	-0.384059042449324
IV2021102614201906	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102614264540	3130_aom	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2021102614322566	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102616120779	3130_aom	Versie 3	1	0	RapportageHR	-0.571428571428571	-0.379954993941492	-0.203154005929425
IV2021102616213333	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.484375	-0.433476394849785
IV2021102616292567	3150	Versie 3	1	0	RapportageHR	-0.357142857142857	0.0384615384615383	0.235738652353268
IV2021102616365243	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.381758361401675	-0.324706223734566
IV2021102616452377	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.590467376214715	-0.479236783875977
IV2021102616510246	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102616572165	3130_aom	Versie 3	1	0	RapportageHR	-0.7	-0.631970260223048	-0.467765419022737
IV2021102811575679	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102812130840	3130_aom	Versie 3	1	1	RapportageHR	-0.333333333333333	0.0506425145018032	0.107123444474616
IV2021102812230455	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021102921453951	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.422018348623853	-0.350148840405519
IV2021102922080890	3150	Versie 3	1	0	RapportageHR	-0.249624812406203	0.00340840314719837	0.176903473623098
IV2021103012044059	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.311199191968658	-0.290312127747706
IV2021103012361554	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021103012423456	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110111053005	3130_aom	Versie 3	1	0	RapportageHR	-0.214285714285714	0.135206653225806	0.250468626664123
IV2021110111420298	3130_aom	Versie 3	1	0	RapportageHR	-0.857142857142857	-0.653846153846154	-0.450234909579417
IV2021110112004579	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110113293506	3130_aom	Versie 3	1	0	RapportageHR	-0.777777777777778	-0.678048780487805	-0.509597523219814
IV2021110114014007	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110115180432	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.189154132595431	-0.0123544104833566
IV2021110115274417	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110116483324	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.268987341772152	-0.144605535680663
IV2021110117063289	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110117385166	3130_aom	Versie 3	1	0	RapportageHR	-0.142857142857143	-0.0136986301369862	0.149456824220969
IV2021110118102324	3150	Versie 3	1	0	RapportageHR	-0.45	-0.343283582089552	-0.109111361079865
IV2021110118202844	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110118435628	3150	Versie 3	1	0	RapportageHR	-0.5	-0.410714285714286	-0.323420032006561
IV2021110118484771	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110214580344	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2021110215074297	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2022012514291966	3140	Versie 3	1	0	RapportageHR	-0.45	-0.189801699716714	0.00280625738766238
IV2022012514502036	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2022012515193464	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2022012515390379	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2022012516494181	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.922484666579669	-0.852792339288283
IV2022062815495429	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.312852956604323	-0.304823546518423
IV2023011815411225	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023011816353523	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.876609887827171	-0.800559597090095
IV2023011817014307	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023013116521794	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023013118230580	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.318157028849825	-0.288214441281863
IV2023013118354057	3130_aom	Versie 3	1	1	RapportageHR	0.166666666666667	0.355908642942293	0.460525080868963
IV2023013118450570	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.877489687684149	-0.792950880535798
IV2023013119020620	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023021916583657	3130_aom	Versie 3	1	0	RapportageHR	-0.142857142857143	-0.0699088145896656	0.0577553735151617
IV2023021917120566	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023021917223249	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023021918121597	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023021918271743	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022012171902	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.389120373512127	-0.344455876534836
IV2023022012290846	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022014013448	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.328334154094104	-0.316010326178839
IV2023022014152316	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022014281696	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022016531973	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022021291831	3130_aom	Versie 3	1	0	RapportageHR	-0.388888888888889	-0.248780487804878	-0.111643228163638
IV2023022021382910	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023022217015420	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.185768407869331	-0.0358219395630673
IV2023022217143446	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080111442513	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080113480207	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080114033170	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080114160589	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.396166134185304	-0.339758500897069
IV2023080114302616	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080114445290	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080115000115	3130_aom	Versie 3	1	0	RapportageHR	-0.7	-0.612068965517241	-0.500854665870244
IV2023080415543240	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.245647969052224	-0.0899442146257005
IV2023080416151193	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.306543702121552	-0.279595961829921
IV2023080416161818	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.571428571428571	-0.459304057062485
IV2023080416235938	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080416335934	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080416412548	3130_aom	Versie 3	1	0	RapportageHR	-0.428571428571429	-0.211072664359862	-0.0077586748279117
IV2023080814421597	3130_aom	Versie 3	1	0	RapportageHR	-0.714285714285714	-0.470588235294118	-0.28812913835274
IV2023080814544190	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.0908650204514466	0.0188793101091611
IV2023080814565876	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.37497917013831	-0.33119826579362
IV2023080815183867	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023080815234865	3130_aom	Versie 3	1	0	RapportageHR	-0.857142857142857	-0.709251101321586	-0.502304147465438
IV2023081715093855	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.459443878975671	-0.366186472899328
IV2023081716035635	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023081815264900	2190_a	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.419354838709678	-0.362019740598744
IV2023081815325618	2190_a	Versie 3	1	1	RapportageHR	0	0.444444444444444	0.478294275835574
IV2023081815360660	2190_a	Versie 3	1	1	RapportageHR	-0.5	-0.0143112701252237	-0.00578903841816392
IV2023081815420604	2190_a	Versie 3	1	1	RapportageHR	0.111111111111111	0.343283582089552	0.512605042016806
IV2023081815465340	2190_a	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2023081815500319	2190_a	Versie 3	1	0	RapportageHR	-0.4	-0.0526315789473685	0.309090909090909
IV2023081815530780	2190_a	Versie 3	1	1	RapportageHR	0.2	0.44	0.636363636363636
IV2023081815562573	2190_a	Versie 3	1	1	RapportageHR	0.25	0.458026509572901	0.609101991060544
IV2023081816283203	2190_a	Versie 3	1	1	RapportageHR	-0.5	-0.2	-0.0943396226415095
IV2023081816320188	2190_a	Versie 3	1	1	RapportageHR	0.25	0.616766467065868	0.642915054203826
IV2023081816401613	2190_a	Versie 3	1	0	RapportageHR	-0.005	0.173158582743094	0.361338216929181
IV2023082110402271	2190_a	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2023082110410535	2190_a	Versie 3	1	0	RapportageHR	-0.799999999999999	-0.599999999999999	-0.307692307692307
IV2023082111064698	2190_a	Versie 3	1	1	RapportageHR	0.375	0.662790697674418	0.717717717717718
IV2023082111100001	2190_a	Versie 3	1	1	RapportageHR	0.0526315789473684	0.333333333333333	0.568627450980392
IV2023082111154811	2190_a	Versie 3	1	1	RapportageHR	-0.333333333333333	0.164179104477612	0.190839694656489
IV2023082111165074	2190_a	Versie 3	1	0	RapportageHR	-0.999999999999999	-0.999999999999997	-0.999999999999988
IV2023082111240183	2190_a	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.252396166134186	-0.250916563023847
IV2023082111263515	2190_a	Versie 3	1	1	RapportageHR	-0.333333333333333	0.142284569138277	0.181959564541214
IV2023082111281651	2190_a	Versie 3	1	0	RapportageHR	-0.999999999999999	-0.999999999999997	-0.999999999999988
IV2023082111315025	2190_a	Versie 3	1	0	RapportageHR	-0.8	-0.525790349417637	0.0210479175996416
IV2023082111351535	2190_a	Versie 3	1	0	RapportageHR	-0.8	-0.6	-0.301072914385811
IV2023082111375865	2190_a	Versie 3	1	1	RapportageHR	-0.333333333333333	0.0235143223599832	0.14681939319704
IV2023082111404847	2190_a	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.137804372296937	0.0438487010589668
IV2023082413413921	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.878058794547545	-0.789857251516814
IV2023082413423805	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.876680334250273	-0.790234010504599
IV2023083109032178	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.516129032258065	-0.449533205772875
IV2023083109223750	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2023112914101130	3130_aom	Versie 3	1	1	RapportageHR	0.166666666666667	0.362127229079315	0.474039506413593
IV2023112914403467	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011111212549	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011214271339	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011615375072	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011616134474	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.375632842632174	-0.307586555289494
IV2024011616290864	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011617081713	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011710122457	3130_na	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2024011713062687	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024011716321225	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024050616130872	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024050616240042	2190_a	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2024050616295201	2190_a	Versie 3	1	1	RapportageHR	0.736842105263158	0.872573419611747	0.956080047125261
IV2024050816160732	2190_a	Versie 3	1	0	RapportageHR	-0.899999999999999	-0.739130434782606	-0.314533622559649
IV2024050817015004	2190_a	Versie 3	1	0	RapportageHR	-0.999999999999999	-0.999999999999997	-0.999999999999992
IV2024050817072878	2190_a	Versie 3	1	0	RapportageHR	-0.899999999999999	-0.734513274336281	-0.281437125748499
IV2024050817180034	2190_a	Versie 3	1	1	RapportageHR	0.25	0.463414634146341	0.610738255033557
IV2024050817361534	2190_a	Versie 3	1	1	RapportageHR	0	0.304347826086957	0.414442487467823
IV2024050817505134	2190_a	Versie 3	1	0	RapportageHR	-0.899999999999999	-0.727272727272725	-0.256637168141588
IV2024051511300735	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024051511362894	2190_a	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2024051511460138	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024051512040022	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024051512100419	2190_a	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2024051512152620	2190_a	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024051512200819	2190_a	Versie 3	1	1	RapportageHR	0.333333333333333	0.565217391304348	0.641936916925811
IV2024093016260718	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024100111090608	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024100111155960	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024100117462140	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024100117541666	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024100916453628	3160	Versie 3	1	0	RapportageHR	-0.277777777777778	0.04	0.30646523411842
IV2024101008251601	3130_aom	Versie 3	1	0	RapportageHR	-0.971428571428571	-0.929411764705882	-0.870925684485006
IV2024101008314167	3130_aom	Versie 3	1	0	RapportageHR	-0.333333333333333	-0.092247381687769	0.035216293950538
IV2024101008380195	3140	Versie 3	1	0	RapportageHR	-0.00450225112556278	0.301878420235927	0.493843922532887
IV2024101009231913	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
