survey	recording_givid	name	phenology_code	species_cover_code	species_cover	scale
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Hypericum elodes L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Littorella uniflora (L.) Aschers.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Luronium natans (L.) Rafin.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Potamogeton polygonifolius Pourr.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Ranunculus ololeucos Lloyd	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808303101	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Bidens	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Hydrocotyle vulgaris L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Phragmites australis (Cav.) Steud.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Rhynchospora alba (L.) Vahl	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Rhynchospora fusca (L.) Ait. f.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Sparganium angustifolium Michaux	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082808454134	Utricularia minor L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082814440090	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082814440090	Hydrocharis morsus-ranae L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082814440090	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Eleocharis acicularis (L.) Roem. et Schult.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Juncus bulbosus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908092463	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Apium inundatum (L.) Reichenb. f.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Drepanocladus fluitans	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Hypericum elodes L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Pilularia globulifera L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Scirpus fluitans L.	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082908183624	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082909343381	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082909343381	Phragmites australis (Cav.) Steud.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082909343381	Rhynchospora fusca (L.) Ait. f.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082909343381	Sphagnum fallax (H.Klinggr.) H.Klinggr.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082909343381	Utricularia minor L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Bidens	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Elatine hexandra (Lapierre) DC.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Juncus effusus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911514477	Typha	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Bidens	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Draadwier	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Pilularia globulifera L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018082911522950	Typha	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Glyceria fluitans (L.) R. Brown	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Hydrocotyle vulgaris L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Hypericum elodes L.	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Molinia caerulea (L.) Moench	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083008425607	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Glyceria fluitans (L.) R. Brown	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Hydrocotyle vulgaris L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Molinia caerulea (L.) Moench	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009021339	Sphagnum cuspidatum Ehrh. ex Hoffm.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009213994	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009213994	Potamogeton polygonifolius Pourr.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009213994	Sphagnum fallax (H.Klinggr.) H.Klinggr.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Calamagrostis canescens (Weber) Roth	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Draadwier	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Lemna	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Luronium natans (L.) Rafin.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Potamogeton polygonifolius Pourr.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Scirpus fluitans L.	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Sphagnum	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083009353126	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Drepanocladus fluitans	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Glyceria fluitans (L.) R. Brown	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Hypericum elodes L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Potamogeton polygonifolius Pourr.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Scirpus fluitans L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018083010065136	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090409354837	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090409354837	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090409354837	Utricularia australis R. Brown	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Eleocharis acicularis (L.) Roem. et Schult.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Juncus bulbosus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412381639	Typha	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412442048	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412442048	Hydrocharis morsus-ranae L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412442048	Hydrodictyon reticulatum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412442048	Lemna	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412442048	Utricularia australis R. Brown	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412483372	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412483372	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412483372	Hydrocharis morsus-ranae L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412483372	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090412483372	Lemna trisulca L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Calamagrostis canescens (Weber) Roth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Hypericum elodes L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Juncus bulbosus L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Potamogeton polygonifolius Pourr.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090508595162	Sphagnum	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Hydrocotyle vulgaris L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Juncus bulbosus L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Phragmites australis (Cav.) Steud.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509082763	Sphagnum cuspidatum Ehrh. ex Hoffm.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Agrostis stolonifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Elatine hexandra (Lapierre) DC.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Eleocharis acicularis (L.) Roem. et Schult.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Glyceria fluitans (L.) R. Brown	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090509480277	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Apium inundatum (L.) Reichenb. f.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Glyceria fluitans (L.) R. Brown	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Polygonum hydropiper L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Potamogeton polygonifolius Pourr.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510080311	Scirpus fluitans L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Agrostis stolonifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Bidens	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Eleocharis acicularis (L.) Roem. et Schult.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Glyceria fluitans (L.) R. Brown	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510164322	Polygonum hydropiper L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Agrostis stolonifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Glyceria fluitans (L.) R. Brown	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Pilularia globulifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510175155	Polygonum hydropiper L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Agrostis stolonifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Drepanocladus fluitans	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Juncus bulbosus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Luronium natans (L.) Rafin.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090510275856	Typha	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Bidens	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Calamagrostis canescens (Weber) Roth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Juncus bulbosus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Juncus effusus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Pilularia globulifera L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Sphagnum	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Typha	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514203660	Utricularia australis R. Brown	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Ceratophyllum	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Draadwier	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Glyceria maxima (Hartm.) Holmberg	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Hydrocharis morsus-ranae L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090514382356	Stratiotes aloides L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Agrostis stolonifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Bidens	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Ceratophyllum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Hypericum elodes L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090608472872	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Eleocharis acicularis (L.) Roem. et Schult.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Glyceria maxima (Hartm.) Holmberg	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Juncus bulbosus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609025511	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609212270	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609212270	Glyceria maxima (Hartm.) Holmberg	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2018090609212270	Hydrocharis morsus-ranae L.	-	o	3	Tansley Meren
