"";"survey";"recording_givid";"name";"phenology_code";"species_cover_code";"species_cover";"scale"
"1798";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"Draadwier";"-";"f";7;"Tansley Meren"
"1799";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"Lemna";"-";"f";7;"Tansley Meren"
"1800";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"1801";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"Potamogeton lucens L.";"-";"f";7;"Tansley Meren"
"1802";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1803";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Bidens";"-";"o";3;"Tansley Meren"
"1804";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"1805";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1806";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1807";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Molinia caerulea (L.) Moench";"-";"a";30;"Tansley Meren"
"1808";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"1809";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Typha";"-";"o";3;"Tansley Meren"
"1810";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Draadwier";"-";"f";7;"Tansley Meren"
"1811";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Elatine hexandra (Lapierre) DC.";"-";"o";3;"Tansley Meren"
"1812";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"1813";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"Sphagnum";"-";"o";3;"Tansley Meren"
"1814";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1815";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Bidens";"-";"o";3;"Tansley Meren"
"1816";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"1817";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1818";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1819";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Molinia caerulea (L.) Moench";"-";"a";30;"Tansley Meren"
"1820";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"1821";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Typha";"-";"o";3;"Tansley Meren"
"1822";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Draadwier";"-";"f";7;"Tansley Meren"
"1823";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"1824";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"1825";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"Sphagnum";"-";"o";3;"Tansley Meren"
"1826";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"Azolla filiculoides Lam.";"-";"f";7;"Tansley Meren"
"1827";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"Lemna";"-";"f";7;"Tansley Meren"
"1828";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"1829";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"Utricularia australis R. Brown";"-";"f";7;"Tansley Meren"
"1830";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Ceratophyllum";"-";"d";87;"Tansley Meren"
"1831";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Glyceria maxima (Hartm.) Holmberg";"-";"o";3;"Tansley Meren"
"1832";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Myriophyllum spicatum L.";"-";"o";3;"Tansley Meren"
"1833";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Draadwier";"-";"o";3;"Tansley Meren"
"1834";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Chara contraria var. hispidula A. Braun";"-";"f";7;"Tansley Meren"
"1835";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"Nitella capillaris (Krock.) J. Groves & Bull.-Webst.";"-";"f";7;"Tansley Meren"
"1836";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Bidens";"-";"r";1;"Tansley Meren"
"1837";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Ceratophyllum";"-";"r";1;"Tansley Meren"
"1838";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"1839";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1840";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"1841";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Potamogeton pusillus L.";"-";"f";7;"Tansley Meren"
"1842";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Typha";"-";"f";7;"Tansley Meren"
"1843";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Draadwier";"-";"f";7;"Tansley Meren"
"1844";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"1845";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Baldellia ranunculoides subsp. repens (Lam.) Á. et D. Löve";"-";"f";7;"Tansley Meren"
"1846";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Luronium natans (L.) Rafin.";"-";"f";7;"Tansley Meren"
"1847";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Myriophyllum alterniflorum DC.";"-";"f";7;"Tansley Meren"
"1848";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Nitella translucens (Pers.) C. Agardh";"-";"f";7;"Tansley Meren"
"1849";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"1850";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"Juncus bulbosus L.";"-";"r";1;"Tansley Meren"
"1851";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Bidens";"-";"r";1;"Tansley Meren"
"1852";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"1853";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1854";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"1855";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Typha";"-";"f";7;"Tansley Meren"
"1856";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"1857";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"1858";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"1859";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"Juncus bulbosus L.";"-";"r";1;"Tansley Meren"
"1860";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"1861";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"1862";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"Rhynchospora alba (L.) Vahl";"-";"f";7;"Tansley Meren"
"1863";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"a";30;"Tansley Meren"
"1864";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"Juncus bulbosus L.";"-";"d";87;"Tansley Meren"
"1865";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1866";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"1867";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Bidens";"-";"f";7;"Tansley Meren"
"1868";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1869";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1870";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1871";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"1872";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Draadwier";"-";"f";7;"Tansley Meren"
"1873";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Lemna";"-";"o";3;"Tansley Meren"
"1874";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Elodea nuttallii (Planch.) St John";"-";"o";3;"Tansley Meren"
"1875";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"1876";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1877";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Sphagnum";"-";"f";7;"Tansley Meren"
"1878";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"o";3;"Tansley Meren"
"1879";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1880";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"1881";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Bidens";"-";"f";7;"Tansley Meren"
"1882";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1883";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1884";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1885";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"1886";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Elodea nuttallii (Planch.) St John";"-";"o";3;"Tansley Meren"
"1887";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Elatine hexandra (Lapierre) DC.";"-";"a";30;"Tansley Meren"
"1888";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"a";30;"Tansley Meren"
"1889";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Scirpus setaceus L.";"-";"o";3;"Tansley Meren"
"1890";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1891";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"Sphagnum";"-";"f";7;"Tansley Meren"
"1892";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Bidens";"-";"o";3;"Tansley Meren"
"1893";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1894";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"1895";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Typha";"-";"o";3;"Tansley Meren"
"1896";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Lemna";"-";"o";3;"Tansley Meren"
"1897";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"1898";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"1899";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Nitella translucens (Pers.) C. Agardh";"-";"f";7;"Tansley Meren"
"1900";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"1901";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Potamogeton polygonifolius Pourr.";"-";"o";3;"Tansley Meren"
"1902";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"1903";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"1904";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"Sphagnum";"-";"f";7;"Tansley Meren"
"1905";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"Lemna";"-";"o";3;"Tansley Meren"
"1906";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"1907";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"Hydrocharis morsus-ranae L.";"-";"r";1;"Tansley Meren"
"1908";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"Utricularia australis R. Brown";"-";"f";7;"Tansley Meren"
"1909";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Bidens";"-";"o";3;"Tansley Meren"
"1910";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"1911";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Typha";"-";"o";3;"Tansley Meren"
"1912";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Egeria densa Planchon";"-";"f";7;"Tansley Meren"
"1913";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"1914";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1915";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1916";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Bidens";"-";"o";3;"Tansley Meren"
"1917";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"1918";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Ceratophyllum";"-";"o";3;"Tansley Meren"
"1919";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"1920";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1921";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Myriophyllum spicatum L.";"-";"a";30;"Tansley Meren"
"1922";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Typha";"-";"o";3;"Tansley Meren"
"1923";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Lemna";"-";"r";1;"Tansley Meren"
"1924";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"1925";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Hypericum elodes L.";"-";"o";3;"Tansley Meren"
"1926";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"1927";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1928";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1929";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Bidens";"-";"o";3;"Tansley Meren"
"1930";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"1931";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"1932";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1933";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Typha";"-";"o";3;"Tansley Meren"
"1934";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"1935";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"1936";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1937";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"Draadwier";"-";"a";30;"Tansley Meren"
"1938";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"Utricularia australis R. Brown";"-";"a";30;"Tansley Meren"
"1939";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"Spirodela polyrhiza (L.) Schleid.";"-";"f";7;"Tansley Meren"
"1940";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"Lemna";"-";"f";7;"Tansley Meren"
"1941";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"Draadwier";"-";"o";3;"Tansley Meren"
"1942";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"1943";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"Hydrocharis morsus-ranae L.";"-";"cd";62;"Tansley Meren"
"1944";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"1945";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1946";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"1947";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Lemna";"-";"f";7;"Tansley Meren"
"1948";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Draadwier";"-";"o";3;"Tansley Meren"
"1949";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"1950";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Potamogeton polygonifolius Pourr.";"-";"cd";62;"Tansley Meren"
"1951";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"Sphagnum";"-";"f";7;"Tansley Meren"
"1952";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Bidens";"-";"f";7;"Tansley Meren"
"1953";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Calamagrostis canescens (Weber) Roth";"-";"r";1;"Tansley Meren"
"1954";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1955";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"1956";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"1957";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"1958";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1959";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"Sphagnum";"-";"f";7;"Tansley Meren"
"1960";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"1961";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Bidens";"-";"r";1;"Tansley Meren"
"1962";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1963";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1964";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Typha";"-";"o";3;"Tansley Meren"
"1965";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"1966";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"1967";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Luronium natans (L.) Rafin.";"-";"a";30;"Tansley Meren"
"1968";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Sphagnum";"-";"f";7;"Tansley Meren"
"1969";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"f";7;"Tansley Meren"
"1970";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"1971";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Bidens";"-";"r";1;"Tansley Meren"
"1972";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"1973";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1974";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Typha";"-";"o";3;"Tansley Meren"
"1975";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"1976";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"1977";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"Sphagnum";"-";"f";7;"Tansley Meren"
"1978";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"1979";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Bidens";"-";"o";3;"Tansley Meren"
"1980";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"1981";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"1982";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1983";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1984";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"1985";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Typha";"-";"o";3;"Tansley Meren"
"1986";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Lemna";"-";"r";1;"Tansley Meren"
"1987";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Draadwier";"-";"r";1;"Tansley Meren"
"1988";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"1989";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"1990";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"1991";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"1992";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"1993";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Bidens";"-";"o";3;"Tansley Meren"
"1994";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"1995";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"1996";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"1997";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"1998";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Typha";"-";"o";3;"Tansley Meren"
"1999";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2000";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"2001";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2002";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"2003";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Lemna";"-";"r";1;"Tansley Meren"
